# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
90.00;2;0.00;0.00;0.00;0.0000
90.00;1;0.00;0.00;0.00;0.0000
90.00;0;3.13;9.38;9.00;0.3336
90.00;9;2.73;10.94;0.00;0.0698
90.00;6;3.91;9.38;0.00;0.0698
90.00;3;3.91;9.38;0.00;0.0698
90.00;0;3.13;9.38;0.00;0.0698
100.00;11;0.00;0.00;0.00;0.0000
100.00;10;0.00;0.00;0.00;0.0000
100.00;9;2.73;10.94;10.00;0.3336
100.00;8;0.00;0.00;0.00;0.0000
100.00;7;0.00;0.00;0.00;0.0000
100.00;6;3.91;9.38;7.50;0.3337
100.00;5;0.00;0.00;0.00;0.0000
100.00;4;0.00;0.00;0.00;0.0000
100.00;3;3.91;9.38;8.50;0.3337
100.00;2;0.00;0.00;0.00;0.0000
100.00;1;0.00;0.00;0.00;0.0000
100.00;0;3.13;9.38;9.00;0.3336
100.00;9;2.73;10.94;0.00;0.0698
100.00;6;3.91;9.38;0.00;0.0698
100.00;3;3.91;9.38;0.00;0.0698
100.00;0;3.13;9.38;0.00;0.0698
110.00;11;0.00;0.00;0.00;0.0000
110.00;10;0.00;0.00;0.00;0.0000
110.00;9;2.73;10.94;10.00;0.3336
110.00;8;0.00;0.00;0.00;0.0000
110.00;7;0.00;0.00;0.00;0.0000
110.00;6;3.91;9.38;7.50;0.3337
110.00;5;0.00;0.00;0.00;0.0000
110.00;4;0.00;0.00;0.00;0.0000
110.00;3;3.91;9.38;8.50;0.3337
110.00;2;0.00;0.00;0.00;0.0000
110.00;1;0.00;0.00;0.00;0.0000
110.00;0;3.13;9.38;9.00;0.3336
110.00;9;2.73;10.94;0.00;0.0698
110.00;6;3.91;9.38;0.00;0.0698
110.00;3;3.91;9.38;0.00;0.0698
110.00;0;3.13;9.38;0.00;0.0698
120.00;11;0.00;0.00;0.00;0.0000
120.00;10;0.00;0.00;0.00;0.0000
120.00;9;2.73;10.94;10.00;0.3336
120.00;8;0.00;0.00;0.00;0.0000
120.00;7;0.00;0.00;0.00;0.0000
120.00;6;3.91;9.38;7.50;0.3337
120.00;5;0.00;0.00;0.00;0.0000
120.00;4;0.00;0.00;0.00;0.0000
120.00;3;3.91;9.38;8.50;0.3337
120.00;2;0.00;0.00;0.00;0.0000
120.00;1;0.00;0.00;0.00;0.0000
120.00;0;3.13;9.38;9.00;0.3336
120.00;9;2.73;10.94;0.00;0.0698
120.00;6;3.91;9.38;0.00;0.0698
120.00;3;3.91;9.38;0.00;0.0698
120.00;0;3.13;9.38;0.00;0.0698
130.00;11;0.00;0.00;0.00;0.0000
130.00;10;0.00;0.00;0.00;0.0000
130.00;9;2.73;10.94;10.00;0.3336
130.00;8;0.00;0.00;0.00;0.0000
130.00;7;0.00;0.00;0.00;0.0000
130.00;6;3.91;9.38;7.50;0.3337
130.00;5;0.00;0.00;0.00;0.0000
130.00;4;0.00;0.00;0.00;0.0000
130.00;3;3.91;9.38;8.50;0.3337
130.00;2;0.00;0.00;0.00;0.0000
130.00;1;0.00;0.00;0.00;0.0000
130.00;0;3.13;9.38;9.00;0.3336
130.00;9;2.73;10.94;0.00;0.0698
130.00;6;3.91;9.38;0.00;0.0698
130.00;3;3.91;9.38;0.00;0.0698
130.00;0;3.13;9.38;0.00;0.0698
140.00;11;0.00;0.00;0.00;0.0000
140.00;10;0.00;0.00;0.00;0.0000
140.00;9;2.73;10.94;10.00;0.3336
140.00;8;0.00;0.00;0.00;0.0000
140.00;7;0.00;0.00;0.00;0.0000
140.00;6;3.91;9.38;7.50;0.3337
