vm_policy;link_policy;wf_policy;# units: packetId; src; dst; psize; delay(ms); proc_delay(ms); prop_delay(ms); trans_delay(ms); queue_delay(ms)
LFF;First;Priority;49;app0;db0;100000000;72301.6078;950.0;0.402;16000.0;55351.2058
LFF;First;Priority;49;app0;db0;100000000;72301.6078;950.0;0.402;16000.0;55351.2058
LFF;First;Priority;49;app0;db0;100000000;72301.6078;950.0;0.402;16000.0;55351.2058
LFF;First;Priority;6;db0;app0;100000000;100001.6078;7500.0;0.402;16000.0;76501.2058
LFF;First;Priority;6;db0;app0;100000000;100001.6078;7500.0;0.402;16000.0;76501.2058
LFF;First;Priority;6;db0;app0;100000000;100001.6078;7500.0;0.402;16000.0;76501.2058
LFF;First;Priority;6;db0;app0;100000000;100001.6078;7500.0;0.402;16000.0;76501.2058
LFF;First;Priority;31;app0;web1;10000000;88400.6029;27500.0;0.201;800.0;60100.4019
LFF;First;Priority;31;app0;web1;10000000;88400.6029;27500.0;0.201;800.0;60100.4019
LFF;First;Priority;31;app0;web1;10000000;88400.6029;27500.0;0.201;800.0;60100.4019
LFF;First;Priority;31;app0;web1;10000000;88400.6029;27500.0;0.201;800.0;60100.4019
LFF;First;Priority;21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039
LFF;First;Priority;21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039
LFF;First;Priority;21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039
LFF;First;Priority;21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039
LFF;First;Priority;21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039
LFF;First;Priority;21;app0;db0;100000000;94001.2058;12500.0;0.402;16000.0;65500.8039
LFF;First;Priority;22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039
LFF;First;Priority;22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039
LFF;First;Priority;22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039
LFF;First;Priority;22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039
LFF;First;Priority;22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039
LFF;First;Priority;22;db0;app0;100000000;101001.2058;15000.0;0.402;16000.0;70000.8039
LFF;First;Priority;38;db0;app0;5000000;93201.6078;20000.0;0.402;800.0;72401.2058
LFF;First;Priority;38;db0;app0;5000000;93201.6078;20000.0;0.402;800.0;72401.2058
LFF;First;Priority;38;db0;app0;5000000;93201.6078;20000.0;0.402;800.0;72401.2058
LFF;First;Priority;38;db0;app0;5000000;93201.6078;20000.0;0.402;800.0;72401.2058
LFF;First;Priority;39;app0;web1;20000000;97700.4019;42500.0;0.201;1600.0;53600.2009
LFF;First;Priority;39;app0;web1;20000000;97700.4019;42500.0;0.201;1600.0;53600.2009
LFF;First;Priority;29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039
LFF;First;Priority;29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039
LFF;First;Priority;29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039
LFF;First;Priority;29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039
LFF;First;Priority;29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039
LFF;First;Priority;29;app0;db0;100000000;105001.2058;17500.0;0.402;16000.0;71500.8039
LFF;First;Priority;23;app0;web1;50000000;117000.6029;32500.0;0.201;4000.0;80500.4019
LFF;First;Priority;23;app0;web1;50000000;117000.6029;32500.0;0.201;4000.0;80500.4019
LFF;First;Priority;23;app0;web1;50000000;117000.6029;32500.0;0.201;4000.0;80500.4019
LFF;First;Priority;23;app0;web1;50000000;117000.6029;32500.0;0.201;4000.0;80500.4019
LFF;First;Priority;21;app0;db0;100000000;122501.6078;12500.0;0.402;16000.0;94001.2058
LFF;First;Priority;21;app0;db0;100000000;122501.6078;12500.0;0.402;16000.0;94001.2058
LFF;First;Priority;21;app0;db0;100000000;122501.6078;12500.0;0.402;16000.0;94001.2058
LFF;First;Priority;21;app0;db0;100000000;122501.6078;12500.0;0.402;16000.0;94001.2058
LFF;First;Priority;37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039
LFF;First;Priority;37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039
LFF;First;Priority;37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039
LFF;First;Priority;37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039
LFF;First;Priority;37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039
LFF;First;Priority;37;app0;db0;20000000;122601.2058;37500.0;0.402;3200.0;81900.8039
LFF;First;Priority;22;db0;app0;100000000;132001.6078;15000.0;0.402;16000.0;101001.2058
LFF;First;Priority;22;db0;app0;100000000;132001.6078;15000.0;0.402;16000.0;101001.2058
LFF;First;Priority;22;db0;app0;100000000;132001.6078;15000.0;0.402;16000.0;101001.2058
LFF;First;Priority;22;db0;app0;100000000;132001.6078;15000.0;0.402;16000.0;101001.2058
LFF;First;Priority;29;app0;db0;100000000;138501.6078;17500.0;0.402;16000.0;105001.2058
LFF;First;Priority;29;app0;db0;100000000;138501.6078;17500.0;0.402;16000.0;105001.2058
LFF;First;Priority;29;app0;db0;100000000;138501.6078;17500.0;0.402;16000.0;105001.2058
LFF;First;Priority;29;app0;db0;100000000;138501.6078;17500.0;0.402;16000.0;105001.2058
LFF;First;Priority;39;app0;web1;20000000;141800.6029;42500.0;0.201;1600.0;97700.4019
LFF;First;Priority;39;app0;web1;20000000;141800.6029;42500.0;0.201;1600.0;97700.4019
LFF;First;Priority;39;app0;web1;20000000;141800.6029;42500.0;0.201;1600.0;97700.4019
LFF;First;Priority;39;app0;web1;20000000;141800.6029;42500.0;0.201;1600.0;97700.4019
LFF;First;Priority;37;app0;db0;20000000;163301.6078;37500.0;0.402;3200.0;122601.2058
LFF;First;Priority;37;app0;db0;20000000;163301.6078;37500.0;0.402;3200.0;122601.2058
LFF;First;Priority;37;app0;db0;20000000;163301.6078;37500.0;0.402;3200.0;122601.2058
LFF;First;Priority;37;app0;db0;20000000;163301.6078;37500.0;0.402;3200.0;122601.2058
LFF;First;PSO;47;app0;web1;5000000;10390.4019;350.0;0.201;400.0;9640.201
LFF;First;PSO;47;app0;web1;5000000;10390.4019;350.0;0.201;400.0;9640.201
LFF;First;PSO;47;app0;web1;5000000;11140.6029;350.0;0.201;400.0;10390.4019
LFF;First;PSO;47;app0;web1;5000000;11140.6029;350.0;0.201;400.0;10390.4019
LFF;First;PSO;47;app0;web1;5000000;11140.6029;350.0;0.201;400.0;10390.4019
LFF;First;PSO;47;app0;web1;5000000;11140.6029;350.0;0.201;400.0;10390.4019
LFF;First;PSO;12;web1;app0;5000000;11630.4019;1000.0;0.201;400.0;10230.201
LFF;First;PSO;12;web1;app0;5000000;11630.4019;1000.0;0.201;400.0;10230.201
LFF;First;PSO;1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039
LFF;First;PSO;1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039
LFF;First;PSO;1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039
LFF;First;PSO;1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039
LFF;First;PSO;1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039
LFF;First;PSO;1;app0;db0;5000000;11551.2058;150.0;0.402;800.0;10600.8039
LFF;First;PSO;45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039
LFF;First;PSO;45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039
LFF;First;PSO;45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039
LFF;First;PSO;45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039
LFF;First;PSO;45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039
LFF;First;PSO;45;app0;db0;5000000;11501.2058;150.0;0.402;800.0;10550.8039
LFF;First;PSO;3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039
LFF;First;PSO;3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039
LFF;First;PSO;3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039
LFF;First;PSO;3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039
LFF;First;PSO;3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039
LFF;First;PSO;3;app0;web0;5000000;12301.2059;350.0;0.402;800.0;11150.8039
LFF;First;PSO;1;app0;db0;5000000;12501.6078;150.0;0.402;800.0;11551.2058
LFF;First;PSO;1;app0;db0;5000000;12501.6078;150.0;0.402;800.0;11551.2058
LFF;First;PSO;1;app0;db0;5000000;12501.6078;150.0;0.402;800.0;11551.2058
LFF;First;PSO;1;app0;db0;5000000;12501.6078;150.0;0.402;800.0;11551.2058
LFF;First;PSO;45;app0;db0;5000000;12451.6078;150.0;0.402;800.0;11501.2058
LFF;First;PSO;45;app0;db0;5000000;12451.6078;150.0;0.402;800.0;11501.2058
LFF;First;PSO;45;app0;db0;5000000;12451.6078;150.0;0.402;800.0;11501.2058
LFF;First;PSO;45;app0;db0;5000000;12451.6078;150.0;0.402;800.0;11501.2058
LFF;First;PSO;12;web1;app0;5000000;13030.6029;1000.0;0.201;400.0;11630.4019
LFF;First;PSO;12;web1;app0;5000000;13030.6029;1000.0;0.201;400.0;11630.4019
LFF;First;PSO;12;web1;app0;5000000;13030.6029;1000.0;0.201;400.0;11630.4019
LFF;First;PSO;12;web1;app0;5000000;13030.6029;1000.0;0.201;400.0;11630.4019
LFF;First;PSO;3;app0;web0;5000000;13451.6078;350.0;0.402;800.0;12301.2059
LFF;First;PSO;3;app0;web0;5000000;13451.6078;350.0;0.402;800.0;12301.2059
LFF;First;PSO;3;app0;web0;5000000;13451.6078;350.0;0.402;800.0;12301.2059
LFF;First;PSO;3;app0;web0;5000000;13451.6078;350.0;0.402;800.0;12301.2059
LFF;First;PSO;8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039
LFF;First;PSO;8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039
LFF;First;PSO;8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039
LFF;First;PSO;8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039
LFF;First;PSO;8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039
LFF;First;PSO;8;web0;app0;10000000;13971.2059;100.0;0.402;1600.0;12270.8039
LFF;First;PSO;0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039
LFF;First;PSO;0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039
LFF;First;PSO;0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039
LFF;First;PSO;0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039
LFF;First;PSO;0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039
LFF;First;PSO;0;web0;app0;10000000;13831.2058;100.0;0.402;1600.0;12130.8039
LFF;First;PSO;4;web1;app0;20000000;13990.4019;1000.0;0.201;1600.0;11390.201
LFF;First;PSO;4;web1;app0;20000000;13990.4019;1000.0;0.201;1600.0;11390.201
LFF;First;PSO;24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039
LFF;First;PSO;24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039
LFF;First;PSO;24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039
LFF;First;PSO;24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039
LFF;First;PSO;24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039
LFF;First;PSO;24;web0;app0;10000000;14111.2058;200.0;0.402;1600.0;12310.8039
LFF;First;PSO;19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039
LFF;First;PSO;19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039
LFF;First;PSO;19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039
LFF;First;PSO;19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039
LFF;First;PSO;19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039
LFF;First;PSO;19;app0;web0;10000000;15381.2059;550.0;0.402;1600.0;13230.8039
LFF;First;PSO;8;web0;app0;10000000;15671.6078;100.0;0.402;1600.0;13971.2059
LFF;First;PSO;8;web0;app0;10000000;15671.6078;100.0;0.402;1600.0;13971.2059
LFF;First;PSO;8;web0;app0;10000000;15671.6078;100.0;0.402;1600.0;13971.2059
LFF;First;PSO;8;web0;app0;10000000;15671.6078;100.0;0.402;1600.0;13971.2059
LFF;First;PSO;0;web0;app0;10000000;15531.6078;100.0;0.402;1600.0;13831.2058
LFF;First;PSO;0;web0;app0;10000000;15531.6078;100.0;0.402;1600.0;13831.2058
LFF;First;PSO;0;web0;app0;10000000;15531.6078;100.0;0.402;1600.0;13831.2058
LFF;First;PSO;0;web0;app0;10000000;15531.6078;100.0;0.402;1600.0;13831.2058
LFF;First;PSO;24;web0;app0;10000000;15911.6078;200.0;0.402;1600.0;14111.2058
LFF;First;PSO;24;web0;app0;10000000;15911.6078;200.0;0.402;1600.0;14111.2058
LFF;First;PSO;24;web0;app0;10000000;15911.6078;200.0;0.402;1600.0;14111.2058
LFF;First;PSO;24;web0;app0;10000000;15911.6078;200.0;0.402;1600.0;14111.2058
LFF;First;PSO;4;web1;app0;20000000;16590.6029;1000.0;0.201;1600.0;13990.4019
LFF;First;PSO;4;web1;app0;20000000;16590.6029;1000.0;0.201;1600.0;13990.4019
LFF;First;PSO;4;web1;app0;20000000;16590.6029;1000.0;0.201;1600.0;13990.4019
LFF;First;PSO;4;web1;app0;20000000;16590.6029;1000.0;0.201;1600.0;13990.4019
LFF;First;PSO;19;app0;web0;10000000;17531.6078;550.0;0.402;1600.0;15381.2059
LFF;First;PSO;19;app0;web0;10000000;17531.6078;550.0;0.402;1600.0;15381.2059
LFF;First;PSO;19;app0;web0;10000000;17531.6078;550.0;0.402;1600.0;15381.2059
LFF;First;PSO;19;app0;web0;10000000;17531.6078;550.0;0.402;1600.0;15381.2059
LFF;First;PSO;40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039
LFF;First;PSO;40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039
LFF;First;PSO;40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039
LFF;First;PSO;40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039
LFF;First;PSO;40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039
LFF;First;PSO;40;web0;app0;20000000;18491.2059;10.0;0.402;3200.0;15280.8039
LFF;First;PSO;35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039
LFF;First;PSO;35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039
LFF;First;PSO;35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039
LFF;First;PSO;35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039
LFF;First;PSO;35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039
LFF;First;PSO;35;app0;web0;20000000;20751.2059;750.0;0.402;3200.0;16800.8039
LFF;First;PSO;40;web0;app0;20000000;21701.6078;10.0;0.402;3200.0;18491.2059
LFF;First;PSO;40;web0;app0;20000000;21701.6078;10.0;0.402;3200.0;18491.2059
LFF;First;PSO;40;web0;app0;20000000;21701.6078;10.0;0.402;3200.0;18491.2059
LFF;First;PSO;40;web0;app0;20000000;21701.6078;10.0;0.402;3200.0;18491.2059
LFF;First;PSO;35;app0;web0;20000000;24701.6078;750.0;0.402;3200.0;20751.2059
LFF;First;PSO;35;app0;web0;20000000;24701.6078;750.0;0.402;3200.0;20751.2059
LFF;First;PSO;35;app0;web0;20000000;24701.6078;750.0;0.402;3200.0;20751.2059
LFF;First;PSO;35;app0;web0;20000000;24701.6078;750.0;0.402;3200.0;20751.2059
LFF;First;PSO;44;web1;app0;100000000;25080.4019;100.0;0.201;8000.0;16980.201
LFF;First;PSO;44;web1;app0;100000000;25080.4019;100.0;0.201;8000.0;16980.201
LFF;First;PSO;28;web1;app0;5000000;29740.402;10000.0;0.201;400.0;19340.201
LFF;First;PSO;28;web1;app0;5000000;29740.402;10000.0;0.201;400.0;19340.201
LFF;First;PSO;44;web1;app0;100000000;33180.6029;100.0;0.201;8000.0;25080.4019
LFF;First;PSO;44;web1;app0;100000000;33180.6029;100.0;0.201;8000.0;25080.4019
LFF;First;PSO;44;web1;app0;100000000;33180.6029;100.0;0.201;8000.0;25080.4019
LFF;First;PSO;44;web1;app0;100000000;33180.6029;100.0;0.201;8000.0;25080.4019
LFF;First;PSO;9;app0;db0;50000000;33291.2059;150.0;0.402;8000.0;25140.8039
LFF;First;PSO;9;app0;db0;50000000;33291.2059;150.0;0.402;8000.0;25140.8039
LFF;First;PSO;9;app0;db0;50000000;33291.2059;150.0;0.402;8000.0;25140.8039
LFF;First;PSO;9;app0;db0;50000000;33291.2059;150.0;0.402;8000.0;25140.8039
LFF;First;PSO;9;app0;db0;50000000;33291.2059;150.0;0.402;8000.0;25140.8039
LFF;First;PSO;9;app0;db0;50000000;33291.2059;150.0;0.402;8000.0;25140.8039
LFF;First;PSO;26;db0;app0;50000000;33361.2058;200.0;0.402;8000.0;25160.8039
LFF;First;PSO;26;db0;app0;50000000;33361.2058;200.0;0.402;8000.0;25160.8039
LFF;First;PSO;26;db0;app0;50000000;33361.2058;200.0;0.402;8000.0;25160.8039
LFF;First;PSO;26;db0;app0;50000000;33361.2058;200.0;0.402;8000.0;25160.8039
LFF;First;PSO;26;db0;app0;50000000;33361.2058;200.0;0.402;8000.0;25160.8039
LFF;First;PSO;26;db0;app0;50000000;33361.2058;200.0;0.402;8000.0;25160.8039
LFF;First;PSO;17;app0;db0;50000000;33571.2059;250.0;0.402;8000.0;25320.8039
LFF;First;PSO;17;app0;db0;50000000;33571.2059;250.0;0.402;8000.0;25320.8039
LFF;First;PSO;17;app0;db0;50000000;33571.2059;250.0;0.402;8000.0;25320.8039
LFF;First;PSO;17;app0;db0;50000000;33571.2059;250.0;0.402;8000.0;25320.8039
LFF;First;PSO;17;app0;db0;50000000;33571.2059;250.0;0.402;8000.0;25320.8039
LFF;First;PSO;17;app0;db0;50000000;33571.2059;250.0;0.402;8000.0;25320.8039
LFF;First;PSO;11;app0;web0;50000000;33641.2058;350.0;0.402;8000.0;25290.8039
LFF;First;PSO;11;app0;web0;50000000;33641.2058;350.0;0.402;8000.0;25290.8039
LFF;First;PSO;11;app0;web0;50000000;33641.2058;350.0;0.402;8000.0;25290.8039
LFF;First;PSO;11;app0;web0;50000000;33641.2058;350.0;0.402;8000.0;25290.8039
LFF;First;PSO;11;app0;web0;50000000;33641.2058;350.0;0.402;8000.0;25290.8039
LFF;First;PSO;11;app0;web0;50000000;33641.2058;350.0;0.402;8000.0;25290.8039
LFF;First;PSO;5;app0;db0;10000000;36021.2058;7500.0;0.402;1600.0;26920.8039
LFF;First;PSO;5;app0;db0;10000000;36021.2058;7500.0;0.402;1600.0;26920.8039
LFF;First;PSO;5;app0;db0;10000000;36021.2058;7500.0;0.402;1600.0;26920.8039
LFF;First;PSO;5;app0;db0;10000000;36021.2058;7500.0;0.402;1600.0;26920.8039
LFF;First;PSO;5;app0;db0;10000000;36021.2058;7500.0;0.402;1600.0;26920.8039
LFF;First;PSO;5;app0;db0;10000000;36021.2058;7500.0;0.402;1600.0;26920.8039
LFF;First;PSO;20;web1;app0;50000000;36540.4019;10000.0;0.201;4000.0;22540.2009
LFF;First;PSO;20;web1;app0;50000000;36540.4019;10000.0;0.201;4000.0;22540.2009
LFF;First;PSO;28;web1;app0;5000000;40140.6029;10000.0;0.201;400.0;29740.402
LFF;First;PSO;28;web1;app0;5000000;40140.6029;10000.0;0.201;400.0;29740.402
LFF;First;PSO;28;web1;app0;5000000;40140.6029;10000.0;0.201;400.0;29740.402
LFF;First;PSO;28;web1;app0;5000000;40140.6029;10000.0;0.201;400.0;29740.402
LFF;First;PSO;13;app0;db0;20000000;40731.2058;7500.0;0.402;3200.0;30030.8039
LFF;First;PSO;13;app0;db0;20000000;40731.2058;7500.0;0.402;3200.0;30030.8039
LFF;First;PSO;13;app0;db0;20000000;40731.2058;7500.0;0.402;3200.0;30030.8039
LFF;First;PSO;13;app0;db0;20000000;40731.2058;7500.0;0.402;3200.0;30030.8039
LFF;First;PSO;13;app0;db0;20000000;40731.2058;7500.0;0.402;3200.0;30030.8039
LFF;First;PSO;13;app0;db0;20000000;40731.2058;7500.0;0.402;3200.0;30030.8039
LFF;First;PSO;9;app0;db0;50000000;41441.6078;150.0;0.402;8000.0;33291.2059
LFF;First;PSO;9;app0;db0;50000000;41441.6078;150.0;0.402;8000.0;33291.2059
LFF;First;PSO;9;app0;db0;50000000;41441.6078;150.0;0.402;8000.0;33291.2059
LFF;First;PSO;9;app0;db0;50000000;41441.6078;150.0;0.402;8000.0;33291.2059
LFF;First;PSO;26;db0;app0;50000000;41561.6078;200.0;0.402;8000.0;33361.2058
LFF;First;PSO;26;db0;app0;50000000;41561.6078;200.0;0.402;8000.0;33361.2058
LFF;First;PSO;26;db0;app0;50000000;41561.6078;200.0;0.402;8000.0;33361.2058
LFF;First;PSO;26;db0;app0;50000000;41561.6078;200.0;0.402;8000.0;33361.2058
LFF;First;PSO;17;app0;db0;50000000;41821.6078;250.0;0.402;8000.0;33571.2059
LFF;First;PSO;17;app0;db0;50000000;41821.6078;250.0;0.402;8000.0;33571.2059
LFF;First;PSO;17;app0;db0;50000000;41821.6078;250.0;0.402;8000.0;33571.2059
LFF;First;PSO;17;app0;db0;50000000;41821.6078;250.0;0.402;8000.0;33571.2059
LFF;First;PSO;11;app0;web0;50000000;41991.6078;350.0;0.402;8000.0;33641.2058
LFF;First;PSO;11;app0;web0;50000000;41991.6078;350.0;0.402;8000.0;33641.2058
LFF;First;PSO;11;app0;web0;50000000;41991.6078;350.0;0.402;8000.0;33641.2058
LFF;First;PSO;11;app0;web0;50000000;41991.6078;350.0;0.402;8000.0;33641.2058
LFF;First;PSO;42;db0;app0;75000000;45026.2059;15.0;0.402;12000.0;33010.8039
LFF;First;PSO;42;db0;app0;75000000;45026.2059;15.0;0.402;12000.0;33010.8039
LFF;First;PSO;42;db0;app0;75000000;45026.2059;15.0;0.402;12000.0;33010.8039
LFF;First;PSO;42;db0;app0;75000000;45026.2059;15.0;0.402;12000.0;33010.8039
LFF;First;PSO;42;db0;app0;75000000;45026.2059;15.0;0.402;12000.0;33010.8039
LFF;First;PSO;42;db0;app0;75000000;45026.2059;15.0;0.402;12000.0;33010.8039
LFF;First;PSO;43;app0;web0;75000000;45106.2059;35.0;0.402;12000.0;33070.8039
LFF;First;PSO;43;app0;web0;75000000;45106.2059;35.0;0.402;12000.0;33070.8039
LFF;First;PSO;43;app0;web0;75000000;45106.2059;35.0;0.402;12000.0;33070.8039
LFF;First;PSO;43;app0;web0;75000000;45106.2059;35.0;0.402;12000.0;33070.8039
LFF;First;PSO;43;app0;web0;75000000;45106.2059;35.0;0.402;12000.0;33070.8039
LFF;First;PSO;43;app0;web0;75000000;45106.2059;35.0;0.402;12000.0;33070.8039
LFF;First;PSO;5;app0;db0;10000000;45121.6078;7500.0;0.402;1600.0;36021.2058
LFF;First;PSO;5;app0;db0;10000000;45121.6078;7500.0;0.402;1600.0;36021.2058
LFF;First;PSO;5;app0;db0;10000000;45121.6078;7500.0;0.402;1600.0;36021.2058
LFF;First;PSO;5;app0;db0;10000000;45121.6078;7500.0;0.402;1600.0;36021.2058
LFF;First;PSO;16;web0;app0;75000000;45221.2058;200.0;0.402;12000.0;33020.8039
LFF;First;PSO;16;web0;app0;75000000;45221.2058;200.0;0.402;12000.0;33020.8039
LFF;First;PSO;16;web0;app0;75000000;45221.2058;200.0;0.402;12000.0;33020.8039
LFF;First;PSO;16;web0;app0;75000000;45221.2058;200.0;0.402;12000.0;33020.8039
LFF;First;PSO;16;web0;app0;75000000;45221.2058;200.0;0.402;12000.0;33020.8039
LFF;First;PSO;16;web0;app0;75000000;45221.2058;200.0;0.402;12000.0;33020.8039
LFF;First;PSO;33;app0;db0;75000000;45881.2058;450.0;0.402;12000.0;33430.8039
LFF;First;PSO;33;app0;db0;75000000;45881.2058;450.0;0.402;12000.0;33430.8039
LFF;First;PSO;33;app0;db0;75000000;45881.2058;450.0;0.402;12000.0;33430.8039
LFF;First;PSO;33;app0;db0;75000000;45881.2058;450.0;0.402;12000.0;33430.8039
LFF;First;PSO;33;app0;db0;75000000;45881.2058;450.0;0.402;12000.0;33430.8039
LFF;First;PSO;33;app0;db0;75000000;45881.2058;450.0;0.402;12000.0;33430.8039
LFF;First;PSO;48;web0;app0;75000000;46441.2058;600.0;0.402;12000.0;33840.8039
LFF;First;PSO;48;web0;app0;75000000;46441.2058;600.0;0.402;12000.0;33840.8039
LFF;First;PSO;48;web0;app0;75000000;46441.2058;600.0;0.402;12000.0;33840.8039
LFF;First;PSO;48;web0;app0;75000000;46441.2058;600.0;0.402;12000.0;33840.8039
LFF;First;PSO;48;web0;app0;75000000;46441.2058;600.0;0.402;12000.0;33840.8039
LFF;First;PSO;48;web0;app0;75000000;46441.2058;600.0;0.402;12000.0;33840.8039
LFF;First;PSO;30;db0;app0;5000000;48861.2059;12500.0;0.402;800.0;35560.8039
LFF;First;PSO;30;db0;app0;5000000;48861.2059;12500.0;0.402;800.0;35560.8039
LFF;First;PSO;30;db0;app0;5000000;48861.2059;12500.0;0.402;800.0;35560.8039
LFF;First;PSO;30;db0;app0;5000000;48861.2059;12500.0;0.402;800.0;35560.8039
LFF;First;PSO;30;db0;app0;5000000;48861.2059;12500.0;0.402;800.0;35560.8039
LFF;First;PSO;30;db0;app0;5000000;48861.2059;12500.0;0.402;800.0;35560.8039
LFF;First;PSO;20;web1;app0;50000000;50540.6029;10000.0;0.201;4000.0;36540.4019
LFF;First;PSO;20;web1;app0;50000000;50540.6029;10000.0;0.201;4000.0;36540.4019
LFF;First;PSO;20;web1;app0;50000000;50540.6029;10000.0;0.201;4000.0;36540.4019
LFF;First;PSO;20;web1;app0;50000000;50540.6029;10000.0;0.201;4000.0;36540.4019
LFF;First;PSO;13;app0;db0;20000000;51431.6078;7500.0;0.402;3200.0;40731.2058
LFF;First;PSO;13;app0;db0;20000000;51431.6078;7500.0;0.402;3200.0;40731.2058
LFF;First;PSO;13;app0;db0;20000000;51431.6078;7500.0;0.402;3200.0;40731.2058
LFF;First;PSO;13;app0;db0;20000000;51431.6078;7500.0;0.402;3200.0;40731.2058
LFF;First;PSO;15;app0;web1;75000000;55560.4019;17500.0;0.201;6000.0;32060.2009
LFF;First;PSO;15;app0;web1;75000000;55560.4019;17500.0;0.201;6000.0;32060.2009
LFF;First;PSO;41;app0;db0;100000000;56816.2058;15.0;0.402;16000.0;40800.8039
LFF;First;PSO;41;app0;db0;100000000;56816.2058;15.0;0.402;16000.0;40800.8039
LFF;First;PSO;41;app0;db0;100000000;56816.2058;15.0;0.402;16000.0;40800.8039
LFF;First;PSO;41;app0;db0;100000000;56816.2058;15.0;0.402;16000.0;40800.8039
LFF;First;PSO;41;app0;db0;100000000;56816.2058;15.0;0.402;16000.0;40800.8039
LFF;First;PSO;41;app0;db0;100000000;56816.2058;15.0;0.402;16000.0;40800.8039
