time;host_id;cpu_util;ram_util;bw_util;energy;vm_policy;link_policy;wf_policy
120;3;6.25;12.5;20.0;4.006;LWFF;BLA;PSO
120;2;12.5;25.0;20.0;4.0113;LWFF;BLA;PSO
120;1;3.125;12.5;20.0;4.0044;LWFF;BLA;PSO
120;0;6.25;12.5;20.0;4.006;LWFF;BLA;PSO
130;3;6.25;12.5;20.0;4.3398;LWFF;BLA;PSO
130;2;12.5;25.0;20.0;4.3455;LWFF;BLA;PSO
130;1;3.125;12.5;20.0;4.3381;LWFF;BLA;PSO
130;0;6.25;12.5;20.0;4.3398;LWFF;BLA;PSO
140;3;6.25;12.5;20.0;4.3398;LWFF;BLA;PSO
140;2;12.5;25.0;20.0;4.3455;LWFF;BLA;PSO
140;1;3.125;12.5;20.0;4.3381;LWFF;BLA;PSO
140;0;6.25;12.5;20.0;4.3398;LWFF;BLA;PSO
10;3;6.25;12.5;20.0;0.3338;LWFF;BLA;SJF
10;2;12.5;25.0;20.0;0.3343;LWFF;BLA;SJF
10;1;3.125;12.5;20.0;0.3337;LWFF;BLA;SJF
10;0;6.25;12.5;20.0;0.3338;LWFF;BLA;SJF
20;3;6.25;12.5;20.0;0.6677;LWFF;BLA;SJF
20;2;12.5;25.0;20.0;0.6685;LWFF;BLA;SJF
20;1;3.125;12.5;20.0;0.6674;LWFF;BLA;SJF
20;0;6.25;12.5;20.0;0.6677;LWFF;BLA;SJF
30;3;6.25;12.5;20.0;1.0015;LWFF;BLA;SJF
30;2;12.5;25.0;20.0;1.0028;LWFF;BLA;SJF
30;1;3.125;12.5;20.0;1.0011;LWFF;BLA;SJF
30;0;6.25;12.5;20.0;1.0015;LWFF;BLA;SJF
40;3;6.25;12.5;20.0;1.3353;LWFF;BLA;SJF
40;2;12.5;25.0;20.0;1.3371;LWFF;BLA;SJF
40;1;3.125;12.5;20.0;1.3348;LWFF;BLA;SJF
40;0;6.25;12.5;20.0;1.3353;LWFF;BLA;SJF
50;3;6.25;12.5;20.0;1.6691;LWFF;BLA;SJF
50;2;12.5;25.0;20.0;1.6714;LWFF;BLA;SJF
50;1;3.125;12.5;20.0;1.6685;LWFF;BLA;SJF
50;0;6.25;12.5;20.0;1.6691;LWFF;BLA;SJF
60;3;6.25;12.5;20.0;2.003;LWFF;BLA;SJF
60;2;12.5;25.0;20.0;2.0056;LWFF;BLA;SJF
60;1;3.125;12.5;20.0;2.0022;LWFF;BLA;SJF
60;0;6.25;12.5;20.0;2.003;LWFF;BLA;SJF
70;3;6.25;12.5;20.0;2.3368;LWFF;BLA;SJF
70;2;12.5;25.0;20.0;2.3399;LWFF;BLA;SJF
70;1;3.125;12.5;20.0;2.3359;LWFF;BLA;SJF
70;0;6.25;12.5;20.0;2.3368;LWFF;BLA;SJF
80;3;6.25;12.5;20.0;2.6706;LWFF;BLA;SJF
80;2;12.5;25.0;20.0;2.6742;LWFF;BLA;SJF
80;1;3.125;12.5;20.0;2.6696;LWFF;BLA;SJF
80;0;6.25;12.5;20.0;2.6706;LWFF;BLA;SJF
90;3;6.25;12.5;20.0;3.0045;LWFF;BLA;SJF
90;2;12.5;25.0;20.0;3.0084;LWFF;BLA;SJF
90;1;3.125;12.5;20.0;3.0033;LWFF;BLA;SJF
90;0;6.25;12.5;20.0;3.0045;LWFF;BLA;SJF
100;3;6.25;12.5;20.0;3.3383;LWFF;BLA;SJF
100;2;12.5;25.0;20.0;3.3427;LWFF;BLA;SJF
100;1;3.125;12.5;20.0;3.337;LWFF;BLA;SJF
100;0;6.25;12.5;20.0;3.3383;LWFF;BLA;SJF
110;3;6.25;12.5;20.0;3.6721;LWFF;BLA;SJF
110;2;12.5;25.0;20.0;3.677;LWFF;BLA;SJF
110;1;3.125;12.5;20.0;3.6707;LWFF;BLA;SJF
110;0;6.25;12.5;20.0;3.6721;LWFF;BLA;SJF
120;3;6.25;12.5;20.0;4.006;LWFF;BLA;SJF
120;2;12.5;25.0;20.0;4.0113;LWFF;BLA;SJF
120;1;3.125;12.5;20.0;4.0044;LWFF;BLA;SJF
120;0;6.25;12.5;20.0;4.006;LWFF;BLA;SJF
130;3;6.25;12.5;20.0;4.3398;LWFF;BLA;SJF
130;2;12.5;25.0;20.0;4.3455;LWFF;BLA;SJF
130;1;3.125;12.5;20.0;4.3381;LWFF;BLA;SJF
130;0;6.25;12.5;20.0;4.3398;LWFF;BLA;SJF
140;3;6.25;12.5;20.0;4.6736;LWFF;BLA;SJF
140;2;12.5;25.0;20.0;4.6798;LWFF;BLA;SJF
140;1;3.125;12.5;20.0;4.6717;LWFF;BLA;SJF
140;0;6.25;12.5;20.0;4.6736;LWFF;BLA;SJF
150;3;6.25;12.5;20.0;4.6736;LWFF;BLA;SJF
150;2;12.5;25.0;20.0;4.6798;LWFF;BLA;SJF
150;1;3.125;12.5;20.0;4.6717;LWFF;BLA;SJF
150;0;6.25;12.5;20.0;4.6736;LWFF;BLA;SJF
160;3;6.25;12.5;20.0;4.6736;LWFF;BLA;SJF
160;2;12.5;25.0;20.0;4.6798;LWFF;BLA;SJF
160;1;3.125;12.5;20.0;4.6717;LWFF;BLA;SJF
160;0;6.25;12.5;20.0;4.6736;LWFF;BLA;SJF
10;3;6.25;12.5;20.0;0.3338;LWFF;First;Priority
10;2;12.5;25.0;20.0;0.3343;LWFF;First;Priority
10;1;3.125;12.5;20.0;0.3337;LWFF;First;Priority
10;0;6.25;12.5;20.0;0.3338;LWFF;First;Priority
20;3;6.25;12.5;20.0;0.6677;LWFF;First;Priority
20;2;12.5;25.0;20.0;0.6685;LWFF;First;Priority
20;1;3.125;12.5;20.0;0.6674;LWFF;First;Priority
20;0;6.25;12.5;20.0;0.6677;LWFF;First;Priority
30;3;6.25;12.5;20.0;1.0015;LWFF;First;Priority
30;2;12.5;25.0;20.0;1.0028;LWFF;First;Priority
30;1;3.125;12.5;20.0;1.0011;LWFF;First;Priority
30;0;6.25;12.5;20.0;1.0015;LWFF;First;Priority
40;3;6.25;12.5;20.0;1.3353;LWFF;First;Priority
40;2;12.5;25.0;20.0;1.3371;LWFF;First;Priority
40;1;3.125;12.5;20.0;1.3348;LWFF;First;Priority
40;0;6.25;12.5;20.0;1.3353;LWFF;First;Priority
50;3;6.25;12.5;20.0;1.6691;LWFF;First;Priority
50;2;12.5;25.0;20.0;1.6714;LWFF;First;Priority
50;1;3.125;12.5;20.0;1.6685;LWFF;First;Priority
50;0;6.25;12.5;20.0;1.6691;LWFF;First;Priority
60;3;6.25;12.5;20.0;2.003;LWFF;First;Priority
60;2;12.5;25.0;20.0;2.0056;LWFF;First;Priority
60;1;3.125;12.5;20.0;2.0022;LWFF;First;Priority
60;0;6.25;12.5;20.0;2.003;LWFF;First;Priority
70;3;6.25;12.5;20.0;2.3368;LWFF;First;Priority
70;2;12.5;25.0;20.0;2.3399;LWFF;First;Priority
70;1;3.125;12.5;20.0;2.3359;LWFF;First;Priority
70;0;6.25;12.5;20.0;2.3368;LWFF;First;Priority
80;3;6.25;12.5;20.0;2.6706;LWFF;First;Priority
80;2;12.5;25.0;20.0;2.6742;LWFF;First;Priority
80;1;3.125;12.5;20.0;2.6696;LWFF;First;Priority
80;0;6.25;12.5;20.0;2.6706;LWFF;First;Priority
90;3;6.25;12.5;20.0;3.0045;LWFF;First;Priority
90;2;12.5;25.0;20.0;3.0084;LWFF;First;Priority
90;1;3.125;12.5;20.0;3.0033;LWFF;First;Priority
90;0;6.25;12.5;20.0;3.0045;LWFF;First;Priority
100;3;6.25;12.5;20.0;3.3383;LWFF;First;Priority
100;2;12.5;25.0;20.0;3.3427;LWFF;First;Priority
100;1;3.125;12.5;20.0;3.337;LWFF;First;Priority
100;0;6.25;12.5;20.0;3.3383;LWFF;First;Priority
110;3;6.25;12.5;20.0;3.6721;LWFF;First;Priority
110;2;12.5;25.0;20.0;3.677;LWFF;First;Priority
110;1;3.125;12.5;20.0;3.6707;LWFF;First;Priority
110;0;6.25;12.5;20.0;3.6721;LWFF;First;Priority
120;3;6.25;12.5;20.0;4.006;LWFF;First;Priority
120;2;12.5;25.0;20.0;4.0113;LWFF;First;Priority
120;1;3.125;12.5;20.0;4.0044;LWFF;First;Priority
120;0;6.25;12.5;20.0;4.006;LWFF;First;Priority
130;3;6.25;12.5;20.0;4.3398;LWFF;First;Priority
130;2;12.5;25.0;20.0;4.3455;LWFF;First;Priority
130;1;3.125;12.5;20.0;4.3381;LWFF;First;Priority
130;0;6.25;12.5;20.0;4.3398;LWFF;First;Priority
140;3;6.25;12.5;20.0;4.6736;LWFF;First;Priority
140;2;12.5;25.0;20.0;4.6798;LWFF;First;Priority
140;1;3.125;12.5;20.0;4.6717;LWFF;First;Priority
140;0;6.25;12.5;20.0;4.6736;LWFF;First;Priority
150;3;6.25;12.5;20.0;5.0074;LWFF;First;Priority
150;2;12.5;25.0;20.0;5.0141;LWFF;First;Priority
150;1;3.125;12.5;20.0;5.0054;LWFF;First;Priority
150;0;6.25;12.5;20.0;5.0074;LWFF;First;Priority
160;3;6.25;12.5;20.0;5.3413;LWFF;First;Priority
160;2;12.5;25.0;20.0;5.3483;LWFF;First;Priority
160;1;3.125;12.5;20.0;5.3391;LWFF;First;Priority
160;0;6.25;12.5;20.0;5.3413;LWFF;First;Priority
10;3;6.25;12.5;20.0;0.3338;LWFF;First;PSO
10;2;12.5;25.0;20.0;0.3343;LWFF;First;PSO
10;1;3.125;12.5;20.0;0.3337;LWFF;First;PSO
10;0;6.25;12.5;20.0;0.3338;LWFF;First;PSO
20;3;6.25;12.5;20.0;0.6677;LWFF;First;PSO
20;2;12.5;25.0;20.0;0.6685;LWFF;First;PSO
20;1;3.125;12.5;20.0;0.6674;LWFF;First;PSO
20;0;6.25;12.5;20.0;0.6677;LWFF;First;PSO
30;3;6.25;12.5;20.0;1.0015;LWFF;First;PSO
30;2;12.5;25.0;20.0;1.0028;LWFF;First;PSO
30;1;3.125;12.5;20.0;1.0011;LWFF;First;PSO
30;0;6.25;12.5;20.0;1.0015;LWFF;First;PSO
40;3;6.25;12.5;20.0;1.3353;LWFF;First;PSO
40;2;12.5;25.0;20.0;1.3371;LWFF;First;PSO
40;1;3.125;12.5;20.0;1.3348;LWFF;First;PSO
40;0;6.25;12.5;20.0;1.3353;LWFF;First;PSO
50;3;6.25;12.5;20.0;1.6691;LWFF;First;PSO
50;2;12.5;25.0;20.0;1.6714;LWFF;First;PSO
50;1;3.125;12.5;20.0;1.6685;LWFF;First;PSO
50;0;6.25;12.5;20.0;1.6691;LWFF;First;PSO
60;3;6.25;12.5;20.0;2.003;LWFF;First;PSO
60;2;12.5;25.0;20.0;2.0056;LWFF;First;PSO
60;1;3.125;12.5;20.0;2.0022;LWFF;First;PSO
60;0;6.25;12.5;20.0;2.003;LWFF;First;PSO
70;3;6.25;12.5;20.0;2.3368;LWFF;First;PSO
70;2;12.5;25.0;20.0;2.3399;LWFF;First;PSO
70;1;3.125;12.5;20.0;2.3359;LWFF;First;PSO
70;0;6.25;12.5;20.0;2.3368;LWFF;First;PSO
80;3;6.25;12.5;20.0;2.6706;LWFF;First;PSO
80;2;12.5;25.0;20.0;2.6742;LWFF;First;PSO
80;1;3.125;12.5;20.0;2.6696;LWFF;First;PSO
80;0;6.25;12.5;20.0;2.6706;LWFF;First;PSO
90;3;6.25;12.5;20.0;3.0045;LWFF;First;PSO
90;2;12.5;25.0;20.0;3.0084;LWFF;First;PSO
90;1;3.125;12.5;20.0;3.0033;LWFF;First;PSO
90;0;6.25;12.5;20.0;3.0045;LWFF;First;PSO
100;3;6.25;12.5;20.0;3.3383;LWFF;First;PSO
100;2;12.5;25.0;20.0;3.3427;LWFF;First;PSO
100;1;3.125;12.5;20.0;3.337;LWFF;First;PSO
100;0;6.25;12.5;20.0;3.3383;LWFF;First;PSO
110;3;6.25;12.5;20.0;3.6721;LWFF;First;PSO
110;2;12.5;25.0;20.0;3.677;LWFF;First;PSO
110;1;3.125;12.5;20.0;3.6707;LWFF;First;PSO
110;0;6.25;12.5;20.0;3.6721;LWFF;First;PSO
120;3;6.25;12.5;20.0;4.006;LWFF;First;PSO
120;2;12.5;25.0;20.0;4.0113;LWFF;First;PSO
120;1;3.125;12.5;20.0;4.0044;LWFF;First;PSO
120;0;6.25;12.5;20.0;4.006;LWFF;First;PSO
130;3;6.25;12.5;20.0;4.3398;LWFF;First;PSO
130;2;12.5;25.0;20.0;4.3455;LWFF;First;PSO
130;1;3.125;12.5;20.0;4.3381;LWFF;First;PSO
130;0;6.25;12.5;20.0;4.3398;LWFF;First;PSO
140;3;6.25;12.5;20.0;4.6736;LWFF;First;PSO
140;2;12.5;25.0;20.0;4.6798;LWFF;First;PSO
140;1;3.125;12.5;20.0;4.6717;LWFF;First;PSO
140;0;6.25;12.5;20.0;4.6736;LWFF;First;PSO
10;3;6.25;12.5;20.0;0.3338;LWFF;First;SJF
10;2;12.5;25.0;20.0;0.3343;LWFF;First;SJF
10;1;3.125;12.5;20.0;0.3337;LWFF;First;SJF
10;0;6.25;12.5;20.0;0.3338;LWFF;First;SJF
20;3;6.25;12.5;20.0;0.6677;LWFF;First;SJF
20;2;12.5;25.0;20.0;0.6685;LWFF;First;SJF
20;1;3.125;12.5;20.0;0.6674;LWFF;First;SJF
20;0;6.25;12.5;20.0;0.6677;LWFF;First;SJF
30;3;6.25;12.5;20.0;1.0015;LWFF;First;SJF
30;2;12.5;25.0;20.0;1.0028;LWFF;First;SJF
30;1;3.125;12.5;20.0;1.0011;LWFF;First;SJF
30;0;6.25;12.5;20.0;1.0015;LWFF;First;SJF
40;3;6.25;12.5;20.0;1.3353;LWFF;First;SJF
40;2;12.5;25.0;20.0;1.3371;LWFF;First;SJF
40;1;3.125;12.5;20.0;1.3348;LWFF;First;SJF
40;0;6.25;12.5;20.0;1.3353;LWFF;First;SJF
50;3;6.25;12.5;20.0;1.6691;LWFF;First;SJF
50;2;12.5;25.0;20.0;1.6714;LWFF;First;SJF
50;1;3.125;12.5;20.0;1.6685;LWFF;First;SJF
50;0;6.25;12.5;20.0;1.6691;LWFF;First;SJF
60;3;6.25;12.5;20.0;2.003;LWFF;First;SJF
60;2;12.5;25.0;20.0;2.0056;LWFF;First;SJF
60;1;3.125;12.5;20.0;2.0022;LWFF;First;SJF
60;0;6.25;12.5;20.0;2.003;LWFF;First;SJF
70;3;6.25;12.5;20.0;2.3368;LWFF;First;SJF
70;2;12.5;25.0;20.0;2.3399;LWFF;First;SJF
70;1;3.125;12.5;20.0;2.3359;LWFF;First;SJF
70;0;6.25;12.5;20.0;2.3368;LWFF;First;SJF
80;3;6.25;12.5;20.0;2.6706;LWFF;First;SJF
80;2;12.5;25.0;20.0;2.6742;LWFF;First;SJF
80;1;3.125;12.5;20.0;2.6696;LWFF;First;SJF
80;0;6.25;12.5;20.0;2.6706;LWFF;First;SJF
90;3;6.25;12.5;20.0;3.0045;LWFF;First;SJF
90;2;12.5;25.0;20.0;3.0084;LWFF;First;SJF
90;1;3.125;12.5;20.0;3.0033;LWFF;First;SJF
90;0;6.25;12.5;20.0;3.0045;LWFF;First;SJF
100;3;6.25;12.5;20.0;3.3383;LWFF;First;SJF
100;2;12.5;25.0;20.0;3.3427;LWFF;First;SJF
100;1;3.125;12.5;20.0;3.337;LWFF;First;SJF
100;0;6.25;12.5;20.0;3.3383;LWFF;First;SJF
110;3;6.25;12.5;20.0;3.6721;LWFF;First;SJF
110;2;12.5;25.0;20.0;3.677;LWFF;First;SJF
110;1;3.125;12.5;20.0;3.6707;LWFF;First;SJF
110;0;6.25;12.5;20.0;3.6721;LWFF;First;SJF
120;3;6.25;12.5;20.0;4.006;LWFF;First;SJF
120;2;12.5;25.0;20.0;4.0113;LWFF;First;SJF
120;1;3.125;12.5;20.0;4.0044;LWFF;First;SJF
120;0;6.25;12.5;20.0;4.006;LWFF;First;SJF
130;3;6.25;12.5;20.0;4.3398;LWFF;First;SJF
130;2;12.5;25.0;20.0;4.3455;LWFF;First;SJF
130;1;3.125;12.5;20.0;4.3381;LWFF;First;SJF
130;0;6.25;12.5;20.0;4.3398;LWFF;First;SJF
140;3;6.25;12.5;20.0;4.6736;LWFF;First;SJF
140;2;12.5;25.0;20.0;4.6798;LWFF;First;SJF
140;1;3.125;12.5;20.0;4.6717;LWFF;First;SJF
140;0;6.25;12.5;20.0;4.6736;LWFF;First;SJF
150;3;6.25;12.5;20.0;5.0074;LWFF;First;SJF
150;2;12.5;25.0;20.0;5.0141;LWFF;First;SJF
150;1;3.125;12.5;20.0;5.0054;LWFF;First;SJF
150;0;6.25;12.5;20.0;5.0074;LWFF;First;SJF
160;3;6.25;12.5;20.0;5.3413;LWFF;First;SJF
160;2;12.5;25.0;20.0;5.3483;LWFF;First;SJF
160;1;3.125;12.5;20.0;5.3391;LWFF;First;SJF
160;0;6.25;12.5;20.0;5.3413;LWFF;First;SJF
10;3;28.125;62.5;80.0;0.3356;MFF;BLA;Priority
10;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
10;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
10;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
20;3;28.125;62.5;80.0;0.6713;MFF;BLA;Priority
20;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
20;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
20;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
30;3;28.125;62.5;80.0;1.0069;MFF;BLA;Priority
30;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
30;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
30;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
40;3;28.125;62.5;80.0;1.3425;MFF;BLA;Priority
40;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
40;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
40;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
50;3;28.125;62.5;80.0;1.6781;MFF;BLA;Priority
50;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
50;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
50;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
60;3;28.125;62.5;80.0;2.0138;MFF;BLA;Priority
60;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
60;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
60;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
70;3;28.125;62.5;80.0;2.0138;MFF;BLA;Priority
70;2;0.0;0.0;0.0;0.0;MFF;BLA;Priority
70;1;0.0;0.0;0.0;0.0;MFF;BLA;Priority
70;0;0.0;0.0;0.0;0.0;MFF;BLA;Priority
10;3;28.125;62.5;80.0;0.3356;MFF;BLA;PSO
10;2;0.0;0.0;0.0;0.0;MFF;BLA;PSO
10;1;0.0;0.0;0.0;0.0;MFF;BLA;PSO
10;0;0.0;0.0;0.0;0.0;MFF;BLA;PSO
20;3;28.125;62.5;80.0;0.6713;MFF;BLA;PSO
20;2;0.0;0.0;0.0;0.0;MFF;BLA;PSO
20;1;0.0;0.0;0.0;0.0;MFF;BLA;PSO
20;0;0.0;0.0;0.0;0.0;MFF;BLA;PSO
30;3;28.125;62.5;80.0;1.0069;MFF;BLA;PSO
30;2;0.0;0.0;0.0;0.0;MFF;BLA;PSO
30;1;0.0;0.0;0.0;0.0;MFF;BLA;PSO
30;0;0.0;0.0;0.0;0.0;MFF;BLA;PSO
40;3;28.125;62.5;80.0;1.3425;MFF;BLA;PSO
40;2;0.0;0.0;0.0;0.0;MFF;BLA;PSO
40;1;0.0;0.0;0.0;0.0;MFF;BLA;PSO
40;0;0.0;0.0;0.0;0.0;MFF;BLA;PSO
50;3;28.125;62.5;80.0;1.6781;MFF;BLA;PSO
50;2;0.0;0.0;0.0;0.0;MFF;BLA;PSO
50;1;0.0;0.0;0.0;0.0;MFF;BLA;PSO
50;0;0.0;0.0;0.0;0.0;MFF;BLA;PSO
10;3;28.125;62.5;80.0;0.3356;MFF;BLA;SJF
10;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
10;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
10;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
20;3;28.125;62.5;80.0;0.6713;MFF;BLA;SJF
20;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
20;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
20;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
30;3;28.125;62.5;80.0;1.0069;MFF;BLA;SJF
30;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
30;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
30;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
40;3;28.125;62.5;80.0;1.3425;MFF;BLA;SJF
40;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
40;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
40;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
50;3;28.125;62.5;80.0;1.6781;MFF;BLA;SJF
50;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
50;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
50;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
60;3;28.125;62.5;80.0;2.0138;MFF;BLA;SJF
60;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
60;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
60;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
70;3;28.125;62.5;80.0;2.0138;MFF;BLA;SJF
70;2;0.0;0.0;0.0;0.0;MFF;BLA;SJF
70;1;0.0;0.0;0.0;0.0;MFF;BLA;SJF
70;0;0.0;0.0;0.0;0.0;MFF;BLA;SJF
10;3;28.125;62.5;80.0;0.3356;MFF;First;Priority
10;2;0.0;0.0;0.0;0.0;MFF;First;Priority
10;1;0.0;0.0;0.0;0.0;MFF;First;Priority
10;0;0.0;0.0;0.0;0.0;MFF;First;Priority
20;3;28.125;62.5;80.0;0.6713;MFF;First;Priority
20;2;0.0;0.0;0.0;0.0;MFF;First;Priority
20;1;0.0;0.0;0.0;0.0;MFF;First;Priority
20;0;0.0;0.0;0.0;0.0;MFF;First;Priority
30;3;28.125;62.5;80.0;1.0069;MFF;First;Priority
30;2;0.0;0.0;0.0;0.0;MFF;First;Priority
30;1;0.0;0.0;0.0;0.0;MFF;First;Priority
30;0;0.0;0.0;0.0;0.0;MFF;First;Priority
40;3;28.125;62.5;80.0;1.3425;MFF;First;Priority
40;2;0.0;0.0;0.0;0.0;MFF;First;Priority
40;1;0.0;0.0;0.0;0.0;MFF;First;Priority
40;0;0.0;0.0;0.0;0.0;MFF;First;Priority
50;3;28.125;62.5;80.0;1.6781;MFF;First;Priority
50;2;0.0;0.0;0.0;0.0;MFF;First;Priority
50;1;0.0;0.0;0.0;0.0;MFF;First;Priority
50;0;0.0;0.0;0.0;0.0;MFF;First;Priority
60;3;28.125;62.5;80.0;2.0138;MFF;First;Priority
60;2;0.0;0.0;0.0;0.0;MFF;First;Priority
60;1;0.0;0.0;0.0;0.0;MFF;First;Priority
60;0;0.0;0.0;0.0;0.0;MFF;First;Priority
70;3;28.125;62.5;80.0;2.0138;MFF;First;Priority
70;2;0.0;0.0;0.0;0.0;MFF;First;Priority
70;1;0.0;0.0;0.0;0.0;MFF;First;Priority
70;0;0.0;0.0;0.0;0.0;MFF;First;Priority
10;3;28.125;62.5;80.0;0.3356;MFF;First;PSO
10;2;0.0;0.0;0.0;0.0;MFF;First;PSO
10;1;0.0;0.0;0.0;0.0;MFF;First;PSO
10;0;0.0;0.0;0.0;0.0;MFF;First;PSO
20;3;28.125;62.5;80.0;0.6713;MFF;First;PSO
20;2;0.0;0.0;0.0;0.0;MFF;First;PSO
20;1;0.0;0.0;0.0;0.0;MFF;First;PSO
20;0;0.0;0.0;0.0;0.0;MFF;First;PSO
30;3;28.125;62.5;80.0;1.0069;MFF;First;PSO
30;2;0.0;0.0;0.0;0.0;MFF;First;PSO
30;1;0.0;0.0;0.0;0.0;MFF;First;PSO
30;0;0.0;0.0;0.0;0.0;MFF;First;PSO
40;3;28.125;62.5;80.0;1.3425;MFF;First;PSO
40;2;0.0;0.0;0.0;0.0;MFF;First;PSO
40;1;0.0;0.0;0.0;0.0;MFF;First;PSO
40;0;0.0;0.0;0.0;0.0;MFF;First;PSO
50;3;28.125;62.5;80.0;1.6781;MFF;First;PSO
50;2;0.0;0.0;0.0;0.0;MFF;First;PSO
50;1;0.0;0.0;0.0;0.0;MFF;First;PSO
50;0;0.0;0.0;0.0;0.0;MFF;First;PSO
10;3;28.125;62.5;80.0;0.3356;MFF;First;SJF
10;2;0.0;0.0;0.0;0.0;MFF;First;SJF
10;1;0.0;0.0;0.0;0.0;MFF;First;SJF
10;0;0.0;0.0;0.0;0.0;MFF;First;SJF
20;3;28.125;62.5;80.0;0.6713;MFF;First;SJF
20;2;0.0;0.0;0.0;0.0;MFF;First;SJF
20;1;0.0;0.0;0.0;0.0;MFF;First;SJF
20;0;0.0;0.0;0.0;0.0;MFF;First;SJF
30;3;28.125;62.5;80.0;1.0069;MFF;First;SJF
30;2;0.0;0.0;0.0;0.0;MFF;First;SJF
30;1;0.0;0.0;0.0;0.0;MFF;First;SJF
30;0;0.0;0.0;0.0;0.0;MFF;First;SJF
40;3;28.125;62.5;80.0;1.3425;MFF;First;SJF
40;2;0.0;0.0;0.0;0.0;MFF;First;SJF
40;1;0.0;0.0;0.0;0.0;MFF;First;SJF
40;0;0.0;0.0;0.0;0.0;MFF;First;SJF
50;3;28.125;62.5;80.0;1.6781;MFF;First;SJF
50;2;0.0;0.0;0.0;0.0;MFF;First;SJF
50;1;0.0;0.0;0.0;0.0;MFF;First;SJF
50;0;0.0;0.0;0.0;0.0;MFF;First;SJF
60;3;28.125;62.5;80.0;2.0138;MFF;First;SJF
60;2;0.0;0.0;0.0;0.0;MFF;First;SJF
60;1;0.0;0.0;0.0;0.0;MFF;First;SJF
60;0;0.0;0.0;0.0;0.0;MFF;First;SJF
70;3;28.125;62.5;80.0;2.0138;MFF;First;SJF
70;2;0.0;0.0;0.0;0.0;MFF;First;SJF
70;1;0.0;0.0;0.0;0.0;MFF;First;SJF
70;0;0.0;0.0;0.0;0.0;MFF;First;SJF
