time;vm_id;cpu_util;ram_util;mips_alloc;ram_max;vm_policy;link_policy;wf_policy
130;2;0.0;0.0;16000.0;4096;LWFF;BLA;PSO
130;1;0.0;0.0;4000.0;2048;LWFF;BLA;PSO
130;3;0.0;0.0;8000.0;2048;LWFF;BLA;PSO
140;0;0.0;0.0;8000.0;2048;LWFF;BLA;PSO
140;2;0.0;0.0;16000.0;4096;LWFF;BLA;PSO
140;1;0.0;0.0;4000.0;2048;LWFF;BLA;PSO
140;3;0.0;0.0;8000.0;2048;LWFF;BLA;PSO
10;0;21.2505;0.0;8000.0;2048;LWFF;BLA;SJF
10;2;23.7504;0.0;16000.0;4096;LWFF;BLA;SJF
10;1;45.0034;0.0;4000.0;2048;LWFF;BLA;SJF
10;3;21.2505;0.0;8000.0;2048;LWFF;BLA;SJF
20;0;21.2508;0.0;8000.0;2048;LWFF;BLA;SJF
20;2;23.7504;0.0;16000.0;4096;LWFF;BLA;SJF
20;1;45.0034;0.0;4000.0;2048;LWFF;BLA;SJF
20;3;21.2508;0.0;8000.0;2048;LWFF;BLA;SJF
30;0;11.2503;0.0;8000.0;2048;LWFF;BLA;SJF
30;2;13.7501;0.0;16000.0;4096;LWFF;BLA;SJF
30;1;25.0013;0.0;4000.0;2048;LWFF;BLA;SJF
30;3;11.2503;0.0;8000.0;2048;LWFF;BLA;SJF
40;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
40;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
40;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
40;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
50;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
50;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
50;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
50;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
60;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
60;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
60;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
60;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
70;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
70;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
70;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
70;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
80;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
80;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
80;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
80;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
90;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
90;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
90;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
90;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
100;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
100;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
100;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
100;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
110;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
110;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
110;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
110;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
120;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
120;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
120;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
120;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
130;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
130;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
130;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
130;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
140;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
140;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
140;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
140;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
150;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
150;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
150;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
150;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
160;0;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
160;2;0.0;0.0;16000.0;4096;LWFF;BLA;SJF
160;1;0.0;0.0;4000.0;2048;LWFF;BLA;SJF
160;3;0.0;0.0;8000.0;2048;LWFF;BLA;SJF
10;0;21.2503;0.0;8000.0;2048;LWFF;First;Priority
10;2;23.7501;0.0;16000.0;4096;LWFF;First;Priority
10;1;45.0056;0.0;4000.0;2048;LWFF;First;Priority
10;3;21.2503;0.0;8000.0;2048;LWFF;First;Priority
20;0;21.2503;0.0;8000.0;2048;LWFF;First;Priority
20;2;23.7501;0.0;16000.0;4096;LWFF;First;Priority
20;1;45.0068;0.0;4000.0;2048;LWFF;First;Priority
20;3;21.2503;0.0;8000.0;2048;LWFF;First;Priority
30;0;11.2501;0.0;8000.0;2048;LWFF;First;Priority
30;2;13.7501;0.0;16000.0;4096;LWFF;First;Priority
30;1;25.0025;0.0;4000.0;2048;LWFF;First;Priority
30;3;11.2501;0.0;8000.0;2048;LWFF;First;Priority
40;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
40;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
40;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
40;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
50;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
50;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
50;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
50;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
60;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
60;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
60;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
60;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
70;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
70;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
70;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
70;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
80;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
80;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
80;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
80;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
90;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
90;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
90;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
90;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
100;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
100;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
100;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
100;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
110;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
110;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
110;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
110;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
120;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
120;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
120;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
120;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
130;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
130;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
130;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
130;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
140;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
140;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
140;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
140;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
150;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
150;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
150;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
150;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
160;0;0.0;0.0;8000.0;2048;LWFF;First;Priority
160;2;0.0;0.0;16000.0;4096;LWFF;First;Priority
160;1;0.0;0.0;4000.0;2048;LWFF;First;Priority
160;3;0.0;0.0;8000.0;2048;LWFF;First;Priority
10;0;3.675;0.0;8000.0;2048;LWFF;First;PSO
10;2;3.725;0.0;16000.0;4096;LWFF;First;PSO
10;1;7.4002;0.0;4000.0;2048;LWFF;First;PSO
10;3;3.675;0.0;8000.0;2048;LWFF;First;PSO
20;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
20;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
20;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
20;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
30;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
30;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
30;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
30;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
40;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
40;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
40;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
40;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
50;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
50;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
50;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
50;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
60;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
60;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
60;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
60;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
70;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
70;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
70;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
70;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
80;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
80;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
80;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
80;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
90;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
90;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
90;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
90;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
100;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
100;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
100;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
100;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
110;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
110;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
110;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
110;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
120;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
120;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
120;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
120;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
130;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
130;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
130;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
130;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
140;0;0.0;0.0;8000.0;2048;LWFF;First;PSO
140;2;0.0;0.0;16000.0;4096;LWFF;First;PSO
140;1;0.0;0.0;4000.0;2048;LWFF;First;PSO
140;3;0.0;0.0;8000.0;2048;LWFF;First;PSO
10;0;21.2505;0.0;8000.0;2048;LWFF;First;SJF
10;2;23.7504;0.0;16000.0;4096;LWFF;First;SJF
10;1;45.0034;0.0;4000.0;2048;LWFF;First;SJF
10;3;21.2505;0.0;8000.0;2048;LWFF;First;SJF
20;0;21.2508;0.0;8000.0;2048;LWFF;First;SJF
20;2;23.7504;0.0;16000.0;4096;LWFF;First;SJF
20;1;45.0034;0.0;4000.0;2048;LWFF;First;SJF
20;3;21.2508;0.0;8000.0;2048;LWFF;First;SJF
30;0;11.2503;0.0;8000.0;2048;LWFF;First;SJF
30;2;13.7501;0.0;16000.0;4096;LWFF;First;SJF
30;1;25.0013;0.0;4000.0;2048;LWFF;First;SJF
30;3;11.2503;0.0;8000.0;2048;LWFF;First;SJF
40;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
40;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
40;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
40;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
50;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
50;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
50;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
50;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
60;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
60;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
60;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
60;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
70;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
70;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
70;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
70;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
80;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
80;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
80;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
80;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
90;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
90;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
90;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
90;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
100;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
100;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
100;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
100;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
110;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
110;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
110;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
110;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
120;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
120;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
120;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
120;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
130;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
130;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
130;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
130;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
140;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
140;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
140;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
140;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
150;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
150;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
150;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
150;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
160;0;0.0;0.0;8000.0;2048;LWFF;First;SJF
160;2;0.0;0.0;16000.0;4096;LWFF;First;SJF
160;1;0.0;0.0;4000.0;2048;LWFF;First;SJF
160;3;0.0;0.0;8000.0;2048;LWFF;First;SJF
10;2;23.7501;0.0;16000.0;4096;MFF;BLA;Priority
10;0;16.2502;0.0;8000.0;2048;MFF;BLA;Priority
10;1;45.0056;0.0;4000.0;2048;MFF;BLA;Priority
10;3;21.2503;0.0;8000.0;2048;MFF;BLA;Priority
20;2;23.7501;0.0;16000.0;4096;MFF;BLA;Priority
20;0;21.2503;0.0;8000.0;2048;MFF;BLA;Priority
20;1;45.0068;0.0;4000.0;2048;MFF;BLA;Priority
20;3;16.2502;0.0;8000.0;2048;MFF;BLA;Priority
30;2;13.7501;0.0;16000.0;4096;MFF;BLA;Priority
30;0;6.2501;0.0;8000.0;2048;MFF;BLA;Priority
30;1;25.0025;0.0;4000.0;2048;MFF;BLA;Priority
30;3;11.2501;0.0;8000.0;2048;MFF;BLA;Priority
40;2;0.0;0.0;16000.0;4096;MFF;BLA;Priority
40;0;0.0;0.0;8000.0;2048;MFF;BLA;Priority
40;1;0.0;0.0;4000.0;2048;MFF;BLA;Priority
40;3;0.0;0.0;8000.0;2048;MFF;BLA;Priority
50;2;0.0;0.0;16000.0;4096;MFF;BLA;Priority
50;0;0.0;0.0;8000.0;2048;MFF;BLA;Priority
50;1;0.0;0.0;4000.0;2048;MFF;BLA;Priority
50;3;0.0;0.0;8000.0;2048;MFF;BLA;Priority
60;2;0.0;0.0;16000.0;4096;MFF;BLA;Priority
60;0;0.0;0.0;8000.0;2048;MFF;BLA;Priority
60;1;0.0;0.0;4000.0;2048;MFF;BLA;Priority
60;3;0.0;0.0;8000.0;2048;MFF;BLA;Priority
70;2;0.0;0.0;16000.0;4096;MFF;BLA;Priority
70;0;0.0;0.0;8000.0;2048;MFF;BLA;Priority
70;1;0.0;0.0;4000.0;2048;MFF;BLA;Priority
70;3;0.0;0.0;8000.0;2048;MFF;BLA;Priority
10;2;3.55;0.0;16000.0;4096;MFF;BLA;PSO
10;0;3.6;0.0;8000.0;2048;MFF;BLA;PSO
10;1;7.4502;0.0;4000.0;2048;MFF;BLA;PSO
10;3;3.7;0.0;8000.0;2048;MFF;BLA;PSO
20;2;0.0;0.0;16000.0;4096;MFF;BLA;PSO
20;0;0.0;0.0;8000.0;2048;MFF;BLA;PSO
20;1;0.0;0.0;4000.0;2048;MFF;BLA;PSO
20;3;0.0;0.0;8000.0;2048;MFF;BLA;PSO
30;2;0.0;0.0;16000.0;4096;MFF;BLA;PSO
30;0;0.0;0.0;8000.0;2048;MFF;BLA;PSO
30;1;0.0;0.0;4000.0;2048;MFF;BLA;PSO
30;3;0.0;0.0;8000.0;2048;MFF;BLA;PSO
40;2;0.0;0.0;16000.0;4096;MFF;BLA;PSO
40;0;0.0;0.0;8000.0;2048;MFF;BLA;PSO
40;1;0.0;0.0;4000.0;2048;MFF;BLA;PSO
40;3;0.0;0.0;8000.0;2048;MFF;BLA;PSO
50;2;0.0;0.0;16000.0;4096;MFF;BLA;PSO
50;0;0.0;0.0;8000.0;2048;MFF;BLA;PSO
50;1;0.0;0.0;4000.0;2048;MFF;BLA;PSO
50;3;0.0;0.0;8000.0;2048;MFF;BLA;PSO
10;2;23.7504;0.0;16000.0;4096;MFF;BLA;SJF
10;0;16.2502;0.0;8000.0;2048;MFF;BLA;SJF
10;1;45.0034;0.0;4000.0;2048;MFF;BLA;SJF
10;3;21.2503;0.0;8000.0;2048;MFF;BLA;SJF
20;2;23.7504;0.0;16000.0;4096;MFF;BLA;SJF
20;0;21.2505;0.0;8000.0;2048;MFF;BLA;SJF
20;1;45.0034;0.0;4000.0;2048;MFF;BLA;SJF
20;3;16.2504;0.0;8000.0;2048;MFF;BLA;SJF
30;2;13.7501;0.0;16000.0;4096;MFF;BLA;SJF
30;0;6.2501;0.0;8000.0;2048;MFF;BLA;SJF
30;1;25.0013;0.0;4000.0;2048;MFF;BLA;SJF
30;3;11.2503;0.0;8000.0;2048;MFF;BLA;SJF
40;2;0.0;0.0;16000.0;4096;MFF;BLA;SJF
40;0;0.0;0.0;8000.0;2048;MFF;BLA;SJF
40;1;0.0;0.0;4000.0;2048;MFF;BLA;SJF
40;3;0.0;0.0;8000.0;2048;MFF;BLA;SJF
50;2;0.0;0.0;16000.0;4096;MFF;BLA;SJF
50;0;0.0;0.0;8000.0;2048;MFF;BLA;SJF
50;1;0.0;0.0;4000.0;2048;MFF;BLA;SJF
50;3;0.0;0.0;8000.0;2048;MFF;BLA;SJF
60;2;0.0;0.0;16000.0;4096;MFF;BLA;SJF
60;0;0.0;0.0;8000.0;2048;MFF;BLA;SJF
60;1;0.0;0.0;4000.0;2048;MFF;BLA;SJF
60;3;0.0;0.0;8000.0;2048;MFF;BLA;SJF
70;2;0.0;0.0;16000.0;4096;MFF;BLA;SJF
70;0;0.0;0.0;8000.0;2048;MFF;BLA;SJF
70;1;0.0;0.0;4000.0;2048;MFF;BLA;SJF
70;3;0.0;0.0;8000.0;2048;MFF;BLA;SJF
10;2;23.7501;0.0;16000.0;4096;MFF;First;Priority
10;0;16.2502;0.0;8000.0;2048;MFF;First;Priority
10;1;45.0056;0.0;4000.0;2048;MFF;First;Priority
10;3;21.2503;0.0;8000.0;2048;MFF;First;Priority
20;2;23.7501;0.0;16000.0;4096;MFF;First;Priority
20;0;21.2503;0.0;8000.0;2048;MFF;First;Priority
20;1;45.0068;0.0;4000.0;2048;MFF;First;Priority
20;3;16.2502;0.0;8000.0;2048;MFF;First;Priority
30;2;13.7501;0.0;16000.0;4096;MFF;First;Priority
30;0;6.2501;0.0;8000.0;2048;MFF;First;Priority
30;1;25.0025;0.0;4000.0;2048;MFF;First;Priority
30;3;11.2501;0.0;8000.0;2048;MFF;First;Priority
40;2;0.0;0.0;16000.0;4096;MFF;First;Priority
40;0;0.0;0.0;8000.0;2048;MFF;First;Priority
40;1;0.0;0.0;4000.0;2048;MFF;First;Priority
40;3;0.0;0.0;8000.0;2048;MFF;First;Priority
50;2;0.0;0.0;16000.0;4096;MFF;First;Priority
50;0;0.0;0.0;8000.0;2048;MFF;First;Priority
50;1;0.0;0.0;4000.0;2048;MFF;First;Priority
50;3;0.0;0.0;8000.0;2048;MFF;First;Priority
60;2;0.0;0.0;16000.0;4096;MFF;First;Priority
60;0;0.0;0.0;8000.0;2048;MFF;First;Priority
60;1;0.0;0.0;4000.0;2048;MFF;First;Priority
60;3;0.0;0.0;8000.0;2048;MFF;First;Priority
70;2;0.0;0.0;16000.0;4096;MFF;First;Priority
70;0;0.0;0.0;8000.0;2048;MFF;First;Priority
70;1;0.0;0.0;4000.0;2048;MFF;First;Priority
70;3;0.0;0.0;8000.0;2048;MFF;First;Priority
10;2;3.675;0.0;16000.0;4096;MFF;First;PSO
10;0;3.5;0.0;8000.0;2048;MFF;First;PSO
10;1;7.4502;0.0;4000.0;2048;MFF;First;PSO
10;3;3.7;0.0;8000.0;2048;MFF;First;PSO
20;2;0.0;0.0;16000.0;4096;MFF;First;PSO
20;0;0.0;0.0;8000.0;2048;MFF;First;PSO
20;1;0.0;0.0;4000.0;2048;MFF;First;PSO
20;3;0.0;0.0;8000.0;2048;MFF;First;PSO
30;2;0.0;0.0;16000.0;4096;MFF;First;PSO
30;0;0.0;0.0;8000.0;2048;MFF;First;PSO
30;1;0.0;0.0;4000.0;2048;MFF;First;PSO
30;3;0.0;0.0;8000.0;2048;MFF;First;PSO
40;2;0.0;0.0;16000.0;4096;MFF;First;PSO
40;0;0.0;0.0;8000.0;2048;MFF;First;PSO
40;1;0.0;0.0;4000.0;2048;MFF;First;PSO
40;3;0.0;0.0;8000.0;2048;MFF;First;PSO
50;2;0.0;0.0;16000.0;4096;MFF;First;PSO
50;0;0.0;0.0;8000.0;2048;MFF;First;PSO
50;1;0.0;0.0;4000.0;2048;MFF;First;PSO
50;3;0.0;0.0;8000.0;2048;MFF;First;PSO
10;2;23.7504;0.0;16000.0;4096;MFF;First;SJF
10;0;16.2502;0.0;8000.0;2048;MFF;First;SJF
10;1;45.0034;0.0;4000.0;2048;MFF;First;SJF
10;3;21.2503;0.0;8000.0;2048;MFF;First;SJF
20;2;23.7504;0.0;16000.0;4096;MFF;First;SJF
20;0;21.2505;0.0;8000.0;2048;MFF;First;SJF
20;1;45.0034;0.0;4000.0;2048;MFF;First;SJF
20;3;16.2504;0.0;8000.0;2048;MFF;First;SJF
30;2;13.7501;0.0;16000.0;4096;MFF;First;SJF
30;0;6.2501;0.0;8000.0;2048;MFF;First;SJF
30;1;25.0013;0.0;4000.0;2048;MFF;First;SJF
30;3;11.2503;0.0;8000.0;2048;MFF;First;SJF
40;2;0.0;0.0;16000.0;4096;MFF;First;SJF
40;0;0.0;0.0;8000.0;2048;MFF;First;SJF
40;1;0.0;0.0;4000.0;2048;MFF;First;SJF
40;3;0.0;0.0;8000.0;2048;MFF;First;SJF
50;2;0.0;0.0;16000.0;4096;MFF;First;SJF
50;0;0.0;0.0;8000.0;2048;MFF;First;SJF
50;1;0.0;0.0;4000.0;2048;MFF;First;SJF
50;3;0.0;0.0;8000.0;2048;MFF;First;SJF
60;2;0.0;0.0;16000.0;4096;MFF;First;SJF
60;0;0.0;0.0;8000.0;2048;MFF;First;SJF
60;1;0.0;0.0;4000.0;2048;MFF;First;SJF
60;3;0.0;0.0;8000.0;2048;MFF;First;SJF
70;2;0.0;0.0;16000.0;4096;MFF;First;SJF
70;0;0.0;0.0;8000.0;2048;MFF;First;SJF
70;1;0.0;0.0;4000.0;2048;MFF;First;SJF
70;3;0.0;0.0;8000.0;2048;MFF;First;SJF
