pkt_id;src;dest;psize;delay_ms;proc_delay_ms;prop_delay_ms;trans_delay_ms;queue_delay_ms;vm_policy;link_policy;wf_policy;dataset
248;web4;web2;270000000;675564.9018;8364.2;4.1007;216000.0;451188.4011;LWFF;BLA;SJF;dataset-LargeVF
957;app7;web2;135000000;463892.879;45863.5;4.1266;108000.0;310017.0124;LWFF;BLA;SJF;dataset-LargeVF
422;web0;web9;180000000;632090.7015;64282.8;4.1007;144000.0;423795.5807;LWFF;BLA;SJF;dataset-LargeVF
926;app3;web1;135000000;476565.279;50404.3;4.1266;108000.0;318148.6324;LWFF;BLA;SJF;dataset-LargeVF
436;app8;web1;180000000;631077.3789;64415.0;4.1266;144000.0;422654.0324;LWFF;BLA;SJF;dataset-LargeVF
365;svc3;web0;180000000;638722.9009;68010.2;4.1005;144000.0;426704.4003;LWFF;BLA;SJF;dataset-LargeVF
194;web4;web2;270000000;711966.0016;19777.9;4.1007;216000.0;476175.8009;LWFF;BLA;SJF;dataset-LargeVF
952;web9;web0;180000000;481403.1017;15153.6;4.1007;144000.0;322237.181;LWFF;BLA;SJF;dataset-LargeVF
593;app4;web8;180000000;628062.1756;62286.6;4.1254;144000.0;421763.2101;LWFF;BLA;SJF;dataset-LargeVF
348;web4;web8;270000000;656213.9763;1287.2;4.1254;216000.0;438914.4108;LWFF;BLA;SJF;dataset-LargeVF
378;app2;web0;270000000;653770.9022;1446.2;4.1007;216000.0;436312.3814;LWFF;BLA;SJF;dataset-LargeVF
307;app8;web1;270000000;661774.8796;1687.5;4.1266;216000.0;444079.0331;LWFF;BLA;SJF;dataset-LargeVF
577;web6;web1;180000000;636593.7789;67893.8;4.1266;144000.0;424687.6124;LWFF;BLA;SJF;dataset-LargeVF
654;web4;web8;180000000;629995.9755;64911.2;4.1254;144000.0;421072.4101;LWFF;BLA;SJF;dataset-LargeVF
335;svc2;web9;270000000;663056.3761;3108.0;4.1254;216000.0;443936.0107;LWFF;BLA;SJF;dataset-LargeVF
400;db8;web4;180000000;657164.2755;71937.3;4.1254;144000.0;441214.6101;LWFF;BLA;SJF;dataset-LargeVF
361;app1;web4;270000000;661588.0795;3511.9;4.1266;216000.0;442063.8129;LWFF;BLA;SJF;dataset-LargeVF
330;svc3;web0;270000000;665792.7014;3876.8;4.1005;216000.0;445907.6009;LWFF;BLA;SJF;dataset-LargeVF
340;svc1;web1;270000000;665976.0794;4287.9;4.1266;216000.0;445675.8129;LWFF;BLA;SJF;dataset-LargeVF
548;app4;web8;180000000;645495.5755;69884.4;4.1254;144000.0;431598.8101;LWFF;BLA;SJF;dataset-LargeVF
290;app8;web1;270000000;704815.1791;17947.6;4.1266;216000.0;470859.2326;LWFF;BLA;SJF;dataset-LargeVF
374;db4;web0;270000000;664028.1794;4718.6;4.1266;216000.0;443297.2128;LWFF;BLA;SJF;dataset-LargeVF
423;app4;web0;270000000;659555.9022;1471.2;4.1007;216000.0;442072.3814;LWFF;BLA;SJF;dataset-LargeVF
338;web0;web5;270000000;668152.2013;4933.3;4.1005;216000.0;447206.6008;LWFF;BLA;SJF;dataset-LargeVF
543;app8;web1;180000000;647894.0789;70513.9;4.1266;144000.0;433371.8323;LWFF;BLA;SJF;dataset-LargeVF
452;web0;web1;270000000;658717.6796;2115.1;4.1266;216000.0;440590.233;LWFF;BLA;SJF;dataset-LargeVF
558;app0;web0;180000000;648799.7014;71335.8;4.1007;144000.0;433451.5807;LWFF;BLA;SJF;dataset-LargeVF
315;web2;web5;270000000;674670.3013;6276.0;4.1005;216000.0;452382.0008;LWFF;BLA;SJF;dataset-LargeVF
414;svc8;web2;270000000;666789.4795;3615.7;4.1266;216000.0;447161.4129;LWFF;BLA;SJF;dataset-LargeVF
187;app4;web0;270000000;737145.1016;27557.6;4.1007;216000.0;493575.1808;LWFF;BLA;SJF;dataset-LargeVF
533;app7;web2;180000000;656391.2789;72966.3;4.1266;144000.0;439412.6123;LWFF;BLA;SJF;dataset-LargeVF
501;app0;web0;270000000;660936.8022;1291.5;4.1007;216000.0;443632.9814;LWFF;BLA;SJF;dataset-LargeVF
412;db8;web4;270000000;671326.776;5064.8;4.1254;216000.0;450249.6106;LWFF;BLA;SJF;dataset-LargeVF
521;svc6;web9;270000000;660234.1021;1780.6;4.1007;216000.0;442441.1814;LWFF;BLA;SJF;dataset-LargeVF
496;app2;web0;270000000;664004.6021;2174.1;4.1007;216000.0;445818.1814;LWFF;BLA;SJF;dataset-LargeVF
550;web6;web1;270000000;659137.6796;2495.1;4.1266;216000.0;440630.213;LWFF;BLA;SJF;dataset-LargeVF
523;app4;web1;270000000;666599.2794;3982.3;4.1266;216000.0;446604.6129;LWFF;BLA;SJF;dataset-LargeVF
26;app4;web8;270000000;782600.9756;44006.2;4.1254;216000.0;522582.4102;LWFF;BLA;SJF;dataset-LargeVF
449;app0;web1;180000000;676491.7789;79929.8;4.1266;144000.0;452549.6123;LWFF;BLA;SJF;dataset-LargeVF
622;app8;web1;270000000;658336.3796;1288.0;4.1266;216000.0;441040.0331;LWFF;BLA;SJF;dataset-LargeVF
482;web6;web0;270000000;677823.4018;9553.7;4.1007;216000.0;452257.3811;LWFF;BLA;SJF;dataset-LargeVF
655;app4;web8;270000000;660640.0761;3155.9;4.1254;216000.0;441471.8107;LWFF;BLA;SJF;dataset-LargeVF
992;app6;web3;270000000;512017.9991;255034.0;0.0;0.0;256979.8991;LWFF;BLA;SJF;dataset-LargeVF
329;app8;web1;270000000;697505.4792;14417.7;4.1266;216000.0;467079.4326;LWFF;BLA;SJF;dataset-LargeVF
375;svc4;web0;270000000;693056.7011;14424.8;4.1005;216000.0;462623.6006;LWFF;BLA;SJF;dataset-LargeVF
480;web3;web4;270000000;682677.4759;11101.7;4.1254;216000.0;455563.4104;LWFF;BLA;SJF;dataset-LargeVF
663;web8;web0;270000000;664017.1014;4511.6;4.1005;216000.0;443497.2008;LWFF;BLA;SJF;dataset-LargeVF
157;app5;web0;4500000;765525.2992;254071.4;0.1;3.6;511445.9992;LWFF;BLA;SJF;dataset-LargeVF
601;web8;web0;270000000;670911.9013;4803.2;4.1005;216000.0;450100.4008;LWFF;BLA;SJF;dataset-LargeVF
429;web0;web1;180000000;689744.4789;83710.7;4.1266;144000.0;462021.4323;LWFF;BLA;SJF;dataset-LargeVF
640;db7;web1;270000000;668930.4794;5442.7;4.1266;216000.0;447479.4328;LWFF;BLA;SJF;dataset-LargeVF
121;svc2;web9;270000000;784208.6756;45092.1;4.1254;216000.0;523104.2102;LWFF;BLA;SJF;dataset-LargeVF
772;app9;web2;67500000;590876.4007;140734.7;4.1005;54000.0;396129.4002;LWFF;BLA;SJF;dataset-LargeVF
833;app8;web1;4500000;574888.6788;185082.1;4.1266;3600.0;386198.2322;LWFF;BLA;SJF;dataset-LargeVF
419;web5;web2;180000000;703601.9008;88043.2;4.1005;144000.0;471546.4003;LWFF;BLA;SJF;dataset-LargeVF
498;app0;web0;270000000;702085.4017;14927.7;4.1007;216000.0;471145.381;LWFF;BLA;SJF;dataset-LargeVF
689;app0;web1;270000000;685134.5793;9057.4;4.1266;216000.0;460064.8127;LWFF;BLA;SJF;dataset-LargeVF
786;db3;web3;4500000;598978.9788;195092.2;4.1266;3600.0;400274.4122;LWFF;BLA;SJF;dataset-LargeVF
656;svc1;web1;270000000;690075.4792;13007.7;4.1266;216000.0;461055.4126;LWFF;BLA;SJF;dataset-LargeVF
549;svc4;web0;180000000;702589.7008;88955.8;4.1005;144000.0;469625.6002;LWFF;BLA;SJF;dataset-LargeVF
582;web7;web9;270000000;699305.7017;16967.8;4.1007;216000.0;466325.5809;LWFF;BLA;SJF;dataset-LargeVF
592;web4;web2;270000000;698284.9017;13674.2;4.1007;216000.0;468598.401;LWFF;BLA;SJF;dataset-LargeVF
985;svc3;web0;18000000;543802.5007;165453.4;4.1005;14400.0;363940.8002;LWFF;BLA;SJF;dataset-LargeVF
684;web0;web5;270000000;692559.9011;14709.2;4.1005;216000.0;461838.4006;LWFF;BLA;SJF;dataset-LargeVF
628;app0;web1;270000000;700548.2791;15575.3;4.1266;216000.0;468960.6126;LWFF;BLA;SJF;dataset-LargeVF
499;svc1;web1;180000000;717384.0788;92053.9;4.1266;144000.0;481317.8123;LWFF;BLA;SJF;dataset-LargeVF
250;app9;web2;90000000;801649.3007;194569.0;4.1005;72000.0;535068.0002;LWFF;BLA;SJF;dataset-LargeVF
724;web3;web2;270000000;656618.3015;2212.0;4.1005;216000.0;438394.001;LWFF;BLA;SJF;dataset-LargeVF
885;web3;web2;180000000;608450.8009;57669.5;4.1005;144000.0;406769.0004;LWFF;BLA;SJF;dataset-LargeVF
104;web3;web2;180000000;844144.5007;135727.4;4.1005;144000.0;564404.8002;LWFF;BLA;SJF;dataset-LargeVF
288;app1;web1;4500000;802995.5992;266511.5;0.1;3.6;536476.1792;LWFF;BLA;SJF;dataset-LargeVF
571;web8;web0;270000000;742525.301;31001.0;4.1005;216000.0;495516.0004;LWFF;BLA;SJF;dataset-LargeVF
650;web0;web1;270000000;734561.479;27669.7;4.1266;216000.0;490879.4325;LWFF;BLA;SJF;dataset-LargeVF
612;svc9;web4;180000000;738891.3754;99773.0;4.1254;144000.0;495106.01;LWFF;BLA;SJF;dataset-LargeVF
386;app4;web0;270000000;767294.3015;39544.0;4.1007;216000.0;511737.9808;LWFF;BLA;SJF;dataset-LargeVF
41;web4;web2;180000000;867797.6013;141935.1;4.1007;144000.0;581850.2006;LWFF;BLA;SJF;dataset-LargeVF
377;web2;web2;180000000;769874.599;384152.3;0.0;0.0;385722.199;LWFF;BLA;SJF;dataset-LargeVF
155;svc9;web4;270000000;842343.4756;63503.7;4.1254;216000.0;562827.4101;LWFF;BLA;SJF;dataset-LargeVF
758;web3;web4;270000000;661767.3761;4315.0;4.1254;216000.0;441440.0106;LWFF;BLA;SJF;dataset-LargeVF
473;web1;web5;270000000;764492.679;38120.1;4.1266;216000.0;510360.2125;LWFF;BLA;SJF;dataset-LargeVF
645;app9;web2;180000000;750142.4008;104676.7;4.1005;144000.0;501453.4002;LWFF;BLA;SJF;dataset-LargeVF
794;app1;web4;270000000;656885.1795;2797.6;4.1266;216000.0;438075.213;LWFF;BLA;SJF;dataset-LargeVF
580;web2;web2;90000000;757022.399;378231.2;0.0;0.0;378791.099;LWFF;BLA;SJF;dataset-LargeVF
583;svc1;web1;270000000;760776.379;37488.0;4.1266;216000.0;507276.0125;LWFF;BLA;SJF;dataset-LargeVF
810;svc9;web4;270000000;666425.776;4347.8;4.1254;216000.0;446065.6106;LWFF;BLA;SJF;dataset-LargeVF
280;web6;web0;18000000;845119.0013;265478.9;4.1007;14400.0;565227.7805;LWFF;BLA;SJF;dataset-LargeVF
969;svc9;web4;135000000;629738.0754;98881.9;4.1254;108000.0;422843.81;LWFF;BLA;SJF;dataset-LargeVF
589;web6;web1;270000000;795817.679;46065.1;4.1266;216000.0;533740.2124;LWFF;BLA;SJF;dataset-LargeVF
805;app0;web1;270000000;693948.2792;12925.3;4.1266;216000.0;465010.6126;LWFF;BLA;SJF;dataset-LargeVF
508;web5;web2;270000000;813381.6009;52333.1;4.1005;216000.0;545036.2004;LWFF;BLA;SJF;dataset-LargeVF
753;svc0;web2;90000000;718061.5007;166526.4;4.1005;72000.0;479522.8002;LWFF;BLA;SJF;dataset-LargeVF
552;app9;web1;270000000;815645.679;54741.1;4.1266;216000.0;544896.2324;LWFF;BLA;SJF;dataset-LargeVF
488;web7;web9;180000000;823818.0013;130421.9;4.1007;144000.0;549383.7806;LWFF;BLA;SJF;dataset-LargeVF
976;db3;web3;270000000;660979.3796;2039.0;4.1266;216000.0;442928.013;LWFF;BLA;SJF;dataset-LargeVF
852;app2;web0;135000000;697414.5013;123497.4;4.1007;108000.0;465904.7806;LWFF;BLA;SJF;dataset-LargeVF
894;web5;web2;270000000;686066.7012;12324.8;4.1005;216000.0;457729.6006;LWFF;BLA;SJF;dataset-LargeVF
986;svc4;web0;270000000;659960.5015;2699.4;4.1005;216000.0;441252.8009;LWFF;BLA;SJF;dataset-LargeVF
899;web4;web8;270000000;685779.2759;9432.3;4.1254;216000.0;460334.6105;LWFF;BLA;SJF;dataset-LargeVF
867;web3;web2;135000000;695680.4007;121162.7;4.1005;108000.0;466505.4002;LWFF;BLA;SJF;dataset-LargeVF
886;web1;web5;270000000;691230.8792;13339.5;4.1266;216000.0;461879.0126;LWFF;BLA;SJF;dataset-LargeVF
759;app4;web0;180000000;730668.5013;99345.4;4.1007;144000.0;487310.7806;LWFF;BLA;SJF;dataset-LargeVF
868;db4;web0;270000000;706094.2791;16687.3;4.1266;216000.0;473394.6126;LWFF;BLA;SJF;dataset-LargeVF
112;db9;web0;18000000;932783.0992;309913.2;0.1;14.4;622851.1992;LWFF;BLA;SJF;dataset-LargeVF
800;app8;web1;270000000;733591.2791;25566.3;4.1266;216000.0;492016.6325;LWFF;BLA;SJF;dataset-LargeVF
398;svc2;web9;270000000;857115.9755;66541.2;4.1254;216000.0;574562.4101;LWFF;BLA;SJF;dataset-LargeVF
784;svc1;web1;270000000;741541.179;29999.6;4.1266;216000.0;495529.2125;LWFF;BLA;SJF;dataset-LargeVF
268;svc6;web9;180000000;915867.2013;158628.3;4.1007;144000.0;613226.5806;LWFF;BLA;SJF;dataset-LargeVF
983;app7;web0;180000000;706127.2788;89788.3;4.1266;144000.0;472326.6123;LWFF;BLA;SJF;dataset-LargeVF
905;app0;web0;270000000;732701.5016;25696.4;4.1007;216000.0;490992.7808;LWFF;BLA;SJF;dataset-LargeVF
285;web8;web0;180000000;934937.9007;166245.2;4.1005;144000.0;624684.4002;LWFF;BLA;SJF;dataset-LargeVF
903;app5;web0;180000000;740234.6992;243800.8;0.1;144.0;496285.5992;LWFF;BLA;SJF;dataset-LargeVF
812;web9;web0;27000000;769024.8013;233167.5;4.1007;21600.0;514244.9806;LWFF;BLA;SJF;dataset-LargeVF
604;db7;web1;270000000;874929.0789;72868.9;4.1266;216000.0;586051.8323;LWFF;BLA;SJF;dataset-LargeVF
710;svc0;web2;67500000;806867.8007;212858.5;4.1005;54000.0;539997.0002;LWFF;BLA;SJF;dataset-LargeVF
613;web6;web0;270000000;883423.4014;75983.7;4.1007;216000.0;591427.3807;LWFF;BLA;SJF;dataset-LargeVF
644;web8;web0;270000000;883892.2008;77223.3;4.1005;216000.0;590660.6003;LWFF;BLA;SJF;dataset-LargeVF
626;app9;web2;270000000;887147.5008;77688.4;4.1005;216000.0;593446.8003;LWFF;BLA;SJF;dataset-LargeVF
367;app2;web0;270000000;915330.6014;88266.1;4.1007;216000.0;611052.1806;LWFF;BLA;SJF;dataset-LargeVF
993;app4;web1;135000000;736026.8788;136741.5;4.1266;108000.0;491273.0122;LWFF;BLA;SJF;dataset-LargeVF
939;web8;web0;270000000;765307.101;36541.6;4.1005;216000.0;512757.2004;LWFF;BLA;SJF;dataset-LargeVF
670;app4;web1;270000000;899930.6789;83356.1;4.1266;216000.0;600562.2123;LWFF;BLA;SJF;dataset-LargeVF
229;app2;web8;13500000;987584.8754;316167.5;4.1254;10800.0;660605.0099;LWFF;BLA;SJF;dataset-LargeVF
797;app8;web1;270000000;813544.079;51993.9;4.1266;216000.0;545541.8324;LWFF;BLA;SJF;dataset-LargeVF
224;svc7;web5;4500000;992504.5992;328204.5;0.1;3.6;664292.1792;LWFF;BLA;SJF;dataset-LargeVF
657;web5;web2;180000000;911155.0007;158720.9;4.1005;144000.0;608421.8002;LWFF;BLA;SJF;dataset-LargeVF
785;web6;web0;45000000;832061.6013;240253.1;4.1007;36000.0;555796.1805;LWFF;BLA;SJF;dataset-LargeVF
503;app0;web0;180000000;938514.6013;165894.1;4.1007;144000.0;628608.1806;LWFF;BLA;SJF;dataset-LargeVF
166;svc6;web9;270000000;1025588.3013;125512.0;4.1007;216000.0;684063.9806;LWFF;BLA;SJF;dataset-LargeVF
504;app2;web0;270000000;943885.6014;95711.1;4.1007;216000.0;632162.1806;LWFF;BLA;SJF;dataset-LargeVF
371;app2;web8;180000000;960543.0754;175466.9;4.1254;144000.0;641063.81;LWFF;BLA;SJF;dataset-LargeVF
188;db5;web8;45000000;1030750.6992;341490.8;0.1;36.0;689219.5791;LWFF;BLA;SJF;dataset-LargeVF
87;app5;web0;90000000;1064758.6992;351830.8;0.1;72.0;712851.5991;LWFF;BLA;SJF;dataset-LargeVF
556;web9;web0;180000000;961903.6013;175647.1;4.1007;144000.0;642244.1806;LWFF;BLA;SJF;dataset-LargeVF
520;svc6;web9;270000000;970569.4013;105185.7;4.1007;216000.0;649371.3806;LWFF;BLA;SJF;dataset-LargeVF
368;app1;web4;180000000;987191.9788;184243.2;4.1266;144000.0;658936.4122;LWFF;BLA;SJF;dataset-LargeVF
486;web0;web5;180000000;986282.9007;184500.2;4.1005;144000.0;657770.4002;LWFF;BLA;SJF;dataset-LargeVF
822;svc8;web2;270000000;873734.3789;74594.0;4.1266;216000.0;583128.0123;LWFF;BLA;SJF;dataset-LargeVF
907;svc8;web2;270000000;864095.2789;69764.3;4.1266;216000.0;578318.6123;LWFF;BLA;SJF;dataset-LargeVF
347;web6;web1;180000000;1025595.3788;196371.0;4.1266;144000.0;685212.0122;LWFF;BLA;SJF;dataset-LargeVF
664;web9;web0;270000000;1001222.2013;116953.3;4.1007;216000.0;668256.5806;LWFF;BLA;SJF;dataset-LargeVF
326;svc1;web1;135000000;1049588.2788;239655.3;4.1266;108000.0;701920.6122;LWFF;BLA;SJF;dataset-LargeVF
276;svc1;web1;90000000;1100672.7787;292796.8;4.1266;72000.0;735863.6122;LWFF;BLA;SJF;dataset-LargeVF
218;web9;web0;90000000;1119518.0013;298161.9;4.1007;72000.0;749343.7805;LWFF;BLA;SJF;dataset-LargeVF
978;app1;web4;270000000;886635.6789;77511.1;4.1266;216000.0;593112.2123;LWFF;BLA;SJF;dataset-LargeVF
24;app2;web8;18000000;1163998.1753;372578.6;4.1254;14400.0;777007.2099;LWFF;BLA;SJF;dataset-LargeVF
458;app7;web0;270000000;1058474.1788;135610.6;4.1266;216000.0;706851.2122;LWFF;BLA;SJF;dataset-LargeVF
714;svc3;web0;27000000;987578.1007;305858.6;4.1005;21600.0;660111.2001;LWFF;BLA;SJF;dataset-LargeVF
708;app4;web0;18000000;1000194.8013;316637.5;4.1007;14400.0;669144.9805;LWFF;BLA;SJF;dataset-LargeVF
516;web9;web0;90000000;1088555.0013;288340.9;4.1007;72000.0;728201.7805;LWFF;BLA;SJF;dataset-LargeVF
972;svc8;web2;27000000;941712.5787;289573.4;4.1266;21600.0;630526.8122;LWFF;BLA;SJF;dataset-LargeVF
586;web8;web0;270000000;1100060.5007;147369.4;4.1005;216000.0;736682.8002;LWFF;BLA;SJF;dataset-LargeVF
390;svc2;web9;180000000;1126625.9754;231451.2;4.1254;144000.0;751162.4099;LWFF;BLA;SJF;dataset-LargeVF
963;db8;web4;67500000;972913.5754;270020.4;4.1254;54000.0;648880.8099;LWFF;BLA;SJF;dataset-LargeVF
51;app5;web0;18000000;1250794.2992;414353.6;0.1;14.4;836421.9991;LWFF;BLA;SJF;dataset-LargeVF
114;web6;web0;45000000;1256388.2012;381975.3;4.1007;36000.0;838400.5805;LWFF;BLA;SJF;dataset-LargeVF
472;web3;web2;135000000;1171259.0007;281678.9;4.1005;108000.0;781567.8001;LWFF;BLA;SJF;dataset-LargeVF
946;svc3;web0;270000000;1021564.7007;122660.8;4.1005;216000.0;682895.6002;LWFF;BLA;SJF;dataset-LargeVF
762;app1;web4;13500000;1095455.8787;351104.5;4.1266;10800.0;733539.0122;LWFF;BLA;SJF;dataset-LargeVF
308;db3;web3;180000000;1221832.8787;260423.5;4.1266;144000.0;817397.0122;LWFF;BLA;SJF;dataset-LargeVF
34;web0;web5;13500000;1321663.6006;429307.1;4.1005;10800.0;881544.2001;LWFF;BLA;SJF;dataset-LargeVF
685;db4;web0;135000000;1230963.9787;302217.2;4.1266;108000.0;820734.4122;LWFF;BLA;SJF;dataset-LargeVF
955;app8;web1;27000000;1095357.4787;342481.7;4.1266;21600.0;731267.4322;LWFF;BLA;SJF;dataset-LargeVF
434;app1;web1;270000000;1276014.1992;423115.3;0.1;216.0;852678.5791;LWFF;BLA;SJF;dataset-LargeVF
538;svc5;web5;90000000;1270886.1992;421943.3;0.1;72.0;848866.5791;LWFF;BLA;SJF;dataset-LargeVF
567;web2;web5;270000000;1271699.4007;207285.7;4.1005;216000.0;848401.4002;LWFF;BLA;SJF;dataset-LargeVF
387;web1;web5;180000000;1298258.5787;288565.4;4.1266;144000.0;865680.8122;LWFF;BLA;SJF;dataset-LargeVF
890;db3;web3;27000000;1151180.2787;361409.3;4.1266;21600.0;768158.6122;LWFF;BLA;SJF;dataset-LargeVF
149;web4;web2;67500000;1378497.8012;403758.5;4.1007;54000.0;920727.0005;LWFF;BLA;SJF;dataset-LargeVF
336;svc2;web9;135000000;1311778.1753;327388.6;4.1254;108000.0;876377.2099;LWFF;BLA;SJF;dataset-LargeVF
177;app4;web8;27000000;1403321.6753;443273.1;4.1254;21600.0;938436.2099;LWFF;BLA;SJF;dataset-LargeVF
920;app3;web0;4500000;1203312.8992;400060.6;0.1;3.6;803244.3991;LWFF;BLA;SJF;dataset-LargeVF
764;svc4;web0;67500000;1250948.8007;359935.5;4.1005;54000.0;837005.0001;LWFF;BLA;SJF;dataset-LargeVF
130;svc4;web0;13500000;1441498.3006;466662.0;4.1005;10800.0;964028.0001;LWFF;BLA;SJF;dataset-LargeVF
630;svc7;web5;270000000;1342697.9992;445479.9;0.1;216.0;896997.7791;LWFF;BLA;SJF;dataset-LargeVF
478;svc2;web9;180000000;1365729.3754;310719.0;4.1254;144000.0;910998.0099;LWFF;BLA;SJF;dataset-LargeVF
76;app5;web0;135000000;1501577.0991;499897.6;0.1;108.0;1001567.1991;LWFF;BLA;SJF;dataset-LargeVF
185;web3;web4;90000000;1488421.4753;421849.7;4.1254;72000.0;994559.4099;LWFF;BLA;SJF;dataset-LargeVF
597;app3;web9;270000000;1414062.7013;252396.8;4.1007;216000.0;945653.5805;LWFF;BLA;SJF;dataset-LargeVF
611;app4;web1;135000000;1449630.0787;372665.9;4.1266;108000.0;968951.8122;LWFF;BLA;SJF;dataset-LargeVF
697;web2;web5;270000000;1461190.1007;268042.6;4.1005;216000.0;977135.2001;LWFF;BLA;SJF;dataset-LargeVF
477;svc9;web4;90000000;1501549.9753;427959.2;4.1254;72000.0;1001578.4099;LWFF;BLA;SJF;dataset-LargeVF
262;web3;web2;180000000;1564441.8007;374416.5;4.1005;144000.0;1046013.0001;LWFF;BLA;SJF;dataset-LargeVF
713;svc3;web0;27000000;1437376.5006;455681.4;4.1005;21600.0;960086.8001;LWFF;BLA;SJF;dataset-LargeVF
737;svc0;web2;180000000;1430161.8007;330076.5;4.1005;144000.0;956073.0001;LWFF;BLA;SJF;dataset-LargeVF
313;app7;web2;135000000;1544243.3787;404097.0;4.1266;108000.0;1032134.0121;LWFF;BLA;SJF;dataset-LargeVF
21;app9;web1;67500000;1657510.2787;497179.3;4.1266;54000.0;1106322.6321;LWFF;BLA;SJF;dataset-LargeVF
633;app8;web1;90000000;1555774.8787;444817.5;4.1266;72000.0;1038949.0321;LWFF;BLA;SJF;dataset-LargeVF
831;app0;web0;27000000;1459975.3012;461831.0;4.1007;21600.0;976531.9805;LWFF;BLA;SJF;dataset-LargeVF
397;app2;web0;270000000;1593570.3013;311996.0;4.1007;216000.0;1065561.9805;LWFF;BLA;SJF;dataset-LargeVF
603;db3;web3;90000000;1578158.4787;451258.7;4.1266;72000.0;1054887.4121;LWFF;BLA;SJF;dataset-LargeVF
658;web4;web2;90000000;1587950.4012;456342.7;4.1007;72000.0;1059595.4005;LWFF;BLA;SJF;dataset-LargeVF
408;web6;web1;135000000;1621170.4787;429542.7;4.1266;108000.0;1083615.4121;LWFF;BLA;SJF;dataset-LargeVF
576;svc3;web0;135000000;1605903.0006;426956.9;4.1005;108000.0;1070937.8001;LWFF;BLA;SJF;dataset-LargeVF
467;web1;web5;270000000;1650224.0787;333183.9;4.1266;216000.0;1101027.8122;LWFF;BLA;SJF;dataset-LargeVF
433;web8;web0;270000000;1669320.3007;338396.0;4.1005;216000.0;1114916.0001;LWFF;BLA;SJF;dataset-LargeVF
958;app4;web8;27000000;1516591.8753;483256.5;4.1254;21600.0;1011723.0099;LWFF;BLA;SJF;dataset-LargeVF
279;app0;web1;180000000;1738503.6787;433617.1;4.1266;144000.0;1160874.2121;LWFF;BLA;SJF;dataset-LargeVF
512;svc9;web4;270000000;1698029.6753;347349.1;4.1254;216000.0;1134668.2099;LWFF;BLA;SJF;dataset-LargeVF
32;web0;web1;270000000;2001568.2787;450655.3;4.1266;216000.0;1334900.6321;LWFF;BLA;SJF;dataset-LargeVF
632;app1;web4;270000000;2142461.8787;496356.5;4.1266;216000.0;1430093.0121;LWFF;BLA;SJF;dataset-LargeVF
828;db8;web4;270000000;2058855.1753;470167.6;4.1254;216000.0;1372675.2099;LWFF;BLA;SJF;dataset-LargeVF
811;web8;web0;270000000;2097666.9006;481498.2;4.1005;216000.0;1400160.4001;LWFF;BLA;SJF;dataset-LargeVF
1;web5;app6;45000000;11152.7993;2232.8;0.0;0.0;8919.9993;LWFF;First;Priority;dataset-LargeVF
6;app6;web3;270000000;12297.0;2293.5;0.0;0.0;10003.5;LWFF;First;Priority;dataset-LargeVF
35;web2;web0;18000000;6608.9993;2744.5;0.0;0.0;3864.4993;LWFF;First;Priority;dataset-LargeVF
37;svc7;web5;180000000;7165.6994;2017.8;0.1;144.0;5003.7994;LWFF;First;Priority;dataset-LargeVF
18;app6;db8;9000000;12409.4;7789.4;0.0;0.0;4620.0;LWFF;First;Priority;dataset-LargeVF
53;db2;svc5;9000000;8538.3997;1508.4;0.0;0.0;7029.9997;LWFF;First;Priority;dataset-LargeVF
81;app8;web8;135000000;4814.3998;1336.7;0.1;108.0;3369.5998;LWFF;First;Priority;dataset-LargeVF
38;app5;web0;180000000;15080.8994;4696.2;0.1;144.0;10240.5994;LWFF;First;Priority;dataset-LargeVF
20;svc7;web5;27000000;20746.5994;5510.5;0.1;21.6;15214.3994;LWFF;First;Priority;dataset-LargeVF
48;db6;svc9;135000000;16322.6993;7932.7;0.0;0.0;8389.9993;LWFF;First;Priority;dataset-LargeVF
49;web9;app0;90000000;16952.0997;8882.1;0.0;0.0;8069.9997;LWFF;First;Priority;dataset-LargeVF
29;db5;web8;135000000;21794.2998;6420.0;0.1;108.0;15266.1998;LWFF;First;Priority;dataset-LargeVF
74;db2;svc5;135000000;12402.0;10422.0;0.0;0.0;1980.0;LWFF;First;Priority;dataset-LargeVF
123;web9;app0;270000000;3211.8997;2591.9;0.0;0.0;619.9997;LWFF;First;Priority;dataset-LargeVF
57;app6;db8;180000000;19312.7997;13222.8;0.0;0.0;6089.9997;LWFF;First;Priority;dataset-LargeVF
101;web2;web2;27000000;8754.9997;1627.5;0.0;0.0;7127.4997;LWFF;First;Priority;dataset-LargeVF
92;web5;app6;135000000;11395.4997;3845.5;0.0;0.0;7549.9997;LWFF;First;Priority;dataset-LargeVF
62;app1;web1;13500000;19774.4998;5010.6;0.1;10.8;14752.9998;LWFF;First;Priority;dataset-LargeVF
0;web1;web5;9000000;35267.4794;1471.7;4.1266;7200.0;26591.6528;LWFF;First;Priority;dataset-LargeVF
63;web8;db8;13500000;21150.8997;16590.9;0.0;0.0;4559.9997;LWFF;First;Priority;dataset-LargeVF
70;db6;svc9;27000000;22002.0997;19362.1;0.0;0.0;2639.9997;LWFF;First;Priority;dataset-LargeVF
102;web6;web9;27000000;17021.8997;3937.3;0.0;0.0;13084.5997;LWFF;First;Priority;dataset-LargeVF
