time;host_name;host_id;energy;vm_policy;link_policy;wf_policy;dataset
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_19;19.0;90.0328;MFF;BLA;Priority;dataset-LargeVF
2677;h_18;18.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_17;17.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_19;19.0;90.0328;MFF;BLA;Priority;dataset-LargeVF
2677;h_18;18.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_17;17.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_19;19.0;90.0328;MFF;BLA;Priority;dataset-LargeVF
2677;h_18;18.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_17;17.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_19;19.0;90.0328;MFF;BLA;Priority;dataset-LargeVF
2677;h_18;18.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_17;17.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_19;19.0;90.0328;MFF;BLA;Priority;dataset-LargeVF
2677;h_18;18.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_17;17.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_19;19.0;90.0328;MFF;BLA;Priority;dataset-LargeVF
2677;h_18;18.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_17;17.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_16;16.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_15;15.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_14;14.0;90.0447;MFF;BLA;Priority;dataset-LargeVF
2677;h_13;13.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_12;12.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_11;11.0;90.0387;MFF;BLA;Priority;dataset-LargeVF
2677;h_10;10.0;90.0373;MFF;BLA;Priority;dataset-LargeVF
2677;h_9;9.0;89.8003;MFF;BLA;Priority;dataset-LargeVF
2677;h_8;8.0;89.7955;MFF;BLA;Priority;dataset-LargeVF
2677;h_7;7.0;90.035;MFF;BLA;Priority;dataset-LargeVF
2677;h_6;6.0;90.041;MFF;BLA;Priority;dataset-LargeVF
2677;h_5;5.0;89.7929;MFF;BLA;Priority;dataset-LargeVF
2677;h_4;4.0;89.7906;MFF;BLA;Priority;dataset-LargeVF
2677;h_3;3.0;89.4504;MFF;BLA;Priority;dataset-LargeVF
2677;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2677;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
2786;h_7;7.0;93.7115;MFF;BLA;Priority;dataset-LargeVF
2786;h_6;6.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_5;5.0;93.4595;MFF;BLA;Priority;dataset-LargeVF
2786;h_4;4.0;93.4572;MFF;BLA;Priority;dataset-LargeVF
2786;h_3;3.0;93.103;MFF;BLA;Priority;dataset-LargeVF
2786;h_2;2.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_1;1.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_0;0.0;0.0;MFF;BLA;Priority;dataset-LargeVF
2786;h_19;19.0;93.7092;MFF;BLA;Priority;dataset-LargeVF
2786;h_18;18.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_17;17.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_16;16.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_15;15.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_14;14.0;93.7216;MFF;BLA;Priority;dataset-LargeVF
2786;h_13;13.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_12;12.0;93.7177;MFF;BLA;Priority;dataset-LargeVF
2786;h_11;11.0;93.7154;MFF;BLA;Priority;dataset-LargeVF
2786;h_10;10.0;93.7139;MFF;BLA;Priority;dataset-LargeVF
2786;h_9;9.0;93.4672;MFF;BLA;Priority;dataset-LargeVF
2786;h_8;8.0;93.4622;MFF;BLA;Priority;dataset-LargeVF
