# units: time(s); hostId; cpu(%); ram(%); bw(%); energy(Wh)
350;1;3.1250;6.2500;5.0000;11.6749
350;0;1.9531;4.6875;4.5000;11.6723
360;11;1.5625;6.2500;6.0000;12.0061
360;10;1.5625;6.2500;5.0000;12.0060
360;9;1.1719;4.6875;5.0000;12.0046
360;8;6.2500;12.5000;10.0000;12.0169
360;7;1.5625;6.2500;5.0000;12.0060
360;6;1.9531;4.6875;4.0000;12.0058
360;5;6.2500;12.5000;10.0000;12.0169
360;4;0.7813;3.1250;4.0000;12.0032
360;3;1.1719;4.6875;4.5000;12.0046
360;2;1.5625;6.2500;4.0000;12.0059
360;1;3.1250;6.2500;5.0000;12.0084
360;0;1.9531;4.6875;4.5000;12.0058
370;11;1.5625;6.2500;6.0000;12.3396
370;10;1.5625;6.2500;5.0000;12.3395
370;9;1.1719;4.6875;5.0000;12.3381
370;8;6.2500;12.5000;10.0000;12.3507
370;7;1.5625;6.2500;5.0000;12.3395
370;6;1.9531;4.6875;4.0000;12.3392
370;5;6.2500;12.5000;10.0000;12.3507
370;4;0.7813;3.1250;4.0000;12.3366
370;3;1.1719;4.6875;4.5000;12.3381
370;2;1.5625;6.2500;4.0000;12.3394
370;1;3.1250;6.2500;5.0000;12.3420
370;0;1.9531;4.6875;4.5000;12.3393
380;11;1.5625;6.2500;6.0000;12.6731
380;10;1.5625;6.2500;5.0000;12.6730
380;9;1.1719;4.6875;5.0000;12.6716
380;8;6.2500;12.5000;10.0000;12.6845
380;7;1.5625;6.2500;5.0000;12.6730
380;6;1.9531;4.6875;4.0000;12.6727
380;5;6.2500;12.5000;10.0000;12.6845
380;4;0.7813;3.1250;4.0000;12.6700
380;3;1.1719;4.6875;4.5000;12.6715
380;2;1.5625;6.2500;4.0000;12.6729
380;1;3.1250;6.2500;5.0000;12.6756
380;0;1.9531;4.6875;4.5000;12.6728
390;11;1.5625;6.2500;6.0000;13.0066
390;10;1.5625;6.2500;5.0000;13.0065
