0;1;2;vm_policy;link_policy;wf_policy
630;11;11.4887;LFF;BLA;Priority
630;10;11.4887;LFF;BLA;Priority
630;9;11.4887;LFF;BLA;Priority
630;8;11.4887;LFF;BLA;Priority
630;7;11.4887;LFF;BLA;Priority
630;6;11.4887;LFF;BLA;Priority
640;12;11.674;LFF;BLA;Priority
640;11;11.674;LFF;BLA;Priority
640;10;11.674;LFF;BLA;Priority
640;9;11.674;LFF;BLA;Priority
640;8;11.674;LFF;BLA;Priority
640;7;11.674;LFF;BLA;Priority
640;6;11.674;LFF;BLA;Priority
650;12;11.8593;LFF;BLA;Priority
650;11;11.8593;LFF;BLA;Priority
650;10;11.8593;LFF;BLA;Priority
650;9;11.8593;LFF;BLA;Priority
650;8;11.8593;LFF;BLA;Priority
650;7;11.8593;LFF;BLA;Priority
650;6;11.8593;LFF;BLA;Priority
660;12;12.0446;LFF;BLA;Priority
660;11;12.0446;LFF;BLA;Priority
660;10;12.0446;LFF;BLA;Priority
660;9;12.0446;LFF;BLA;Priority
660;8;12.0446;LFF;BLA;Priority
660;7;12.0446;LFF;BLA;Priority
660;6;12.0446;LFF;BLA;Priority
670;12;12.2298;LFF;BLA;Priority
670;11;12.2298;LFF;BLA;Priority
670;10;12.2298;LFF;BLA;Priority
670;9;12.2298;LFF;BLA;Priority
670;8;12.2298;LFF;BLA;Priority
670;7;12.2298;LFF;BLA;Priority
670;6;12.2298;LFF;BLA;Priority
680;12;12.4151;LFF;BLA;Priority
680;11;12.4151;LFF;BLA;Priority
680;10;12.4151;LFF;BLA;Priority
680;9;12.4151;LFF;BLA;Priority
680;8;12.4151;LFF;BLA;Priority
680;7;12.4151;LFF;BLA;Priority
680;6;12.4151;LFF;BLA;Priority
690;12;12.6004;LFF;BLA;Priority
690;11;12.6004;LFF;BLA;Priority
690;10;12.6004;LFF;BLA;Priority
690;9;12.6004;LFF;BLA;Priority
690;8;12.6004;LFF;BLA;Priority
690;7;12.6004;LFF;BLA;Priority
690;6;12.6004;LFF;BLA;Priority
700;12;12.7857;LFF;BLA;Priority
700;11;12.7857;LFF;BLA;Priority
700;10;12.7857;LFF;BLA;Priority
700;9;12.7857;LFF;BLA;Priority
700;8;12.7857;LFF;BLA;Priority
700;7;12.7857;LFF;BLA;Priority
700;6;12.7857;LFF;BLA;Priority
710;12;12.9709;LFF;BLA;Priority
710;11;12.9709;LFF;BLA;Priority
710;10;12.9709;LFF;BLA;Priority
710;9;12.9709;LFF;BLA;Priority
710;8;12.9709;LFF;BLA;Priority
710;7;12.9709;LFF;BLA;Priority
710;6;12.9709;LFF;BLA;Priority
720;12;13.1562;LFF;BLA;Priority
720;11;13.1562;LFF;BLA;Priority
720;10;13.1562;LFF;BLA;Priority
720;9;13.1562;LFF;BLA;Priority
720;8;13.1562;LFF;BLA;Priority
720;7;13.1562;LFF;BLA;Priority
720;6;13.1562;LFF;BLA;Priority
730;12;13.3415;LFF;BLA;Priority
730;11;13.3415;LFF;BLA;Priority
730;10;13.3415;LFF;BLA;Priority
