0;1;2;3;4;5;6;7;vm_policy;link_policy;wf_policy
timestamp;hostId;vmIds;cpu(%);ram(%);bw(%);policy;energy(W);LFF;BLA;Priority
390;h_5;4;6.2500;12.5000;10.0000;LFF;12.6872;LFF;BLA;SJF
390;h_4;5;3.1250;6.2500;5.0000;LFF;12.6783;LFF;BLA;SJF
390;h_3;6|7;0.7813;3.1250;4.0000;LFF;12.6727;LFF;BLA;SJF
390;h_2;3;1.5625;6.2500;6.0000;LFF;12.6758;LFF;BLA;SJF
390;h_1;1;0.7813;3.1250;2.0000;LFF;12.6725;LFF;BLA;SJF
390;h_0;2|0;0.7813;3.1250;2.5000;LFF;12.6725;LFF;BLA;SJF
400;h_5;4;6.2500;12.5000;10.0000;LFF;13.0210;LFF;BLA;SJF
400;h_4;5;3.1250;6.2500;5.0000;LFF;13.0118;LFF;BLA;SJF
400;h_3;6|7;0.7813;3.1250;4.0000;LFF;13.0061;LFF;BLA;SJF
400;h_2;3;1.5625;6.2500;6.0000;LFF;13.0093;LFF;BLA;SJF
400;h_1;1;0.7813;3.1250;2.0000;LFF;13.0059;LFF;BLA;SJF
400;h_0;2|0;0.7813;3.1250;2.5000;LFF;13.0060;LFF;BLA;SJF
410;h_5;4;6.2500;12.5000;10.0000;LFF;13.3548;LFF;BLA;SJF
410;h_4;5;3.1250;6.2500;5.0000;LFF;13.3454;LFF;BLA;SJF
410;h_3;6|7;0.7813;3.1250;4.0000;LFF;13.3395;LFF;BLA;SJF
410;h_2;3;1.5625;6.2500;6.0000;LFF;13.3428;LFF;BLA;SJF
410;h_1;1;0.7813;3.1250;2.0000;LFF;13.3393;LFF;BLA;SJF
410;h_0;2|0;0.7813;3.1250;2.5000;LFF;13.3394;LFF;BLA;SJF
420;h_5;4;6.2500;12.5000;10.0000;LFF;13.6886;LFF;BLA;SJF
420;h_4;5;3.1250;6.2500;5.0000;LFF;13.6790;LFF;BLA;SJF
420;h_3;6|7;0.7813;3.1250;4.0000;LFF;13.6730;LFF;BLA;SJF
420;h_2;3;1.5625;6.2500;6.0000;LFF;13.6763;LFF;BLA;SJF
420;h_1;1;0.7813;3.1250;2.0000;LFF;13.6727;LFF;BLA;SJF
420;h_0;2|0;0.7813;3.1250;2.5000;LFF;13.6728;LFF;BLA;SJF
430;h_5;4;6.2500;12.5000;10.0000;LFF;14.0224;LFF;BLA;SJF
430;h_4;5;3.1250;6.2500;5.0000;LFF;14.0125;LFF;BLA;SJF
430;h_3;6|7;0.7813;3.1250;4.0000;LFF;14.0064;LFF;BLA;SJF
430;h_2;3;1.5625;6.2500;6.0000;LFF;14.0098;LFF;BLA;SJF
430;h_1;1;0.7813;3.1250;2.0000;LFF;14.0062;LFF;BLA;SJF
430;h_0;2|0;0.7813;3.1250;2.5000;LFF;14.0062;LFF;BLA;SJF
440;h_5;4;6.2500;12.5000;10.0000;LFF;14.3562;LFF;BLA;SJF
440;h_4;5;3.1250;6.2500;5.0000;LFF;14.3461;LFF;BLA;SJF
440;h_3;6|7;0.7813;3.1250;4.0000;LFF;14.3398;LFF;BLA;SJF
440;h_2;3;1.5625;6.2500;6.0000;LFF;14.3433;LFF;BLA;SJF
440;h_1;1;0.7813;3.1250;2.0000;LFF;14.3396;LFF;BLA;SJF
440;h_0;2|0;0.7813;3.1250;2.5000;LFF;14.3396;LFF;BLA;SJF
450;h_5;4;6.2500;12.5000;10.0000;LFF;14.6900;LFF;BLA;SJF
450;h_4;5;3.1250;6.2500;5.0000;LFF;14.6797;LFF;BLA;SJF
450;h_3;6|7;0.7813;3.1250;4.0000;LFF;14.6732;LFF;BLA;SJF
450;h_2;3;1.5625;6.2500;6.0000;LFF;14.6769;LFF;BLA;SJF
450;h_1;1;0.7813;3.1250;2.0000;LFF;14.6730;LFF;BLA;SJF
450;h_0;2|0;0.7813;3.1250;2.5000;LFF;14.6730;LFF;BLA;SJF
460;h_5;4;6.2500;12.5000;10.0000;LFF;15.0238;LFF;BLA;SJF
460;h_4;5;3.1250;6.2500;5.0000;LFF;15.0132;LFF;BLA;SJF
460;h_3;6|7;0.7813;3.1250;4.0000;LFF;15.0066;LFF;BLA;SJF
460;h_2;3;1.5625;6.2500;6.0000;LFF;15.0104;LFF;BLA;SJF
460;h_1;1;0.7813;3.1250;2.0000;LFF;15.0064;LFF;BLA;SJF
460;h_0;2|0;0.7813;3.1250;2.5000;LFF;15.0065;LFF;BLA;SJF
470;h_5;4;6.2500;12.5000;10.0000;LFF;15.3576;LFF;BLA;SJF
470;h_4;5;3.1250;6.2500;5.0000;LFF;15.3468;LFF;BLA;SJF
470;h_3;6|7;0.7813;3.1250;4.0000;LFF;15.3401;LFF;BLA;SJF
470;h_2;3;1.5625;6.2500;6.0000;LFF;15.3439;LFF;BLA;SJF
470;h_1;1;0.7813;3.1250;2.0000;LFF;15.3398;LFF;BLA;SJF
470;h_0;2|0;0.7813;3.1250;2.5000;LFF;15.3399;LFF;BLA;SJF
480;h_5;4;6.2500;12.5000;10.0000;LFF;15.6914;LFF;BLA;SJF
480;h_4;5;3.1250;6.2500;5.0000;LFF;15.6804;LFF;BLA;SJF
480;h_3;6|7;0.7813;3.1250;4.0000;LFF;15.6735;LFF;BLA;SJF
480;h_2;3;1.5625;6.2500;6.0000;LFF;15.6774;LFF;BLA;SJF
480;h_1;1;0.7813;3.1250;2.0000;LFF;15.6732;LFF;BLA;SJF
480;h_0;2|0;0.7813;3.1250;2.5000;LFF;15.6733;LFF;BLA;SJF
490;h_5;4;6.2500;12.5000;10.0000;LFF;16.0252;LFF;BLA;SJF
490;h_4;5;3.1250;6.2500;5.0000;LFF;16.0139;LFF;BLA;SJF
490;h_3;6|7;0.7813;3.1250;4.0000;LFF;16.0069;LFF;BLA;SJF
490;h_2;3;1.5625;6.2500;6.0000;LFF;16.0109;LFF;BLA;SJF
490;h_1;1;0.7813;3.1250;2.0000;LFF;16.0066;LFF;BLA;SJF
490;h_0;2|0;0.7813;3.1250;2.5000;LFF;16.0067;LFF;BLA;SJF
500;h_5;4;6.2500;12.5000;10.0000;LFF;16.3590;LFF;BLA;SJF
500;h_4;5;3.1250;6.2500;5.0000;LFF;16.3475;LFF;BLA;SJF
500;h_3;6|7;0.7813;3.1250;4.0000;LFF;16.3403;LFF;BLA;SJF
500;h_2;3;1.5625;6.2500;6.0000;LFF;16.3444;LFF;BLA;SJF
500;h_1;1;0.7813;3.1250;2.0000;LFF;16.3401;LFF;BLA;SJF
500;h_0;2|0;0.7813;3.1250;2.5000;LFF;16.3401;LFF;BLA;SJF
510;h_5;4;6.2500;12.5000;10.0000;LFF;16.6928;LFF;BLA;SJF
510;h_4;5;3.1250;6.2500;5.0000;LFF;16.6811;LFF;BLA;SJF
510;h_3;6|7;0.7813;3.1250;4.0000;LFF;16.6738;LFF;BLA;SJF
510;h_2;3;1.5625;6.2500;6.0000;LFF;16.6779;LFF;BLA;SJF
510;h_1;1;0.7813;3.1250;2.0000;LFF;16.6735;LFF;BLA;SJF
510;h_0;2|0;0.7813;3.1250;2.5000;LFF;16.6735;LFF;BLA;SJF
520;h_5;4;6.2500;12.5000;10.0000;LFF;17.0266;LFF;BLA;SJF
520;h_4;5;3.1250;6.2500;5.0000;LFF;17.0146;LFF;BLA;SJF
520;h_3;6|7;0.7813;3.1250;4.0000;LFF;17.0072;LFF;BLA;SJF
520;h_2;3;1.5625;6.2500;6.0000;LFF;17.0114;LFF;BLA;SJF
520;h_1;1;0.7813;3.1250;2.0000;LFF;17.0069;LFF;BLA;SJF
520;h_0;2|0;0.7813;3.1250;2.5000;LFF;17.0070;LFF;BLA;SJF
530;h_5;4;6.2500;12.5000;10.0000;LFF;17.3604;LFF;BLA;SJF
530;h_4;5;3.1250;6.2500;5.0000;LFF;17.3482;LFF;BLA;SJF
530;h_3;6|7;0.7813;3.1250;4.0000;LFF;17.3406;LFF;BLA;SJF
530;h_2;3;1.5625;6.2500;6.0000;LFF;17.3449;LFF;BLA;SJF
530;h_1;1;0.7813;3.1250;2.0000;LFF;17.3403;LFF;BLA;SJF
530;h_0;2|0;0.7813;3.1250;2.5000;LFF;17.3404;LFF;BLA;SJF
540;h_5;4;6.2500;12.5000;10.0000;LFF;17.6942;LFF;BLA;SJF
540;h_4;5;3.1250;6.2500;5.0000;LFF;17.6818;LFF;BLA;SJF
540;h_3;6|7;0.7813;3.1250;4.0000;LFF;17.6740;LFF;BLA;SJF
540;h_2;3;1.5625;6.2500;6.0000;LFF;17.6784;LFF;BLA;SJF
540;h_1;1;0.7813;3.1250;2.0000;LFF;17.6737;LFF;BLA;SJF
540;h_0;2|0;0.7813;3.1250;2.5000;LFF;17.6738;LFF;BLA;SJF
550;h_5;4;6.2500;12.5000;10.0000;LFF;18.0280;LFF;BLA;SJF
550;h_4;5;3.1250;6.2500;5.0000;LFF;18.0153;LFF;BLA;SJF
550;h_3;6|7;0.7813;3.1250;4.0000;LFF;18.0074;LFF;BLA;SJF
550;h_2;3;1.5625;6.2500;6.0000;LFF;18.0119;LFF;BLA;SJF
550;h_1;1;0.7813;3.1250;2.0000;LFF;18.0071;LFF;BLA;SJF
550;h_0;2|0;0.7813;3.1250;2.5000;LFF;18.0072;LFF;BLA;SJF
560;h_5;4;6.2500;12.5000;10.0000;LFF;18.3618;LFF;BLA;SJF
560;h_4;5;3.1250;6.2500;5.0000;LFF;18.3489;LFF;BLA;SJF
560;h_3;6|7;0.7813;3.1250;4.0000;LFF;18.3409;LFF;BLA;SJF
560;h_2;3;1.5625;6.2500;6.0000;LFF;18.3454;LFF;BLA;SJF
560;h_1;1;0.7813;3.1250;2.0000;LFF;18.3406;LFF;BLA;SJF
560;h_0;2|0;0.7813;3.1250;2.5000;LFF;18.3406;LFF;BLA;SJF
570;h_5;4;6.2500;12.5000;10.0000;LFF;18.6956;LFF;BLA;SJF
570;h_4;5;3.1250;6.2500;5.0000;LFF;18.6825;LFF;BLA;SJF
570;h_3;6|7;0.7813;3.1250;4.0000;LFF;18.6743;LFF;BLA;SJF
570;h_2;3;1.5625;6.2500;6.0000;LFF;18.6789;LFF;BLA;SJF
570;h_1;1;0.7813;3.1250;2.0000;LFF;18.6740;LFF;BLA;SJF
570;h_0;2|0;0.7813;3.1250;2.5000;LFF;18.6740;LFF;BLA;SJF
580;h_5;4;6.2500;12.5000;10.0000;LFF;19.0294;LFF;BLA;SJF
580;h_4;5;3.1250;6.2500;5.0000;LFF;19.0161;LFF;BLA;SJF
580;h_3;6|7;0.7813;3.1250;4.0000;LFF;19.0077;LFF;BLA;SJF
580;h_2;3;1.5625;6.2500;6.0000;LFF;19.0124;LFF;BLA;SJF
580;h_1;1;0.7813;3.1250;2.0000;LFF;19.0074;LFF;BLA;SJF
580;h_0;2|0;0.7813;3.1250;2.5000;LFF;19.0075;LFF;BLA;SJF
590;h_5;4;6.2500;12.5000;10.0000;LFF;19.3632;LFF;BLA;SJF
590;h_4;5;3.1250;6.2500;5.0000;LFF;19.3496;LFF;BLA;SJF
590;h_3;6|7;0.7813;3.1250;4.0000;LFF;19.3411;LFF;BLA;SJF
590;h_2;3;1.5625;6.2500;6.0000;LFF;19.3459;LFF;BLA;SJF
590;h_1;1;0.7813;3.1250;2.0000;LFF;19.3408;LFF;BLA;SJF
590;h_0;2|0;0.7813;3.1250;2.5000;LFF;19.3409;LFF;BLA;SJF
600;h_5;4;6.2500;12.5000;10.0000;LFF;19.6970;LFF;BLA;SJF
600;h_4;5;3.1250;6.2500;5.0000;LFF;19.6832;LFF;BLA;SJF
600;h_3;6|7;0.7813;3.1250;4.0000;LFF;19.6745;LFF;BLA;SJF
600;h_2;3;1.5625;6.2500;6.0000;LFF;19.6794;LFF;BLA;SJF
600;h_1;1;0.7813;3.1250;2.0000;LFF;19.6742;LFF;BLA;SJF
600;h_0;2|0;0.7813;3.1250;2.5000;LFF;19.6743;LFF;BLA;SJF
610;h_5;4;6.2500;12.5000;10.0000;LFF;20.0308;LFF;BLA;SJF
610;h_4;5;3.1250;6.2500;5.0000;LFF;20.0168;LFF;BLA;SJF
610;h_3;6|7;0.7813;3.1250;4.0000;LFF;20.0080;LFF;BLA;SJF
610;h_2;3;1.5625;6.2500;6.0000;LFF;20.0129;LFF;BLA;SJF
610;h_1;1;0.7813;3.1250;2.0000;LFF;20.0076;LFF;BLA;SJF
610;h_0;2|0;0.7813;3.1250;2.5000;LFF;20.0077;LFF;BLA;SJF
620;h_5;4;6.2500;12.5000;10.0000;LFF;20.3646;LFF;BLA;SJF
620;h_4;5;3.1250;6.2500;5.0000;LFF;20.3503;LFF;BLA;SJF
620;h_3;6|7;0.7813;3.1250;4.0000;LFF;20.3414;LFF;BLA;SJF
620;h_2;3;1.5625;6.2500;6.0000;LFF;20.3464;LFF;BLA;SJF
620;h_1;1;0.7813;3.1250;2.0000;LFF;20.3410;LFF;BLA;SJF
620;h_0;2|0;0.7813;3.1250;2.5000;LFF;20.3411;LFF;BLA;SJF
630;h_5;4;6.2500;12.5000;10.0000;LFF;20.6984;LFF;BLA;SJF
630;h_4;5;3.1250;6.2500;5.0000;LFF;20.6839;LFF;BLA;SJF
630;h_3;6|7;0.7813;3.1250;4.0000;LFF;20.6748;LFF;BLA;SJF
630;h_2;3;1.5625;6.2500;6.0000;LFF;20.6799;LFF;BLA;SJF
630;h_1;1;0.7813;3.1250;2.0000;LFF;20.6745;LFF;BLA;SJF
630;h_0;2|0;0.7813;3.1250;2.5000;LFF;20.6746;LFF;BLA;SJF
640;h_5;4;6.2500;12.5000;10.0000;LFF;21.0322;LFF;BLA;SJF
640;h_4;5;3.1250;6.2500;5.0000;LFF;21.0175;LFF;BLA;SJF
640;h_3;6|7;0.7813;3.1250;4.0000;LFF;21.0082;LFF;BLA;SJF
640;h_2;3;1.5625;6.2500;6.0000;LFF;21.0134;LFF;BLA;SJF
640;h_1;1;0.7813;3.1250;2.0000;LFF;21.0079;LFF;BLA;SJF
640;h_0;2|0;0.7813;3.1250;2.5000;LFF;21.0080;LFF;BLA;SJF
650;h_5;4;6.2500;12.5000;10.0000;LFF;21.3660;LFF;BLA;SJF
650;h_4;5;3.1250;6.2500;5.0000;LFF;21.3510;LFF;BLA;SJF
650;h_3;6|7;0.7813;3.1250;4.0000;LFF;21.3417;LFF;BLA;SJF
650;h_2;3;1.5625;6.2500;6.0000;LFF;21.3469;LFF;BLA;SJF
650;h_1;1;0.7813;3.1250;2.0000;LFF;21.3413;LFF;BLA;SJF
650;h_0;2|0;0.7813;3.1250;2.5000;LFF;21.3414;LFF;BLA;SJF
660;h_5;4;6.2500;12.5000;10.0000;LFF;21.6998;LFF;BLA;SJF
660;h_4;5;3.1250;6.2500;5.0000;LFF;21.6846;LFF;BLA;SJF
660;h_3;6|7;0.7813;3.1250;4.0000;LFF;21.6751;LFF;BLA;SJF
660;h_2;3;1.5625;6.2500;6.0000;LFF;21.6804;LFF;BLA;SJF
660;h_1;1;0.7813;3.1250;2.0000;LFF;21.6747;LFF;BLA;SJF
660;h_0;2|0;0.7813;3.1250;2.5000;LFF;21.6748;LFF;BLA;SJF
670;h_5;4;6.2500;12.5000;10.0000;LFF;22.0336;LFF;BLA;SJF
670;h_4;5;3.1250;6.2500;5.0000;LFF;22.0182;LFF;BLA;SJF
670;h_3;6|7;0.7813;3.1250;4.0000;LFF;22.0085;LFF;BLA;SJF
670;h_2;3;1.5625;6.2500;6.0000;LFF;22.0139;LFF;BLA;SJF
670;h_1;1;0.7813;3.1250;2.0000;LFF;22.0081;LFF;BLA;SJF
670;h_0;2|0;0.7813;3.1250;2.5000;LFF;22.0082;LFF;BLA;SJF
680;h_5;4;6.2500;12.5000;10.0000;LFF;22.3674;LFF;BLA;SJF
680;h_4;5;3.1250;6.2500;5.0000;LFF;22.3517;LFF;BLA;SJF
680;h_3;6|7;0.7813;3.1250;4.0000;LFF;22.3419;LFF;BLA;SJF
680;h_2;3;1.5625;6.2500;6.0000;LFF;22.3474;LFF;BLA;SJF
680;h_1;1;0.7813;3.1250;2.0000;LFF;22.3415;LFF;BLA;SJF
680;h_0;2|0;0.7813;3.1250;2.5000;LFF;22.3416;LFF;BLA;SJF
690;h_5;4;6.2500;12.5000;10.0000;LFF;22.7012;LFF;BLA;SJF
690;h_4;5;3.1250;6.2500;5.0000;LFF;22.6853;LFF;BLA;SJF
690;h_3;6|7;0.7813;3.1250;4.0000;LFF;22.6753;LFF;BLA;SJF
690;h_2;3;1.5625;6.2500;6.0000;LFF;22.6809;LFF;BLA;SJF
690;h_1;1;0.7813;3.1250;2.0000;LFF;22.6750;LFF;BLA;SJF
690;h_0;2|0;0.7813;3.1250;2.5000;LFF;22.6751;LFF;BLA;SJF
700;h_5;4;6.2500;12.5000;10.0000;LFF;23.0350;LFF;BLA;SJF
700;h_4;5;3.1250;6.2500;5.0000;LFF;23.0189;LFF;BLA;SJF
700;h_3;6|7;0.7813;3.1250;4.0000;LFF;23.0088;LFF;BLA;SJF
700;h_2;3;1.5625;6.2500;6.0000;LFF;23.0144;LFF;BLA;SJF
700;h_1;1;0.7813;3.1250;2.0000;LFF;23.0084;LFF;BLA;SJF
700;h_0;2|0;0.7813;3.1250;2.5000;LFF;23.0085;LFF;BLA;SJF
710;h_5;4;6.2500;12.5000;10.0000;LFF;23.3688;LFF;BLA;SJF
710;h_4;5;3.1250;6.2500;5.0000;LFF;23.3524;LFF;BLA;SJF
710;h_3;6|7;0.7813;3.1250;4.0000;LFF;23.3422;LFF;BLA;SJF
710;h_2;3;1.5625;6.2500;6.0000;LFF;23.3479;LFF;BLA;SJF
710;h_1;1;0.7813;3.1250;2.0000;LFF;23.3418;LFF;BLA;SJF
710;h_0;2|0;0.7813;3.1250;2.5000;LFF;23.3419;LFF;BLA;SJF
720;h_5;4;6.2500;12.5000;10.0000;LFF;23.7026;LFF;BLA;SJF
720;h_4;5;3.1250;6.2500;5.0000;LFF;23.6860;LFF;BLA;SJF
720;h_3;6|7;0.7813;3.1250;4.0000;LFF;23.6756;LFF;BLA;SJF
720;h_2;3;1.5625;6.2500;6.0000;LFF;23.6815;LFF;BLA;SJF
720;h_1;1;0.7813;3.1250;2.0000;LFF;23.6752;LFF;BLA;SJF
720;h_0;2|0;0.7813;3.1250;2.5000;LFF;23.6753;LFF;BLA;SJF
730;h_5;4;6.2500;12.5000;10.0000;LFF;24.0364;LFF;BLA;SJF
730;h_4;5;3.1250;6.2500;5.0000;LFF;24.0196;LFF;BLA;SJF
730;h_3;6|7;0.7813;3.1250;4.0000;LFF;24.0090;LFF;BLA;SJF
730;h_2;3;1.5625;6.2500;6.0000;LFF;24.0150;LFF;BLA;SJF
730;h_1;1;0.7813;3.1250;2.0000;LFF;24.0086;LFF;BLA;SJF
730;h_0;2|0;0.7813;3.1250;2.5000;LFF;24.0087;LFF;BLA;SJF
740;h_5;4;6.2500;12.5000;10.0000;LFF;24.3702;LFF;BLA;SJF
740;h_4;5;3.1250;6.2500;5.0000;LFF;24.3531;LFF;BLA;SJF
740;h_3;6|7;0.7813;3.1250;4.0000;LFF;24.3424;LFF;BLA;SJF
740;h_2;3;1.5625;6.2500;6.0000;LFF;24.3485;LFF;BLA;SJF
740;h_1;1;0.7813;3.1250;2.0000;LFF;24.3420;LFF;BLA;SJF
740;h_0;2|0;0.7813;3.1250;2.5000;LFF;24.3421;LFF;BLA;SJF
750;h_5;4;6.2500;12.5000;10.0000;LFF;24.7040;LFF;BLA;SJF
750;h_4;5;3.1250;6.2500;5.0000;LFF;24.6867;LFF;BLA;SJF
750;h_3;6|7;0.7813;3.1250;4.0000;LFF;24.6759;LFF;BLA;SJF
750;h_2;3;1.5625;6.2500;6.0000;LFF;24.6820;LFF;BLA;SJF
750;h_1;1;0.7813;3.1250;2.0000;LFF;24.6755;LFF;BLA;SJF
750;h_0;2|0;0.7813;3.1250;2.5000;LFF;24.6756;LFF;BLA;SJF
760;h_5;4;6.2500;12.5000;10.0000;LFF;25.0379;LFF;BLA;SJF
760;h_4;5;3.1250;6.2500;5.0000;LFF;25.0203;LFF;BLA;SJF
760;h_3;6|7;0.7813;3.1250;4.0000;LFF;25.0093;LFF;BLA;SJF
760;h_2;3;1.5625;6.2500;6.0000;LFF;25.0155;LFF;BLA;SJF
760;h_1;1;0.7813;3.1250;2.0000;LFF;25.0089;LFF;BLA;SJF
760;h_0;2|0;0.7813;3.1250;2.5000;LFF;25.0090;LFF;BLA;SJF
770;h_5;4;6.2500;12.5000;10.0000;LFF;25.3717;LFF;BLA;SJF
770;h_4;5;3.1250;6.2500;5.0000;LFF;25.3538;LFF;BLA;SJF
770;h_3;6|7;0.7813;3.1250;4.0000;LFF;25.3427;LFF;BLA;SJF
770;h_2;3;1.5625;6.2500;6.0000;LFF;25.3490;LFF;BLA;SJF
770;h_1;1;0.7813;3.1250;2.0000;LFF;25.3423;LFF;BLA;SJF
770;h_0;2|0;0.7813;3.1250;2.5000;LFF;25.3424;LFF;BLA;SJF
780;h_5;4;6.2500;12.5000;10.0000;LFF;25.7055;LFF;BLA;SJF
780;h_4;5;3.1250;6.2500;5.0000;LFF;25.6874;LFF;BLA;SJF
780;h_3;6|7;0.7813;3.1250;4.0000;LFF;25.6761;LFF;BLA;SJF
780;h_2;3;1.5625;6.2500;6.0000;LFF;25.6825;LFF;BLA;SJF
780;h_1;1;0.7813;3.1250;2.0000;LFF;25.6757;LFF;BLA;SJF
780;h_0;2|0;0.7813;3.1250;2.5000;LFF;25.6758;LFF;BLA;SJF
790;h_5;4;6.2500;12.5000;10.0000;LFF;26.0393;LFF;BLA;SJF
790;h_4;5;3.1250;6.2500;5.0000;LFF;26.0210;LFF;BLA;SJF
790;h_3;6|7;0.7813;3.1250;4.0000;LFF;26.0096;LFF;BLA;SJF
790;h_2;3;1.5625;6.2500;6.0000;LFF;26.0160;LFF;BLA;SJF
790;h_1;1;0.7813;3.1250;2.0000;LFF;26.0091;LFF;BLA;SJF
790;h_0;2|0;0.7813;3.1250;2.5000;LFF;26.0092;LFF;BLA;SJF
800;h_5;4;6.2500;12.5000;10.0000;LFF;26.3731;LFF;BLA;SJF
800;h_4;5;3.1250;6.2500;5.0000;LFF;26.3545;LFF;BLA;SJF
800;h_3;6|7;0.7813;3.1250;4.0000;LFF;26.3430;LFF;BLA;SJF
800;h_2;3;1.5625;6.2500;6.0000;LFF;26.3495;LFF;BLA;SJF
800;h_1;1;0.7813;3.1250;2.0000;LFF;26.3425;LFF;BLA;SJF
800;h_0;2|0;0.7813;3.1250;2.5000;LFF;26.3426;LFF;BLA;SJF
810;h_5;4;6.2500;12.5000;10.0000;LFF;26.7069;LFF;BLA;SJF
810;h_4;5;3.1250;6.2500;5.0000;LFF;26.6881;LFF;BLA;SJF
810;h_3;6|7;0.7813;3.1250;4.0000;LFF;26.6764;LFF;BLA;SJF
810;h_2;3;1.5625;6.2500;6.0000;LFF;26.6830;LFF;BLA;SJF
810;h_1;1;0.7813;3.1250;2.0000;LFF;26.6759;LFF;BLA;SJF
810;h_0;2|0;0.7813;3.1250;2.5000;LFF;26.6761;LFF;BLA;SJF
820;h_5;4;6.2500;12.5000;10.0000;LFF;27.0407;LFF;BLA;SJF
820;h_4;5;3.1250;6.2500;5.0000;LFF;27.0217;LFF;BLA;SJF
820;h_3;6|7;0.7813;3.1250;4.0000;LFF;27.0098;LFF;BLA;SJF
820;h_2;3;1.5625;6.2500;6.0000;LFF;27.0165;LFF;BLA;SJF
820;h_1;1;0.7813;3.1250;2.0000;LFF;27.0094;LFF;BLA;SJF
820;h_0;2|0;0.7813;3.1250;2.5000;LFF;27.0095;LFF;BLA;SJF
830;h_5;4;6.2500;12.5000;10.0000;LFF;27.3745;LFF;BLA;SJF
830;h_4;5;3.1250;6.2500;5.0000;LFF;27.3552;LFF;BLA;SJF
830;h_3;6|7;0.7813;3.1250;4.0000;LFF;27.3432;LFF;BLA;SJF
830;h_2;3;1.5625;6.2500;6.0000;LFF;27.3500;LFF;BLA;SJF
830;h_1;1;0.7813;3.1250;2.0000;LFF;27.3428;LFF;BLA;SJF
830;h_0;2|0;0.7813;3.1250;2.5000;LFF;27.3429;LFF;BLA;SJF
840;h_5;4;6.2500;12.5000;10.0000;LFF;27.7083;LFF;BLA;SJF
840;h_4;5;3.1250;6.2500;5.0000;LFF;27.6888;LFF;BLA;SJF
840;h_3;6|7;0.7813;3.1250;4.0000;LFF;27.6767;LFF;BLA;SJF
840;h_2;3;1.5625;6.2500;6.0000;LFF;27.6835;LFF;BLA;SJF
840;h_1;1;0.7813;3.1250;2.0000;LFF;27.6762;LFF;BLA;SJF
840;h_0;2|0;0.7813;3.1250;2.5000;LFF;27.6763;LFF;BLA;SJF
850;h_5;4;6.2500;12.5000;10.0000;LFF;28.0421;LFF;BLA;SJF
850;h_4;5;3.1250;6.2500;5.0000;LFF;28.0224;LFF;BLA;SJF
850;h_3;6|7;0.7813;3.1250;4.0000;LFF;28.0101;LFF;BLA;SJF
850;h_2;3;1.5625;6.2500;6.0000;LFF;28.0170;LFF;BLA;SJF
850;h_1;1;0.7813;3.1250;2.0000;LFF;28.0096;LFF;BLA;SJF
850;h_0;2|0;0.7813;3.1250;2.5000;LFF;28.0097;LFF;BLA;SJF
860;h_5;4;6.2500;12.5000;10.0000;LFF;28.3759;LFF;BLA;SJF
860;h_4;5;3.1250;6.2500;5.0000;LFF;28.3559;LFF;BLA;SJF
860;h_3;6|7;0.7813;3.1250;4.0000;LFF;28.3435;LFF;BLA;SJF
860;h_2;3;1.5625;6.2500;6.0000;LFF;28.3505;LFF;BLA;SJF
860;h_1;1;0.7813;3.1250;2.0000;LFF;28.3430;LFF;BLA;SJF
860;h_0;2|0;0.7813;3.1250;2.5000;LFF;28.3431;LFF;BLA;SJF
870;h_5;4;6.2500;12.5000;10.0000;LFF;28.7097;LFF;BLA;SJF
870;h_4;5;3.1250;6.2500;5.0000;LFF;28.6895;LFF;BLA;SJF
870;h_3;6|7;0.7813;3.1250;4.0000;LFF;28.6769;LFF;BLA;SJF
870;h_2;3;1.5625;6.2500;6.0000;LFF;28.6840;LFF;BLA;SJF
870;h_1;1;0.7813;3.1250;2.0000;LFF;28.6764;LFF;BLA;SJF
870;h_0;2|0;0.7813;3.1250;2.5000;LFF;28.6766;LFF;BLA;SJF
880;h_5;4;6.2500;12.5000;10.0000;LFF;29.0435;LFF;BLA;SJF
880;h_4;5;3.1250;6.2500;5.0000;LFF;29.0231;LFF;BLA;SJF
880;h_3;6|7;0.7813;3.1250;4.0000;LFF;29.0103;LFF;BLA;SJF
880;h_2;3;1.5625;6.2500;6.0000;LFF;29.0175;LFF;BLA;SJF
880;h_1;1;0.7813;3.1250;2.0000;LFF;29.0099;LFF;BLA;SJF
880;h_0;2|0;0.7813;3.1250;2.5000;LFF;29.0100;LFF;BLA;SJF
890;h_5;4;6.2500;12.5000;10.0000;LFF;29.3773;LFF;BLA;SJF
890;h_4;5;3.1250;6.2500;5.0000;LFF;29.3567;LFF;BLA;SJF
890;h_3;6|7;0.7813;3.1250;4.0000;LFF;29.3438;LFF;BLA;SJF
890;h_2;3;1.5625;6.2500;6.0000;LFF;29.3510;LFF;BLA;SJF
890;h_1;1;0.7813;3.1250;2.0000;LFF;29.3433;LFF;BLA;SJF
890;h_0;2|0;0.7813;3.1250;2.5000;LFF;29.3434;LFF;BLA;SJF
900;h_5;4;6.2500;12.5000;10.0000;LFF;29.7111;LFF;BLA;SJF
900;h_4;5;3.1250;6.2500;5.0000;LFF;29.6902;LFF;BLA;SJF
900;h_3;6|7;0.7813;3.1250;4.0000;LFF;29.6772;LFF;BLA;SJF
900;h_2;3;1.5625;6.2500;6.0000;LFF;29.6845;LFF;BLA;SJF
900;h_1;1;0.7813;3.1250;2.0000;LFF;29.6767;LFF;BLA;SJF
