0;1;2;3;4;5;6;7;vm_policy;link_policy;wf_policy
timestamp;hostId;vmIds;cpu(%);ram(%);bw(%);policy;energy(W);LFF;BLA;Priority
1920;h_2;3;1.5625;6.2500;6.0000;LFF;63.6992;LFF;First;SJF
1920;h_1;1;0.7813;3.1250;2.0000;LFF;63.6824;LFF;First;SJF
1920;h_0;2|0;0.7813;3.1250;2.5000;LFF;63.6827;LFF;First;SJF
1930;h_5;4;6.2500;12.5000;10.0000;LFF;64.0900;LFF;First;SJF
1930;h_4;5;3.1250;6.2500;5.0000;LFF;64.0450;LFF;First;SJF
1930;h_3;6|7;0.7813;3.1250;4.0000;LFF;64.0169;LFF;First;SJF
1930;h_2;3;1.5625;6.2500;6.0000;LFF;64.0327;LFF;First;SJF
1930;h_1;1;0.7813;3.1250;2.0000;LFF;64.0158;LFF;First;SJF
1930;h_0;2|0;0.7813;3.1250;2.5000;LFF;64.0161;LFF;First;SJF
1940;h_5;4;6.2500;12.5000;10.0000;LFF;64.4238;LFF;First;SJF
1940;h_4;5;3.1250;6.2500;5.0000;LFF;64.3786;LFF;First;SJF
1940;h_3;6|7;0.7813;3.1250;4.0000;LFF;64.3503;LFF;First;SJF
1940;h_2;3;1.5625;6.2500;6.0000;LFF;64.3662;LFF;First;SJF
1940;h_1;1;0.7813;3.1250;2.0000;LFF;64.3493;LFF;First;SJF
1940;h_0;2|0;0.7813;3.1250;2.5000;LFF;64.3495;LFF;First;SJF
1950;h_5;4;6.2500;12.5000;10.0000;LFF;64.7576;LFF;First;SJF
1950;h_4;5;3.1250;6.2500;5.0000;LFF;64.7122;LFF;First;SJF
1950;h_3;6|7;0.7813;3.1250;4.0000;LFF;64.6837;LFF;First;SJF
1950;h_2;3;1.5625;6.2500;6.0000;LFF;64.6997;LFF;First;SJF
1950;h_1;1;0.7813;3.1250;2.0000;LFF;64.6827;LFF;First;SJF
1950;h_0;2|0;0.7813;3.1250;2.5000;LFF;64.6829;LFF;First;SJF
1960;h_5;4;6.2500;12.5000;10.0000;LFF;65.0914;LFF;First;SJF
1960;h_4;5;3.1250;6.2500;5.0000;LFF;65.0457;LFF;First;SJF
1960;h_3;6|7;0.7813;3.1250;4.0000;LFF;65.0172;LFF;First;SJF
1960;h_2;3;1.5625;6.2500;6.0000;LFF;65.0332;LFF;First;SJF
1960;h_1;1;0.7813;3.1250;2.0000;LFF;65.0161;LFF;First;SJF
1960;h_0;2|0;0.7813;3.1250;2.5000;LFF;65.0164;LFF;First;SJF
1970;h_5;4;6.2500;12.5000;10.0000;LFF;65.4252;LFF;First;SJF
1970;h_4;5;3.1250;6.2500;5.0000;LFF;65.3793;LFF;First;SJF
1970;h_3;6|7;0.7813;3.1250;4.0000;LFF;65.3506;LFF;First;SJF
1970;h_2;3;1.5625;6.2500;6.0000;LFF;65.3667;LFF;First;SJF
1970;h_1;1;0.7813;3.1250;2.0000;LFF;65.3495;LFF;First;SJF
1970;h_0;2|0;0.7813;3.1250;2.5000;LFF;65.3498;LFF;First;SJF
1980;h_5;4;6.2500;12.5000;10.0000;LFF;65.7590;LFF;First;SJF
1980;h_4;5;3.1250;6.2500;5.0000;LFF;65.7129;LFF;First;SJF
1980;h_3;6|7;0.7813;3.1250;4.0000;LFF;65.6840;LFF;First;SJF
1980;h_2;3;1.5625;6.2500;6.0000;LFF;65.7002;LFF;First;SJF
1980;h_1;1;0.7813;3.1250;2.0000;LFF;65.6829;LFF;First;SJF
1980;h_0;2|0;0.7813;3.1250;2.5000;LFF;65.6832;LFF;First;SJF
1990;h_5;4;6.2500;12.5000;10.0000;LFF;66.0928;LFF;First;SJF
1990;h_4;5;3.1250;6.2500;5.0000;LFF;66.0464;LFF;First;SJF
1990;h_3;6|7;0.7813;3.1250;4.0000;LFF;66.0174;LFF;First;SJF
1990;h_2;3;1.5625;6.2500;6.0000;LFF;66.0337;LFF;First;SJF
1990;h_1;1;0.7813;3.1250;2.0000;LFF;66.0163;LFF;First;SJF
1990;h_0;2|0;0.7813;3.1250;2.5000;LFF;66.0166;LFF;First;SJF
2000;h_5;4;6.2500;12.5000;10.0000;LFF;66.4266;LFF;First;SJF
2000;h_4;5;3.1250;6.2500;5.0000;LFF;66.3800;LFF;First;SJF
2000;h_3;6|7;0.7813;3.1250;4.0000;LFF;66.3509;LFF;First;SJF
2000;h_2;3;1.5625;6.2500;6.0000;LFF;66.3672;LFF;First;SJF
2000;h_1;1;0.7813;3.1250;2.0000;LFF;66.3497;LFF;First;SJF
2000;h_0;2|0;0.7813;3.1250;2.5000;LFF;66.3500;LFF;First;SJF
2010;h_5;4;6.2500;12.5000;10.0000;LFF;66.7604;LFF;First;SJF
2010;h_4;5;3.1250;6.2500;5.0000;LFF;66.7136;LFF;First;SJF
2010;h_3;6|7;0.7813;3.1250;4.0000;LFF;66.6843;LFF;First;SJF
2010;h_2;3;1.5625;6.2500;6.0000;LFF;66.7008;LFF;First;SJF
2010;h_1;1;0.7813;3.1250;2.0000;LFF;66.6832;LFF;First;SJF
2010;h_0;2|0;0.7813;3.1250;2.5000;LFF;66.6834;LFF;First;SJF
2020;h_5;4;6.2500;12.5000;10.0000;LFF;67.0942;LFF;First;SJF
2020;h_4;5;3.1250;6.2500;5.0000;LFF;67.0471;LFF;First;SJF
2020;h_3;6|7;0.7813;3.1250;4.0000;LFF;67.0177;LFF;First;SJF
2020;h_2;3;1.5625;6.2500;6.0000;LFF;67.0343;LFF;First;SJF
2020;h_1;1;0.7813;3.1250;2.0000;LFF;67.0166;LFF;First;SJF
2020;h_0;2|0;0.7813;3.1250;2.5000;LFF;67.0169;LFF;First;SJF
2030;h_5;4;6.2500;12.5000;10.0000;LFF;67.4280;LFF;First;SJF
2030;h_4;5;3.1250;6.2500;5.0000;LFF;67.3807;LFF;First;SJF
2030;h_3;6|7;0.7813;3.1250;4.0000;LFF;67.3511;LFF;First;SJF
2030;h_2;3;1.5625;6.2500;6.0000;LFF;67.3678;LFF;First;SJF
2030;h_1;1;0.7813;3.1250;2.0000;LFF;67.3500;LFF;First;SJF
2030;h_0;2|0;0.7813;3.1250;2.5000;LFF;67.3503;LFF;First;SJF
2040;h_5;4;6.2500;12.5000;10.0000;LFF;67.7618;LFF;First;SJF
2040;h_4;5;3.1250;6.2500;5.0000;LFF;67.7143;LFF;First;SJF
2040;h_3;6|7;0.7813;3.1250;4.0000;LFF;67.6845;LFF;First;SJF
2040;h_2;3;1.5625;6.2500;6.0000;LFF;67.7013;LFF;First;SJF
2040;h_1;1;0.7813;3.1250;2.0000;LFF;67.6834;LFF;First;SJF
2040;h_0;2|0;0.7813;3.1250;2.5000;LFF;67.6837;LFF;First;SJF
2050;h_5;4;6.2500;12.5000;10.0000;LFF;68.0956;LFF;First;SJF
2050;h_4;5;3.1250;6.2500;5.0000;LFF;68.0478;LFF;First;SJF
2050;h_3;6|7;0.7813;3.1250;4.0000;LFF;68.0180;LFF;First;SJF
2050;h_2;3;1.5625;6.2500;6.0000;LFF;68.0348;LFF;First;SJF
2050;h_1;1;0.7813;3.1250;2.0000;LFF;68.0168;LFF;First;SJF
2050;h_0;2|0;0.7813;3.1250;2.5000;LFF;68.0171;LFF;First;SJF
2060;h_5;4;6.2500;12.5000;10.0000;LFF;68.4294;LFF;First;SJF
2060;h_4;5;3.1250;6.2500;5.0000;LFF;68.3814;LFF;First;SJF
2060;h_3;6|7;0.7813;3.1250;4.0000;LFF;68.3514;LFF;First;SJF
2060;h_2;3;1.5625;6.2500;6.0000;LFF;68.3683;LFF;First;SJF
2060;h_1;1;0.7813;3.1250;2.0000;LFF;68.3502;LFF;First;SJF
2060;h_0;2|0;0.7813;3.1250;2.5000;LFF;68.3505;LFF;First;SJF
2070;h_5;4;6.2500;12.5000;10.0000;LFF;68.7633;LFF;First;SJF
2070;h_4;5;3.1250;6.2500;5.0000;LFF;68.7150;LFF;First;SJF
2070;h_3;6|7;0.7813;3.1250;4.0000;LFF;68.6848;LFF;First;SJF
2070;h_2;3;1.5625;6.2500;6.0000;LFF;68.7018;LFF;First;SJF
2070;h_1;1;0.7813;3.1250;2.0000;LFF;68.6837;LFF;First;SJF
2070;h_0;2|0;0.7813;3.1250;2.5000;LFF;68.6839;LFF;First;SJF
2080;h_5;4;6.2500;12.5000;10.0000;LFF;69.0971;LFF;First;SJF
2080;h_4;5;3.1250;6.2500;5.0000;LFF;69.0485;LFF;First;SJF
2080;h_3;6|7;0.7813;3.1250;4.0000;LFF;69.0182;LFF;First;SJF
2080;h_2;3;1.5625;6.2500;6.0000;LFF;69.0353;LFF;First;SJF
2080;h_1;1;0.7813;3.1250;2.0000;LFF;69.0171;LFF;First;SJF
2080;h_0;2|0;0.7813;3.1250;2.5000;LFF;69.0174;LFF;First;SJF
2090;h_5;4;6.2500;12.5000;10.0000;LFF;69.4309;LFF;First;SJF
2090;h_4;5;3.1250;6.2500;5.0000;LFF;69.3821;LFF;First;SJF
2090;h_3;6|7;0.7813;3.1250;4.0000;LFF;69.3516;LFF;First;SJF
2090;h_2;3;1.5625;6.2500;6.0000;LFF;69.3688;LFF;First;SJF
2090;h_1;1;0.7813;3.1250;2.0000;LFF;69.3505;LFF;First;SJF
2090;h_0;2|0;0.7813;3.1250;2.5000;LFF;69.3508;LFF;First;SJF
2100;h_5;4;6.2500;12.5000;10.0000;LFF;69.7647;LFF;First;SJF
2100;h_4;5;3.1250;6.2500;5.0000;LFF;69.7157;LFF;First;SJF
2100;h_3;6|7;0.7813;3.1250;4.0000;LFF;69.6851;LFF;First;SJF
2100;h_2;3;1.5625;6.2500;6.0000;LFF;69.7023;LFF;First;SJF
2100;h_1;1;0.7813;3.1250;2.0000;LFF;69.6839;LFF;First;SJF
2100;h_0;2|0;0.7813;3.1250;2.5000;LFF;69.6842;LFF;First;SJF
2110;h_5;4;6.2500;12.5000;10.0000;LFF;70.0985;LFF;First;SJF
2110;h_4;5;3.1250;6.2500;5.0000;LFF;70.0492;LFF;First;SJF
2110;h_3;6|7;0.7813;3.1250;4.0000;LFF;70.0185;LFF;First;SJF
2110;h_2;3;1.5625;6.2500;6.0000;LFF;70.0358;LFF;First;SJF
2110;h_1;1;0.7813;3.1250;2.0000;LFF;70.0173;LFF;First;SJF
2110;h_0;2|0;0.7813;3.1250;2.5000;LFF;70.0176;LFF;First;SJF
2120;h_5;4;6.2500;12.5000;10.0000;LFF;70.4323;LFF;First;SJF
2120;h_4;5;3.1250;6.2500;5.0000;LFF;70.3828;LFF;First;SJF
2120;h_3;6|7;0.7813;3.1250;4.0000;LFF;70.3519;LFF;First;SJF
2120;h_2;3;1.5625;6.2500;6.0000;LFF;70.3693;LFF;First;SJF
2120;h_1;1;0.7813;3.1250;2.0000;LFF;70.3507;LFF;First;SJF
2120;h_0;2|0;0.7813;3.1250;2.5000;LFF;70.3510;LFF;First;SJF
2130;h_5;4;6.2500;12.5000;10.0000;LFF;70.7661;LFF;First;SJF
2130;h_4;5;3.1250;6.2500;5.0000;LFF;70.7164;LFF;First;SJF
2130;h_3;6|7;0.7813;3.1250;4.0000;LFF;70.6853;LFF;First;SJF
2130;h_2;3;1.5625;6.2500;6.0000;LFF;70.7028;LFF;First;SJF
2130;h_1;1;0.7813;3.1250;2.0000;LFF;70.6842;LFF;First;SJF
2130;h_0;2|0;0.7813;3.1250;2.5000;LFF;70.6844;LFF;First;SJF
2140;h_5;4;6.2500;12.5000;10.0000;LFF;71.0999;LFF;First;SJF
2140;h_4;5;3.1250;6.2500;5.0000;LFF;71.0499;LFF;First;SJF
2140;h_3;6|7;0.7813;3.1250;4.0000;LFF;71.0188;LFF;First;SJF
2140;h_2;3;1.5625;6.2500;6.0000;LFF;71.0363;LFF;First;SJF
2140;h_1;1;0.7813;3.1250;2.0000;LFF;71.0176;LFF;First;SJF
2140;h_0;2|0;0.7813;3.1250;2.5000;LFF;71.0179;LFF;First;SJF
2150;h_5;4;6.2500;12.5000;10.0000;LFF;71.4337;LFF;First;SJF
2150;h_4;5;3.1250;6.2500;5.0000;LFF;71.3835;LFF;First;SJF
2150;h_3;6|7;0.7813;3.1250;4.0000;LFF;71.3522;LFF;First;SJF
2150;h_2;3;1.5625;6.2500;6.0000;LFF;71.3698;LFF;First;SJF
2150;h_1;1;0.7813;3.1250;2.0000;LFF;71.3510;LFF;First;SJF
2150;h_0;2|0;0.7813;3.1250;2.5000;LFF;71.3513;LFF;First;SJF
2160;h_5;4;6.2500;12.5000;10.0000;LFF;71.7675;LFF;First;SJF
2160;h_4;5;3.1250;6.2500;5.0000;LFF;71.7171;LFF;First;SJF
2160;h_3;6|7;0.7813;3.1250;4.0000;LFF;71.6856;LFF;First;SJF
2160;h_2;3;1.5625;6.2500;6.0000;LFF;71.7033;LFF;First;SJF
2160;h_1;1;0.7813;3.1250;2.0000;LFF;71.6844;LFF;First;SJF
2160;h_0;2|0;0.7813;3.1250;2.5000;LFF;71.6847;LFF;First;SJF
2170;h_5;4;6.2500;12.5000;10.0000;LFF;72.1013;LFF;First;SJF
2170;h_4;5;3.1250;6.2500;5.0000;LFF;72.0506;LFF;First;SJF
2170;h_3;6|7;0.7813;3.1250;4.0000;LFF;72.0190;LFF;First;SJF
2170;h_2;3;1.5625;6.2500;6.0000;LFF;72.0368;LFF;First;SJF
2170;h_1;1;0.7813;3.1250;2.0000;LFF;72.0178;LFF;First;SJF
2170;h_0;2|0;0.7813;3.1250;2.5000;LFF;72.0181;LFF;First;SJF
2180;h_5;4;6.2500;12.5000;10.0000;LFF;72.4351;LFF;First;SJF
2180;h_4;5;3.1250;6.2500;5.0000;LFF;72.3842;LFF;First;SJF
2180;h_3;6|7;0.7813;3.1250;4.0000;LFF;72.3524;LFF;First;SJF
2180;h_2;3;1.5625;6.2500;6.0000;LFF;72.3703;LFF;First;SJF
2180;h_1;1;0.7813;3.1250;2.0000;LFF;72.3512;LFF;First;SJF
2180;h_0;2|0;0.7813;3.1250;2.5000;LFF;72.3515;LFF;First;SJF
2190;h_5;4;6.2500;12.5000;10.0000;LFF;72.7689;LFF;First;SJF
2190;h_4;5;3.1250;6.2500;5.0000;LFF;72.7178;LFF;First;SJF
2190;h_3;6|7;0.7813;3.1250;4.0000;LFF;72.6859;LFF;First;SJF
2190;h_2;3;1.5625;6.2500;6.0000;LFF;72.7038;LFF;First;SJF
2190;h_1;1;0.7813;3.1250;2.0000;LFF;72.6846;LFF;First;SJF
2190;h_0;2|0;0.7813;3.1250;2.5000;LFF;72.6850;LFF;First;SJF
2200;h_5;4;6.2500;12.5000;10.0000;LFF;73.1027;LFF;First;SJF
2200;h_4;5;3.1250;6.2500;5.0000;LFF;73.0514;LFF;First;SJF
2200;h_3;6|7;0.7813;3.1250;4.0000;LFF;73.0193;LFF;First;SJF
2200;h_2;3;1.5625;6.2500;6.0000;LFF;73.0373;LFF;First;SJF
2200;h_1;1;0.7813;3.1250;2.0000;LFF;73.0181;LFF;First;SJF
2200;h_0;2|0;0.7813;3.1250;2.5000;LFF;73.0184;LFF;First;SJF
2210;h_5;4;6.2500;12.5000;10.0000;LFF;73.4365;LFF;First;SJF
2210;h_4;5;3.1250;6.2500;5.0000;LFF;73.3849;LFF;First;SJF
2210;h_3;6|7;0.7813;3.1250;4.0000;LFF;73.3527;LFF;First;SJF
2210;h_2;3;1.5625;6.2500;6.0000;LFF;73.3708;LFF;First;SJF
2210;h_1;1;0.7813;3.1250;2.0000;LFF;73.3515;LFF;First;SJF
2210;h_0;2|0;0.7813;3.1250;2.5000;LFF;73.3518;LFF;First;SJF
2220;h_5;4;6.2500;12.5000;10.0000;LFF;73.7703;LFF;First;SJF
2220;h_4;5;3.1250;6.2500;5.0000;LFF;73.7185;LFF;First;SJF
2220;h_3;6|7;0.7813;3.1250;4.0000;LFF;73.6861;LFF;First;SJF
2220;h_2;3;1.5625;6.2500;6.0000;LFF;73.7043;LFF;First;SJF
2220;h_1;1;0.7813;3.1250;2.0000;LFF;73.6849;LFF;First;SJF
2220;h_0;2|0;0.7813;3.1250;2.5000;LFF;73.6852;LFF;First;SJF
2230;h_5;4;6.2500;12.5000;10.0000;LFF;74.1041;LFF;First;SJF
2230;h_4;5;3.1250;6.2500;5.0000;LFF;74.0521;LFF;First;SJF
2230;h_3;6|7;0.7813;3.1250;4.0000;LFF;74.0195;LFF;First;SJF
2230;h_2;3;1.5625;6.2500;6.0000;LFF;74.0378;LFF;First;SJF
2230;h_1;1;0.7813;3.1250;2.0000;LFF;74.0183;LFF;First;SJF
2230;h_0;2|0;0.7813;3.1250;2.5000;LFF;74.0186;LFF;First;SJF
2240;h_5;4;6.2500;12.5000;10.0000;LFF;74.4379;LFF;First;SJF
2240;h_4;5;3.1250;6.2500;5.0000;LFF;74.3856;LFF;First;SJF
2240;h_3;6|7;0.7813;3.1250;4.0000;LFF;74.3530;LFF;First;SJF
2240;h_2;3;1.5625;6.2500;6.0000;LFF;74.3713;LFF;First;SJF
2240;h_1;1;0.7813;3.1250;2.0000;LFF;74.3517;LFF;First;SJF
2240;h_0;2|0;0.7813;3.1250;2.5000;LFF;74.3520;LFF;First;SJF
2250;h_5;4;6.2500;12.5000;10.0000;LFF;74.7717;LFF;First;SJF
2250;h_4;5;3.1250;6.2500;5.0000;LFF;74.7192;LFF;First;SJF
2250;h_3;6|7;0.7813;3.1250;4.0000;LFF;74.6864;LFF;First;SJF
2250;h_2;3;1.5625;6.2500;6.0000;LFF;74.7048;LFF;First;SJF
2250;h_1;1;0.7813;3.1250;2.0000;LFF;74.6851;LFF;First;SJF
2250;h_0;2|0;0.7813;3.1250;2.5000;LFF;74.6855;LFF;First;SJF
2260;h_5;4;6.2500;12.5000;10.0000;LFF;75.1055;LFF;First;SJF
2260;h_4;5;3.1250;6.2500;5.0000;LFF;75.0528;LFF;First;SJF
2260;h_3;6|7;0.7813;3.1250;4.0000;LFF;75.0198;LFF;First;SJF
2260;h_2;3;1.5625;6.2500;6.0000;LFF;75.0383;LFF;First;SJF
2260;h_1;1;0.7813;3.1250;2.0000;LFF;75.0186;LFF;First;SJF
2260;h_0;2|0;0.7813;3.1250;2.5000;LFF;75.0189;LFF;First;SJF
2270;h_5;4;6.2500;12.5000;10.0000;LFF;75.4393;LFF;First;SJF
2270;h_4;5;3.1250;6.2500;5.0000;LFF;75.3863;LFF;First;SJF
2270;h_3;6|7;0.7813;3.1250;4.0000;LFF;75.3532;LFF;First;SJF
2270;h_2;3;1.5625;6.2500;6.0000;LFF;75.3718;LFF;First;SJF
2270;h_1;1;0.7813;3.1250;2.0000;LFF;75.3520;LFF;First;SJF
2270;h_0;2|0;0.7813;3.1250;2.5000;LFF;75.3523;LFF;First;SJF
2280;h_5;4;6.2500;12.5000;10.0000;LFF;75.7731;LFF;First;SJF
2280;h_4;5;3.1250;6.2500;5.0000;LFF;75.7199;LFF;First;SJF
2280;h_3;6|7;0.7813;3.1250;4.0000;LFF;75.6866;LFF;First;SJF
2280;h_2;3;1.5625;6.2500;6.0000;LFF;75.7053;LFF;First;SJF
2280;h_1;1;0.7813;3.1250;2.0000;LFF;75.6854;LFF;First;SJF
2280;h_0;2|0;0.7813;3.1250;2.5000;LFF;75.6857;LFF;First;SJF
2290;h_5;4;6.2500;12.5000;10.0000;LFF;76.1069;LFF;First;SJF
2290;h_4;5;3.1250;6.2500;5.0000;LFF;76.0535;LFF;First;SJF
2290;h_3;6|7;0.7813;3.1250;4.0000;LFF;76.0201;LFF;First;SJF
2290;h_2;3;1.5625;6.2500;6.0000;LFF;76.0389;LFF;First;SJF
2290;h_1;1;0.7813;3.1250;2.0000;LFF;76.0188;LFF;First;SJF
2290;h_0;2|0;0.7813;3.1250;2.5000;LFF;76.0191;LFF;First;SJF
2300;h_5;4;6.2500;12.5000;10.0000;LFF;76.4407;LFF;First;SJF
2300;h_4;5;3.1250;6.2500;5.0000;LFF;76.3870;LFF;First;SJF
2300;h_3;6|7;0.7813;3.1250;4.0000;LFF;76.3535;LFF;First;SJF
2300;h_2;3;1.5625;6.2500;6.0000;LFF;76.3724;LFF;First;SJF
2300;h_1;1;0.7813;3.1250;2.0000;LFF;76.3522;LFF;First;SJF
2300;h_0;2|0;0.7813;3.1250;2.5000;LFF;76.3525;LFF;First;SJF
2310;h_5;4;6.2500;12.5000;10.0000;LFF;76.7745;LFF;First;SJF
2310;h_4;5;3.1250;6.2500;5.0000;LFF;76.7206;LFF;First;SJF
2310;h_3;6|7;0.7813;3.1250;4.0000;LFF;76.6869;LFF;First;SJF
2310;h_2;3;1.5625;6.2500;6.0000;LFF;76.7059;LFF;First;SJF
2310;h_1;1;0.7813;3.1250;2.0000;LFF;76.6856;LFF;First;SJF
2310;h_0;2|0;0.7813;3.1250;2.5000;LFF;76.6860;LFF;First;SJF
2320;h_5;4;6.2500;12.5000;10.0000;LFF;77.1083;LFF;First;SJF
2320;h_4;5;3.1250;6.2500;5.0000;LFF;77.0542;LFF;First;SJF
2320;h_3;6|7;0.7813;3.1250;4.0000;LFF;77.0203;LFF;First;SJF
2320;h_2;3;1.5625;6.2500;6.0000;LFF;77.0394;LFF;First;SJF
2320;h_1;1;0.7813;3.1250;2.0000;LFF;77.0191;LFF;First;SJF
2320;h_0;2|0;0.7813;3.1250;2.5000;LFF;77.0194;LFF;First;SJF
2330;h_5;4;6.2500;12.5000;10.0000;LFF;77.4421;LFF;First;SJF
2330;h_4;5;3.1250;6.2500;5.0000;LFF;77.3877;LFF;First;SJF
2330;h_3;6|7;0.7813;3.1250;4.0000;LFF;77.3538;LFF;First;SJF
2330;h_2;3;1.5625;6.2500;6.0000;LFF;77.3729;LFF;First;SJF
2330;h_1;1;0.7813;3.1250;2.0000;LFF;77.3525;LFF;First;SJF
2330;h_0;2|0;0.7813;3.1250;2.5000;LFF;77.3528;LFF;First;SJF
2340;h_5;4;6.2500;12.5000;10.0000;LFF;77.7759;LFF;First;SJF
2340;h_4;5;3.1250;6.2500;5.0000;LFF;77.7213;LFF;First;SJF
2340;h_3;6|7;0.7813;3.1250;4.0000;LFF;77.6872;LFF;First;SJF
2340;h_2;3;1.5625;6.2500;6.0000;LFF;77.7064;LFF;First;SJF
2340;h_1;1;0.7813;3.1250;2.0000;LFF;77.6859;LFF;First;SJF
2340;h_0;2|0;0.7813;3.1250;2.5000;LFF;77.6862;LFF;First;SJF
2350;h_5;4;6.2500;12.5000;10.0000;LFF;78.1097;LFF;First;SJF
2350;h_4;5;3.1250;6.2500;5.0000;LFF;78.0549;LFF;First;SJF
2350;h_3;6|7;0.7813;3.1250;4.0000;LFF;78.0206;LFF;First;SJF
2350;h_2;3;1.5625;6.2500;6.0000;LFF;78.0399;LFF;First;SJF
2350;h_1;1;0.7813;3.1250;2.0000;LFF;78.0193;LFF;First;SJF
2350;h_0;2|0;0.7813;3.1250;2.5000;LFF;78.0196;LFF;First;SJF
2360;h_5;4;6.2500;12.5000;10.0000;LFF;78.4435;LFF;First;SJF
2360;h_4;5;3.1250;6.2500;5.0000;LFF;78.3884;LFF;First;SJF
2360;h_3;6|7;0.7813;3.1250;4.0000;LFF;78.3540;LFF;First;SJF
2360;h_2;3;1.5625;6.2500;6.0000;LFF;78.3734;LFF;First;SJF
2360;h_1;1;0.7813;3.1250;2.0000;LFF;78.3527;LFF;First;SJF
2360;h_0;2|0;0.7813;3.1250;2.5000;LFF;78.3530;LFF;First;SJF
2370;h_5;4;6.2500;12.5000;10.0000;LFF;78.7773;LFF;First;SJF
2370;h_4;5;3.1250;6.2500;5.0000;LFF;78.7220;LFF;First;SJF
2370;h_3;6|7;0.7813;3.1250;4.0000;LFF;78.6874;LFF;First;SJF
2370;h_2;3;1.5625;6.2500;6.0000;LFF;78.7069;LFF;First;SJF
2370;h_1;1;0.7813;3.1250;2.0000;LFF;78.6861;LFF;First;SJF
2370;h_0;2|0;0.7813;3.1250;2.5000;LFF;78.6865;LFF;First;SJF
2380;h_5;4;6.2500;12.5000;10.0000;LFF;79.1111;LFF;First;SJF
2380;h_4;5;3.1250;6.2500;5.0000;LFF;79.0556;LFF;First;SJF
2380;h_3;6|7;0.7813;3.1250;4.0000;LFF;79.0209;LFF;First;SJF
2380;h_2;3;1.5625;6.2500;6.0000;LFF;79.0404;LFF;First;SJF
2380;h_1;1;0.7813;3.1250;2.0000;LFF;79.0195;LFF;First;SJF
2380;h_0;2|0;0.7813;3.1250;2.5000;LFF;79.0199;LFF;First;SJF
2390;h_5;4;6.2500;12.5000;10.0000;LFF;79.4449;LFF;First;SJF
2390;h_4;5;3.1250;6.2500;5.0000;LFF;79.3891;LFF;First;SJF
2390;h_3;6|7;0.7813;3.1250;4.0000;LFF;79.3543;LFF;First;SJF
2390;h_2;3;1.5625;6.2500;6.0000;LFF;79.3739;LFF;First;SJF
2390;h_1;1;0.7813;3.1250;2.0000;LFF;79.3530;LFF;First;SJF
2390;h_0;2|0;0.7813;3.1250;2.5000;LFF;79.3533;LFF;First;SJF
2400;h_5;4;6.2500;12.5000;10.0000;LFF;79.7787;LFF;First;SJF
2400;h_4;5;3.1250;6.2500;5.0000;LFF;79.7227;LFF;First;SJF
2400;h_3;6|7;0.7813;3.1250;4.0000;LFF;79.6877;LFF;First;SJF
2400;h_2;3;1.5625;6.2500;6.0000;LFF;79.7074;LFF;First;SJF
2400;h_1;1;0.7813;3.1250;2.0000;LFF;79.6864;LFF;First;SJF
2400;h_0;2|0;0.7813;3.1250;2.5000;LFF;79.6867;LFF;First;SJF
2410;h_5;4;6.2500;12.5000;10.0000;LFF;80.1125;LFF;First;SJF
2410;h_4;5;3.1250;6.2500;5.0000;LFF;80.0563;LFF;First;SJF
2410;h_3;6|7;0.7813;3.1250;4.0000;LFF;80.0211;LFF;First;SJF
2410;h_2;3;1.5625;6.2500;6.0000;LFF;80.0409;LFF;First;SJF
2410;h_1;1;0.7813;3.1250;2.0000;LFF;80.0198;LFF;First;SJF
2410;h_0;2|0;0.7813;3.1250;2.5000;LFF;80.0201;LFF;First;SJF
2420;h_5;4;6.2500;12.5000;10.0000;LFF;80.4463;LFF;First;SJF
2420;h_4;5;3.1250;6.2500;5.0000;LFF;80.3898;LFF;First;SJF
2420;h_3;6|7;0.7813;3.1250;4.0000;LFF;80.3545;LFF;First;SJF
2420;h_2;3;1.5625;6.2500;6.0000;LFF;80.3744;LFF;First;SJF
2420;h_1;1;0.7813;3.1250;2.0000;LFF;80.3532;LFF;First;SJF
2420;h_0;2|0;0.7813;3.1250;2.5000;LFF;80.3535;LFF;First;SJF
2430;h_5;4;6.2500;12.5000;10.0000;LFF;80.7801;LFF;First;SJF
2430;h_4;5;3.1250;6.2500;5.0000;LFF;80.7234;LFF;First;SJF
2430;h_3;6|7;0.7813;3.1250;4.0000;LFF;80.6880;LFF;First;SJF
2430;h_2;3;1.5625;6.2500;6.0000;LFF;80.7079;LFF;First;SJF
2430;h_1;1;0.7813;3.1250;2.0000;LFF;80.6866;LFF;First;SJF
2430;h_0;2|0;0.7813;3.1250;2.5000;LFF;80.6870;LFF;First;SJF
2440;h_5;4;6.2500;12.5000;10.0000;LFF;81.1139;LFF;First;SJF
2440;h_4;5;3.1250;6.2500;5.0000;LFF;81.0570;LFF;First;SJF
2440;h_3;6|7;0.7813;3.1250;4.0000;LFF;81.0214;LFF;First;SJF
2440;h_2;3;1.5625;6.2500;6.0000;LFF;81.0414;LFF;First;SJF
2440;h_1;1;0.7813;3.1250;2.0000;LFF;81.0200;LFF;First;SJF
2440;h_0;2|0;0.7813;3.1250;2.5000;LFF;81.0204;LFF;First;SJF
2450;h_5;4;6.2500;12.5000;10.0000;LFF;81.4477;LFF;First;SJF
2450;h_4;5;3.1250;6.2500;5.0000;LFF;81.3905;LFF;First;SJF
2450;h_3;6|7;0.7813;3.1250;4.0000;LFF;81.3548;LFF;First;SJF
