# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
200.00;10;10.16;34.38;0.00;0.0705
200.24;11;34.38;87.50;76.00;0.3362
200.24;10;10.16;34.38;32.00;0.3343
200.24;9;0.00;0.00;0.00;0.0000
200.24;8;0.00;0.00;0.00;0.0000
200.24;7;0.00;0.00;0.00;0.0000
200.24;6;0.00;0.00;0.00;0.0000
200.24;5;0.00;0.00;0.00;0.0000
200.24;4;0.00;0.00;0.00;0.0000
200.24;3;0.00;0.00;0.00;0.0000
200.24;2;0.00;0.00;0.00;0.0000
200.24;1;0.00;0.00;0.00;0.0000
200.24;0;0.00;0.00;0.00;0.0000
210.00;11;34.38;87.50;0.00;0.0725
210.00;10;10.16;34.38;0.00;0.0705
210.24;11;34.38;87.50;76.00;0.3362
210.24;10;10.16;34.38;32.00;0.3343
210.24;9;0.00;0.00;0.00;0.0000
210.24;8;0.00;0.00;0.00;0.0000
210.24;7;0.00;0.00;0.00;0.0000
210.24;6;0.00;0.00;0.00;0.0000
210.24;5;0.00;0.00;0.00;0.0000
210.24;4;0.00;0.00;0.00;0.0000
210.24;3;0.00;0.00;0.00;0.0000
210.24;2;0.00;0.00;0.00;0.0000
210.24;1;0.00;0.00;0.00;0.0000
210.24;0;0.00;0.00;0.00;0.0000
220.00;11;34.38;87.50;0.00;0.0725
220.00;10;10.16;34.38;0.00;0.0705
220.24;11;34.38;87.50;76.00;0.3362
220.24;10;10.16;34.38;32.00;0.3343
220.24;9;0.00;0.00;0.00;0.0000
220.24;8;0.00;0.00;0.00;0.0000
220.24;7;0.00;0.00;0.00;0.0000
220.24;6;0.00;0.00;0.00;0.0000
220.24;5;0.00;0.00;0.00;0.0000
220.24;4;0.00;0.00;0.00;0.0000
220.24;3;0.00;0.00;0.00;0.0000
220.24;2;0.00;0.00;0.00;0.0000
220.24;1;0.00;0.00;0.00;0.0000
220.24;0;0.00;0.00;0.00;0.0000
230.00;11;34.38;87.50;0.00;0.0725
230.00;10;10.16;34.38;0.00;0.0705
230.24;11;34.38;87.50;76.00;0.3362
230.24;10;10.16;34.38;32.00;0.3343
230.24;9;0.00;0.00;0.00;0.0000
230.24;8;0.00;0.00;0.00;0.0000
230.24;7;0.00;0.00;0.00;0.0000
230.24;6;0.00;0.00;0.00;0.0000
230.24;5;0.00;0.00;0.00;0.0000
230.24;4;0.00;0.00;0.00;0.0000
230.24;3;0.00;0.00;0.00;0.0000
230.24;2;0.00;0.00;0.00;0.0000
230.24;1;0.00;0.00;0.00;0.0000
230.24;0;0.00;0.00;0.00;0.0000
240.00;11;34.38;87.50;0.00;0.0725
240.00;10;10.16;34.38;0.00;0.0705
240.24;11;34.38;87.50;76.00;0.3362
240.24;10;10.16;34.38;32.00;0.3343
240.24;9;0.00;0.00;0.00;0.0000
240.24;8;0.00;0.00;0.00;0.0000
240.24;7;0.00;0.00;0.00;0.0000
240.24;6;0.00;0.00;0.00;0.0000
240.24;5;0.00;0.00;0.00;0.0000
240.24;4;0.00;0.00;0.00;0.0000
240.24;3;0.00;0.00;0.00;0.0000
240.24;2;0.00;0.00;0.00;0.0000
240.24;1;0.00;0.00;0.00;0.0000
240.24;0;0.00;0.00;0.00;0.0000
250.00;11;34.38;87.50;0.00;0.0725
250.00;10;10.16;34.38;0.00;0.0705
250.24;11;34.38;87.50;76.00;0.3362
250.24;10;10.16;34.38;32.00;0.3343
250.24;9;0.00;0.00;0.00;0.0000
250.24;8;0.00;0.00;0.00;0.0000
250.24;7;0.00;0.00;0.00;0.0000
