0;1;2;vm_policy;link_policy;wf_policy
290;2;0.0696;LFF;BLA;Priority
290;1;0.0697;LFF;BLA;Priority
290;0;0.0696;LFF;BLA;Priority
300;11;0.0696;LFF;BLA;Priority
300;10;0.0696;LFF;BLA;Priority
300;9;0.0696;LFF;BLA;Priority
300;8;0.0699;LFF;BLA;Priority
300;7;0.0696;LFF;BLA;Priority
300;6;0.0696;LFF;BLA;Priority
300;5;0.0699;LFF;BLA;Priority
300;4;0.0695;LFF;BLA;Priority
300;3;0.0696;LFF;BLA;Priority
300;2;0.0696;LFF;BLA;Priority
300;1;0.0697;LFF;BLA;Priority
300;0;0.0696;LFF;BLA;Priority
310;11;0.0696;LFF;BLA;Priority
310;10;0.0696;LFF;BLA;Priority
310;9;0.0696;LFF;BLA;Priority
310;8;0.0699;LFF;BLA;Priority
310;7;0.0696;LFF;BLA;Priority
310;6;0.0696;LFF;BLA;Priority
310;5;0.0699;LFF;BLA;Priority
310;4;0.0695;LFF;BLA;Priority
310;3;0.0696;LFF;BLA;Priority
310;2;0.0696;LFF;BLA;Priority
310;1;0.0697;LFF;BLA;Priority
310;0;0.0696;LFF;BLA;Priority
320;11;0.0696;LFF;BLA;Priority
320;10;0.0696;LFF;BLA;Priority
320;9;0.0696;LFF;BLA;Priority
320;8;0.0699;LFF;BLA;Priority
320;7;0.0696;LFF;BLA;Priority
320;6;0.0696;LFF;BLA;Priority
320;5;0.0699;LFF;BLA;Priority
320;4;0.0695;LFF;BLA;Priority
320;3;0.0696;LFF;BLA;Priority
320;2;0.0696;LFF;BLA;Priority
320;1;0.0697;LFF;BLA;Priority
320;0;0.0696;LFF;BLA;Priority
330;11;0.0696;LFF;BLA;Priority
330;10;0.0696;LFF;BLA;Priority
330;9;0.0696;LFF;BLA;Priority
330;8;0.0699;LFF;BLA;Priority
330;7;0.0696;LFF;BLA;Priority
330;6;0.0696;LFF;BLA;Priority
330;5;0.0699;LFF;BLA;Priority
330;4;0.0695;LFF;BLA;Priority
330;3;0.0696;LFF;BLA;Priority
330;2;0.0696;LFF;BLA;Priority
330;1;0.0697;LFF;BLA;Priority
330;0;0.0696;LFF;BLA;Priority
340;11;0.0696;LFF;BLA;Priority
340;10;0.0696;LFF;BLA;Priority
340;9;0.0696;LFF;BLA;Priority
340;8;0.0699;LFF;BLA;Priority
340;7;0.0696;LFF;BLA;Priority
340;6;0.0696;LFF;BLA;Priority
340;5;0.0699;LFF;BLA;Priority
340;4;0.0695;LFF;BLA;Priority
340;3;0.0696;LFF;BLA;Priority
340;2;0.0696;LFF;BLA;Priority
340;1;0.0697;LFF;BLA;Priority
340;0;0.0696;LFF;BLA;Priority
350;11;0.0696;LFF;BLA;Priority
350;10;0.0696;LFF;BLA;Priority
350;9;0.0696;LFF;BLA;Priority
350;8;0.0699;LFF;BLA;Priority
350;7;0.0696;LFF;BLA;Priority
350;6;0.0696;LFF;BLA;Priority
350;5;0.0699;LFF;BLA;Priority
350;4;0.0695;LFF;BLA;Priority
350;3;0.0696;LFF;BLA;Priority
350;2;0.0696;LFF;BLA;Priority
350;1;0.0697;LFF;BLA;Priority
350;0;0.0696;LFF;BLA;Priority
360;11;0.0696;LFF;BLA;Priority
360;10;0.0696;LFF;BLA;Priority
360;9;0.0696;LFF;BLA;Priority
360;8;0.0699;LFF;BLA;Priority
360;7;0.0696;LFF;BLA;Priority
360;6;0.0696;LFF;BLA;Priority
360;5;0.0699;LFF;BLA;Priority
360;4;0.0695;LFF;BLA;Priority
360;3;0.0696;LFF;BLA;Priority
360;2;0.0696;LFF;BLA;Priority
360;1;0.0697;LFF;BLA;Priority
360;0;0.0696;LFF;BLA;Priority
370;11;0.0696;LFF;BLA;Priority
370;10;0.0696;LFF;BLA;Priority
370;9;0.0696;LFF;BLA;Priority
370;8;0.0699;LFF;BLA;Priority
370;7;0.0696;LFF;BLA;Priority
370;6;0.0696;LFF;BLA;Priority
370;5;0.0699;LFF;BLA;Priority
370;4;0.0695;LFF;BLA;Priority
370;3;0.0696;LFF;BLA;Priority
370;2;0.0696;LFF;BLA;Priority
370;1;0.0697;LFF;BLA;Priority
370;0;0.0696;LFF;BLA;Priority
380;11;0.0696;LFF;BLA;Priority
380;10;0.0696;LFF;BLA;Priority
380;9;0.0696;LFF;BLA;Priority
380;8;0.0699;LFF;BLA;Priority
380;7;0.0696;LFF;BLA;Priority
380;6;0.0696;LFF;BLA;Priority
380;5;0.0699;LFF;BLA;Priority
380;4;0.0695;LFF;BLA;Priority
380;3;0.0696;LFF;BLA;Priority
380;2;0.0696;LFF;BLA;Priority
380;1;0.0697;LFF;BLA;Priority
380;0;0.0696;LFF;BLA;Priority
390;11;0.0696;LFF;BLA;Priority
390;10;0.0696;LFF;BLA;Priority
390;9;0.0696;LFF;BLA;Priority
390;8;0.0699;LFF;BLA;Priority
390;7;0.0696;LFF;BLA;Priority
390;6;0.0696;LFF;BLA;Priority
390;5;0.0699;LFF;BLA;Priority
390;4;0.0695;LFF;BLA;Priority
390;3;0.0696;LFF;BLA;Priority
390;2;0.0696;LFF;BLA;Priority
390;1;0.0697;LFF;BLA;Priority
390;0;0.0696;LFF;BLA;Priority
400;11;0.0696;LFF;BLA;Priority
400;10;0.0696;LFF;BLA;Priority
400;9;0.0696;LFF;BLA;Priority
400;8;0.0699;LFF;BLA;Priority
400;7;0.0696;LFF;BLA;Priority
400;6;0.0696;LFF;BLA;Priority
400;5;0.0699;LFF;BLA;Priority
400;4;0.0695;LFF;BLA;Priority
400;3;0.0696;LFF;BLA;Priority
400;2;0.0696;LFF;BLA;Priority
400;1;0.0697;LFF;BLA;Priority
400;0;0.0696;LFF;BLA;Priority
410;11;0.0696;LFF;BLA;Priority
410;10;0.0696;LFF;BLA;Priority
410;9;0.0696;LFF;BLA;Priority
410;8;0.0699;LFF;BLA;Priority
410;7;0.0696;LFF;BLA;Priority
410;6;0.0696;LFF;BLA;Priority
410;5;0.0699;LFF;BLA;Priority
410;4;0.0695;LFF;BLA;Priority
410;3;0.0696;LFF;BLA;Priority
410;2;0.0696;LFF;BLA;Priority
410;1;0.0697;LFF;BLA;Priority
410;0;0.0696;LFF;BLA;Priority
420;11;0.0696;LFF;BLA;Priority
420;10;0.0696;LFF;BLA;Priority
420;9;0.0696;LFF;BLA;Priority
420;8;0.0699;LFF;BLA;Priority
420;7;0.0696;LFF;BLA;Priority
420;6;0.0696;LFF;BLA;Priority
420;5;0.0699;LFF;BLA;Priority
420;4;0.0695;LFF;BLA;Priority
420;3;0.0696;LFF;BLA;Priority
420;2;0.0696;LFF;BLA;Priority
420;1;0.0697;LFF;BLA;Priority
420;0;0.0696;LFF;BLA;Priority
430;11;0.0696;LFF;BLA;Priority
430;10;0.0696;LFF;BLA;Priority
430;9;0.0696;LFF;BLA;Priority
430;8;0.0699;LFF;BLA;Priority
430;7;0.0696;LFF;BLA;Priority
430;6;0.0696;LFF;BLA;Priority
430;5;0.0699;LFF;BLA;Priority
430;4;0.0695;LFF;BLA;Priority
430;3;0.0696;LFF;BLA;Priority
430;2;0.0696;LFF;BLA;Priority
430;1;0.0697;LFF;BLA;Priority
430;0;0.0696;LFF;BLA;Priority
440;11;0.0696;LFF;BLA;Priority
440;10;0.0696;LFF;BLA;Priority
440;9;0.0696;LFF;BLA;Priority
440;8;0.0699;LFF;BLA;Priority
440;7;0.0696;LFF;BLA;Priority
440;6;0.0696;LFF;BLA;Priority
440;5;0.0699;LFF;BLA;Priority
440;4;0.0695;LFF;BLA;Priority
440;3;0.0696;LFF;BLA;Priority
440;2;0.0696;LFF;BLA;Priority
440;1;0.0697;LFF;BLA;Priority
440;0;0.0696;LFF;BLA;Priority
450;11;0.0696;LFF;BLA;Priority
450;10;0.0696;LFF;BLA;Priority
450;9;0.0696;LFF;BLA;Priority
450;8;0.0699;LFF;BLA;Priority
450;7;0.0696;LFF;BLA;Priority
450;6;0.0696;LFF;BLA;Priority
450;5;0.0699;LFF;BLA;Priority
450;4;0.0695;LFF;BLA;Priority
450;3;0.0696;LFF;BLA;Priority
450;2;0.0696;LFF;BLA;Priority
450;1;0.0697;LFF;BLA;Priority
450;0;0.0696;LFF;BLA;Priority
460;11;0.0696;LFF;BLA;Priority
460;10;0.0696;LFF;BLA;Priority
460;9;0.0696;LFF;BLA;Priority
460;8;0.0699;LFF;BLA;Priority
460;7;0.0696;LFF;BLA;Priority
460;6;0.0696;LFF;BLA;Priority
460;5;0.0699;LFF;BLA;Priority
460;4;0.0695;LFF;BLA;Priority
460;3;0.0696;LFF;BLA;Priority
460;2;0.0696;LFF;BLA;Priority
460;1;0.0697;LFF;BLA;Priority
460;0;0.0696;LFF;BLA;Priority
470;11;0.0696;LFF;BLA;Priority
470;10;0.0696;LFF;BLA;Priority
470;9;0.0696;LFF;BLA;Priority
470;8;0.0699;LFF;BLA;Priority
470;7;0.0696;LFF;BLA;Priority
470;6;0.0696;LFF;BLA;Priority
470;5;0.0699;LFF;BLA;Priority
470;4;0.0695;LFF;BLA;Priority
470;3;0.0696;LFF;BLA;Priority
470;2;0.0696;LFF;BLA;Priority
470;1;0.0697;LFF;BLA;Priority
470;0;0.0696;LFF;BLA;Priority
480;11;0.0696;LFF;BLA;Priority
480;10;0.0696;LFF;BLA;Priority
480;9;0.0696;LFF;BLA;Priority
480;8;0.0699;LFF;BLA;Priority
480;7;0.0696;LFF;BLA;Priority
480;6;0.0696;LFF;BLA;Priority
480;5;0.0699;LFF;BLA;Priority
480;4;0.0695;LFF;BLA;Priority
480;3;0.0696;LFF;BLA;Priority
480;2;0.0696;LFF;BLA;Priority
480;1;0.0697;LFF;BLA;Priority
480;0;0.0696;LFF;BLA;Priority
490;11;0.0696;LFF;BLA;Priority
490;10;0.0696;LFF;BLA;Priority
490;9;0.0696;LFF;BLA;Priority
490;8;0.0699;LFF;BLA;Priority
490;7;0.0696;LFF;BLA;Priority
490;6;0.0696;LFF;BLA;Priority
490;5;0.0699;LFF;BLA;Priority
490;4;0.0695;LFF;BLA;Priority
490;3;0.0696;LFF;BLA;Priority
490;2;0.0696;LFF;BLA;Priority
490;1;0.0697;LFF;BLA;Priority
490;0;0.0696;LFF;BLA;Priority
500;11;0.0696;LFF;BLA;Priority
500;10;0.0696;LFF;BLA;Priority
500;9;0.0696;LFF;BLA;Priority
500;8;0.0699;LFF;BLA;Priority
500;7;0.0696;LFF;BLA;Priority
