pkt_id;src;dest;psize;delay_ms;proc_delay_ms;prop_delay_ms;trans_delay_ms;queue_delay_ms;vm_policy;link_policy;wf_policy
42;web0;app1;10000000;63040.3001;20000.0;0.1;80.0;42959.7501;LFF;BLA;Priority
31;app1;web4;20000000;69080.9159;20000.0;0.3054;560.0;48520.0605;LFF;BLA;Priority
113;db0;app1;20000000;35880.9161;10000.0;0.3054;560.0;25319.9606;LFF;BLA;Priority
39;app4;web0;10000000;65581.1269;20000.0;0.3758;560.0;45019.9412;LFF;BLA;Priority
3;app1;web4;150000000;80900.9159;20000.0;0.3054;4200.0;56700.0605;LFF;BLA;Priority
41;app0;web2;150000000;66700.2998;20000.0;0.1;1200.0;45499.7497;LFF;BLA;Priority
127;db2;app2;200000000;33000.6615;2000.0;0.2206;6400.0;24600.0009;LFF;BLA;Priority
162;svc3;db0;40000000;19360.9162;4000.0;0.3054;1120.0;14239.9408;LFF;BLA;Priority
76;web3;db1;100000000;55701.2817;10000.0;0.4273;5600.0;40100.3343;LFF;BLA;Priority
80;app0;web3;100000000;54101.2821;10000.0;0.4273;5600.0;38500.0847;LFF;BLA;Priority
116;db3;db0;100000000;41401.1363;10000.0;0.3789;2800.0;28599.9475;LFF;BLA;Priority
136;app4;web2;100000000;33201.2817;4000.0;0.4273;5600.0;23600.0643;LFF;BLA;Priority
54;app3;app4;100000000;71200.2999;20000.0;0.1;800.0;50399.8299;LFF;BLA;Priority
177;svc1;web3;20000000;23261.2213;4000.0;0.4072;1120.0;18140.1641;LFF;BLA;Priority
187;web4;db1;40000000;19941.0709;4000.0;0.357;1280.0;14660.0939;LFF;BLA;Priority
85;web1;app2;300000000;63601.0708;10000.0;0.357;9600.0;44000.0138;LFF;BLA;Priority
45;app4;app4;100000000;81799.9998;40000.0;0.0;0.0;41799.7298;LFF;BLA;Priority
184;app4;app4;10000000;25299.9996;10000.0;0.0;0.0;15299.7296;LFF;BLA;Priority
161;app1;app1;10000000;34499.9997;10000.0;0.0;0.0;24499.6497;LFF;BLA;Priority
128;app1;app0;300000000;48001.0706;4000.0;0.357;9600.0;34400.1136;LFF;BLA;Priority
56;db2;db0;150000000;80501.0103;20000.0;0.3369;4200.0;56299.9434;LFF;BLA;Priority
220;web2;db0;10000000;14261.0709;4000.0;0.357;320.0;9939.9439;LFF;BLA;Priority
205;db2;app2;10000000;22960.6618;5000.0;0.2206;320.0;17640.0012;LFF;BLA;Priority
215;db4;db1;40000000;21841.0392;5000.0;0.3465;1280.0;15559.9127;LFF;BLA;Priority
77;app2;web1;100000000;78301.0706;20000.0;0.357;3200.0;55100.0236;LFF;BLA;Priority
223;web1;app1;300000000;20199.9999;20000.0;0.0;0.0;199.9999;LFF;BLA;Priority
173;app3;web3;10000000;39099.9997;10000.0;0.0;0.0;29099.6297;LFF;BLA;Priority
107;svc0;app1;20000000;68280.9163;20000.0;0.3054;560.0;47719.9608;LFF;BLA;Priority
175;svc0;app1;20000000;40280.9162;10000.0;0.3054;560.0;29719.9608;LFF;BLA;Priority
226;web3;db1;10000000;22481.2817;4000.0;0.4273;560.0;17920.3344;LFF;BLA;Priority
248;app1;web1;400000000;13399.9999;4000.0;0.0;0.0;9399.9999;LFF;BLA;Priority
70;app4;web2;150000000;86601.2819;20000.0;0.4273;8400.0001;58200.0645;LFF;BLA;Priority
114;app4;app3;400000000;73500.2999;20000.0;0.1;3200.0;50299.8298;LFF;BLA;Priority
227;app2;web2;10000000;28199.9999;20000.0;0.0;0.0;8199.9999;LFF;BLA;Priority
262;app3;web3;150000000;13199.9996;10000.0;0.0;0.0;3199.9996;LFF;BLA;Priority
266;app2;web2;200000000;11799.9999;10000.0;0.0;0.0;1799.9999;LFF;BLA;Priority
222;db2;db0;10000000;31341.0106;10000.0;0.3369;280.0;21059.9437;LFF;BLA;Priority
142;db3;db1;40000000;65641.0395;20000.0;0.3465;1280.0;44359.913;LFF;BLA;Priority
68;app2;web2;100000000;102200.0;100000.0;0.0;0.0;2200.0;LFF;BLA;Priority
166;web0;app1;10000000;62440.3001;20000.0;0.1;80.0;42359.75;LFF;BLA;Priority
9;web2;db0;20000000;127421.0706;40000.0;0.357;640.0;86779.9436;LFF;BLA;Priority
239;svc4;db1;20000000;34921.0706;10000.0;0.357;640.0;24280.0936;LFF;BLA;Priority
276;svc3;db0;10000000;20640.916;4000.0;0.3054;280.0;16359.9406;LFF;BLA;Priority
158;app0;web2;150000000;69400.2999;20000.0;0.1;1200.0;48199.7498;LFF;BLA;Priority
214;db2;app2;300000000;47200.6618;5000.0;0.2206;9600.0;32600.0012;LFF;BLA;Priority
257;db4;db1;200000000;30601.0392;2000.0;0.3465;6400.0;22199.9127;LFF;BLA;Priority
19;app0;app4;40000000;128421.2817;40000.0;0.4273;2240.0;86180.0843;LFF;BLA;Priority
210;web4;db1;200000000;54001.0709;10000.0;0.357;6400.0;37600.0939;LFF;BLA;Priority
26;web0;app1;10000000;129240.2999;40000.0;0.1;80.0;89159.7499;LFF;BLA;Priority
191;app2;app0;20000000;63080.2997;20000.0;0.1;160.0;42919.8797;LFF;BLA;Priority
304;app1;app1;400000000;19199.9999;4000.0;0.0;0.0;15199.6499;LFF;BLA;Priority
333;db1;app2;20000000;8920.2;2000.0;0.1;160.0;6759.8999;LFF;BLA;Priority
155;db4;app1;150000000;81300.692;20000.0;0.2307;4800.0;56499.8913;LFF;BLA;Priority
303;db1;app2;300000000;22300.1996;5000.0;0.1;2400.0;14899.8996;LFF;BLA;Priority
140;web3;db1;150000000;87701.2819;20000.0;0.4273;8400.0001;59300.3345;LFF;BLA;Priority
236;web0;web3;200000000;49901.1271;4000.0;0.3758;11200.0001;34700.2812;LFF;BLA;Priority
192;web4;db1;400000000;70701.0706;10000.0;0.357;12800.0;47900.0936;LFF;BLA;Priority
250;db3;db1;100000000;48001.0392;10000.0;0.3465;3200.0;34799.9127;LFF;BLA;Priority
314;app4;app4;40000000;22699.9999;10000.0;0.0;0.0;12699.7299;LFF;BLA;Priority
202;web2;db0;20000000;70021.0706;20000.0;0.357;640.0;49379.9436;LFF;BLA;Priority
38;web4;app1;150000000;137100.9163;40000.0;0.3054;4200.0;92899.9609;LFF;BLA;Priority
332;app2;web1;10000000;18061.0709;4000.0;0.357;320.0;13740.0239;LFF;BLA;Priority
203;db2;app2;40000000;71640.6616;20000.0;0.2206;1280.0;50360.001;LFF;BLA;Priority
351;web2;app2;20000000;10699.9999;4000.0;0.0;0.0;6699.9999;LFF;BLA;Priority
271;db4;app1;300000000;44700.6919;2000.0;0.2307;9600.0;33099.8913;LFF;BLA;Priority
313;db4;db1;200000000;28201.0392;2000.0;0.3465;6400.0;19799.9127;LFF;BLA;Priority
132;web1;app1;200000000;105999.9996;100000.0;0.0;0.0;5999.9996;LFF;BLA;Priority
290;web2;app2;10000000;42499.9996;40000.0;0.0;0.0;2499.9996;LFF;BLA;Priority
275;app0;db1;200000000;48399.9999;40000.0;0.0;0.0;8399.9999;LFF;BLA;Priority
360;app0;db1;100000000;13799.9999;10000.0;0.0;0.0;3799.9999;LFF;BLA;Priority
100;web0;web3;300000000;119401.1276;20000.0;0.3758;16800.0001;82600.2817;LFF;BLA;Priority
122;app0;web3;300000000;110601.2823;20000.0;0.4273;16800.0001;73800.0848;LFF;BLA;Priority
331;web4;db1;100000000;27301.0709;4000.0;0.357;3200.0;20100.0939;LFF;BLA;Priority
353;app1;web4;20000000;19680.9162;4000.0;0.3054;560.0;15120.0607;LFF;BLA;Priority
319;web2;db0;40000000;34741.0709;10000.0;0.357;1280.0;23459.9439;LFF;BLA;Priority
329;web2;db0;150000000;33001.0707;4000.0;0.357;4800.0;24199.9437;LFF;BLA;Priority
302;web0;web3;40000000;44821.1271;10000.0;0.3758;2240.0;32580.2813;LFF;BLA;Priority
219;app0;app4;100000000;78301.2817;20000.0;0.4273;5600.0;52700.0843;LFF;BLA;Priority
90;app4;app3;300000000;130000.2999;40000.0;0.1;2400.0;87599.8299;LFF;BLA;Priority
190;web4;db1;300000000;91901.0709;20000.0;0.357;9600.0;62300.0939;LFF;BLA;Priority
297;svc2;app2;200000000;49301.0394;10000.0;0.3465;6400.0;32900.0129;LFF;BLA;Priority
338;db4;db1;150000000;31701.0392;5000.0;0.3465;4800.0;21899.9127;LFF;BLA;Priority
318;app2;web2;400000000;41199.9997;40000.0;0.0;0.0;1199.9997;LFF;BLA;Priority
342;app0;web2;20000000;31280.2998;10000.0;0.1;160.0;21119.7498;LFF;BLA;Priority
324;db3;db1;10000000;39761.0391;10000.0;0.3465;320.0;29439.9126;LFF;BLA;Priority
381;app1;app1;300000000;16899.9997;4000.0;0.0;0.0;12899.6497;LFF;BLA;Priority
374;web4;app1;10000000;20340.9161;4000.0;0.3054;280.0;16059.9607;LFF;BLA;Priority
249;db0;web3;300000000;74300.8127;5000.0;0.2709;16800.0001;52499.9717;LFF;BLA;Priority
81;app1;web4;200000000;143500.9161;40000.0;0.3054;5600.0;97900.0607;LFF;BLA;Priority
89;app4;web0;100000000;139901.1274;40000.0;0.3758;5600.0;94299.9416;LFF;BLA;Priority
263;db3;db0;100000000;71101.1365;20000.0;0.3789;2800.0;48299.9476;LFF;BLA;Priority
367;web3;db1;100000000;29401.2818;4000.0;0.4273;5600.0;19800.3344;LFF;BLA;Priority
185;web1;app1;20000000;104899.9999;100000.0;0.0;0.0;4899.9999;LFF;BLA;Priority
286;app3;web3;10000000;64199.9999;20000.0;0.0;0.0;44199.6299;LFF;BLA;Priority
138;app4;app3;40000000;124360.3001;40000.0;0.1;320.0;84039.8301;LFF;BLA;Priority
131;app4;web2;10000000;127981.282;40000.0;0.4273;560.0;87420.0646;LFF;BLA;Priority
400;app1;app1;20000000;19799.9995;4000.0;0.0;0.0;15799.6495;LFF;BLA;Priority
397;app0;app3;10000000;22481.2819;4000.0;0.4273;560.0;17920.0845;LFF;BLA;Priority
347;web0;app1;200000000;43200.2997;10000.0;0.1;1600.0;31599.7496;LFF;BLA;Priority
22;db0;web3;150000000;175600.8126;50000.0;0.2709;8400.0001;117199.9716;LFF;BLA;Priority
433;app4;app4;40000000;11399.9995;4000.0;0.0;0.0;7399.7295;LFF;BLA;Priority
427;web3;app3;20000000;15699.9995;10000.0;0.0;0.0;5699.9995;LFF;BLA;Priority
346;app2;web0;300000000;49701.0705;4000.0;0.357;9600.0;36100.0235;LFF;BLA;Priority
300;db3;db0;10000000;69741.1365;20000.0;0.3789;280.0;49459.9476;LFF;BLA;Priority
385;app2;db0;10000000;34461.0708;10000.0;0.357;320.0;24139.9438;LFF;BLA;Priority
274;db0;app1;150000000;81200.916;20000.0;0.3054;4200.0;56999.9606;LFF;BLA;Priority
157;app2;db0;40000000;129941.0706;40000.0;0.357;1280.0;88659.9436;LFF;BLA;Priority
460;app3;web3;150000000;5599.9996;4000.0;0.0;0.0;1599.9996;LFF;BLA;Priority
143;app1;app2;150000000;135801.0706;40000.0;0.357;4800.0;91000.0136;LFF;BLA;Priority
430;app4;web2;20000000;20061.2819;4000.0;0.4273;1120.0;14940.0645;LFF;BLA;Priority
441;app2;app0;150000000;16000.3;4000.0;0.1;1200.0;10799.8799;LFF;BLA;Priority
451;app4;app4;400000000;13699.9998;4000.0;0.0;0.0;9699.7298;LFF;BLA;Priority
62;db4;db1;200000000;174301.0393;50000.0;0.3465;6400.0;117899.9128;LFF;BLA;Priority
141;app1;app2;200000000;141301.0709;40000.0;0.357;6400.0;94900.0139;LFF;BLA;Priority
281;svc4;db1;200000000;85001.0707;20000.0;0.357;6400.0;58600.0937;LFF;BLA;Priority
242;web1;app1;300000000;101799.9997;100000.0;0.0;0.0;1799.9997;LFF;BLA;Priority
390;web1;app1;300000000;41599.9997;40000.0;0.0;0.0;1599.9997;LFF;BLA;Priority
424;web1;app1;400000000;26599.9998;20000.0;0.0;0.0;6599.9998;LFF;BLA;Priority
425;app1;web1;300000000;26299.9996;20000.0;0.0;0.0;6299.9996;LFF;BLA;Priority
376;app4;app4;10000000;46899.9995;20000.0;0.0;0.0;26899.7295;LFF;BLA;Priority
379;app4;app4;40000000;45699.9995;20000.0;0.0;0.0;25699.7295;LFF;BLA;Priority
178;app4;web2;10000000;129281.2816;40000.0;0.4273;560.0;88720.0643;LFF;BLA;Priority
327;web0;web3;200000000;71001.1272;10000.0;0.3758;11200.0001;49800.2814;LFF;BLA;Priority
180;app2;web1;40000000;130841.0709;40000.0;0.357;1280.0;89560.0239;LFF;BLA;Priority
406;db3;db1;200000000;39201.0394;5000.0;0.3465;6400.0;27799.9129;LFF;BLA;Priority
193;app3;app4;200000000;126700.3001;40000.0;0.1;1600.0;85099.83;LFF;BLA;Priority
454;web4;app1;40000000;19760.9159;4000.0;0.3054;1120.0;14639.9605;LFF;BLA;Priority
340;svc2;app2;100000000;71001.0392;20000.0;0.3465;3200.0;47800.0127;LFF;BLA;Priority
450;web3;app3;40000000;26299.9998;20000.0;0.0;0.0;6299.9998;LFF;BLA;Priority
359;app1;app1;100000000;63999.9995;20000.0;0.0;0.0;43999.6495;LFF;BLA;Priority
437;app1;app1;100000000;31599.9996;10000.0;0.0;0.0;21599.6496;LFF;BLA;Priority
221;app4;app3;100000000;123100.2997;40000.0;0.1;800.0;82299.8297;LFF;BLA;Priority
439;web4;app1;40000000;34360.9158;10000.0;0.3054;1120.0;23239.9604;LFF;BLA;Priority
206;app0;web2;150000000;130000.3001;40000.0;0.1;1200.0;88799.75;LFF;BLA;Priority
283;svc3;db0;400000000;99000.9161;20000.0;0.3054;11200.0;67799.9406;LFF;BLA;Priority
358;svc1;web3;200000000;67901.2218;10000.0;0.4072;11200.0001;46700.1645;LFF;BLA;Priority
469;app4;web0;10000000;22081.1268;4000.0;0.3758;560.0;17519.9411;LFF;BLA;Priority
488;app1;app2;20000000;14821.0708;4000.0;0.357;640.0;10180.0138;LFF;BLA;Priority
335;web4;db1;150000000;77801.0709;20000.0;0.357;4800.0;53000.0939;LFF;BLA;Priority
455;app1;web4;200000000;32800.9161;4000.0;0.3054;5600.0;23200.0607;LFF;BLA;Priority
380;app2;web0;300000000;64101.0708;10000.0;0.357;9600.0;44500.0238;LFF;BLA;Priority
43;app1;web1;400000000;202300.0;200000.0;0.0;0.0;2300.0;LFF;BLA;Priority
287;web2;app2;150000000;103799.9999;100000.0;0.0;0.0;3799.9999;LFF;BLA;Priority
322;app4;app4;150000000;89499.9997;40000.0;0.0;0.0;49499.7297;LFF;BLA;Priority
398;app2;web0;400000000;59001.0705;4000.0;0.357;12800.0;42200.0235;LFF;BLA;Priority
458;app2;app0;20000000;33080.2997;10000.0;0.1;160.0;22919.8796;LFF;BLA;Priority
315;app4;web0;200000000;95801.1272;20000.0;0.3758;11200.0001;64599.9414;LFF;BLA;Priority
369;db3;db0;400000000;73201.1362;10000.0;0.3789;11200.0;51999.9473;LFF;BLA;Priority
320;app0;app3;200000000;94301.2821;20000.0;0.4273;11200.0001;63100.0847;LFF;BLA;Priority
432;app4;web0;200000000;49301.1272;4000.0;0.3758;11200.0001;34099.9413;LFF;BLA;Priority
418;db0;app1;200000000;56500.916;10000.0;0.3054;5600.0;40899.9605;LFF;BLA;Priority
323;app1;app0;300000000;98101.0705;20000.0;0.357;9600.0;68500.1135;LFF;BLA;Priority
246;web0;app1;400000000;129900.3001;40000.0;0.1;3200.0;86699.75;LFF;BLA;Priority
386;web1;app2;100000000;72601.0707;20000.0;0.357;3200.0;49400.0137;LFF;BLA;Priority
60;web3;app3;20000000;206000.0;200000.0;0.0;0.0;6000.0;LFF;BLA;Priority
365;app4;app4;40000000;81699.9999;40000.0;0.0;0.0;41699.7299;LFF;BLA;Priority
479;db0;app1;300000000;35500.9162;2000.0;0.3054;8400.0;25099.9607;LFF;BLA;Priority
490;app2;db0;100000000;31501.0705;4000.0;0.357;3200.0;24299.9435;LFF;BLA;Priority
471;db4;db1;300000000;42101.039;2000.0;0.3465;9600.0;30499.9125;LFF;BLA;Priority
344;svc3;db0;300000000;95000.916;20000.0;0.3054;8400.0;66599.9406;LFF;BLA;Priority
189;db1;web3;40000000;160021.282;50000.0;0.4273;2240.0;107780.0846;LFF;BLA;Priority
375;db0;app1;200000000;83900.9159;20000.0;0.3054;5600.0;58299.9604;LFF;BLA;Priority
485;app4;web0;150000000;39101.1273;4000.0;0.3758;8400.0001;26699.9414;LFF;BLA;Priority
336;db1;app2;10000000;103160.1998;50000.0;0.1;80.0;53079.8997;LFF;BLA;Priority
277;app0;web2;10000000;127540.2998;40000.0;0.1;80.0;87459.7498;LFF;BLA;Priority
273;web0;app1;100000000;131600.2997;40000.0;0.1;800.0;90799.7497;LFF;BLA;Priority
348;svc0;app1;400000000;101600.916;20000.0;0.3054;11200.0;70399.9606;LFF;BLA;Priority
282;svc2;app2;40000000;129441.0391;40000.0;0.3465;1280.0;88160.0126;LFF;BLA;Priority
264;app3;web1;100000000;139301.1273;40000.0;0.3758;5600.0;93699.9415;LFF;BLA;Priority
411;app3;web1;100000000;79601.1273;20000.0;0.3758;5600.0;53999.9414;LFF;BLA;Priority
345;web1;app1;100000000;109499.9995;100000.0;0.0;0.0;9499.9995;LFF;BLA;Priority
412;app4;app4;150000000;82199.9997;40000.0;0.0;0.0;42199.7297;LFF;BLA;Priority
106;db1;app2;20000000;207320.2001;100000.0;0.1;160.0;107159.9;LFF;BLA;Priority
310;app1;app2;10000000;125261.0709;40000.0;0.357;320.0;84940.0139;LFF;BLA;Priority
456;app1;app2;10000000;64561.0708;20000.0;0.357;320.0;44240.0138;LFF;BLA;Priority
453;app3;web0;10000000;66581.1271;20000.0;0.3758;560.0;46019.9414;LFF;BLA;Priority
452;app3;web0;20000000;68661.1272;20000.0;0.3758;1120.0;47539.9414;LFF;BLA;Priority
373;app3;web1;200000000;101601.1271;20000.0;0.3758;11200.0001;70399.9412;LFF;BLA;Priority
308;app0;web3;400000000;132501.2823;20000.0;0.4273;22400.0001;90100.0848;LFF;BLA;Priority
241;db0;app1;100000000;160700.916;50000.0;0.3054;2800.0;107899.9606;LFF;BLA;Priority
462;app2;web1;400000000;69401.0705;10000.0;0.357;12800.0;46600.0235;LFF;BLA;Priority
256;svc2;app2;300000000;154601.0391;40000.0;0.3465;9600.0;105000.0126;LFF;BLA;Priority
463;app2;app0;400000000;70300.2997;20000.0;0.1;3200.0;47099.8796;LFF;BLA;Priority
481;app3;web1;10000000;65381.1271;20000.0;0.3758;560.0;44819.9414;LFF;BLA;Priority
326;web0;app1;100000000;130300.2998;40000.0;0.1;800.0;89499.7498;LFF;BLA;Priority
472;app0;web2;100000000;69300.2998;20000.0;0.1;800.0;48499.7497;LFF;BLA;Priority
484;app2;db0;100000000;71901.0705;20000.0;0.357;3200.0;48699.9435;LFF;BLA;Priority
354;app0;web2;100000000;128100.3;40000.0;0.1;800.0;87299.75;LFF;BLA;Priority
337;svc3;db0;150000000;135300.9162;40000.0;0.3054;4200.0;91099.9407;LFF;BLA;Priority
151;db1;app2;200000000;211500.1998;100000.0;0.1;1600.0;109899.8998;LFF;BLA;Priority
285;app3;web1;200000000;158101.1274;40000.0;0.3758;11200.0001;106899.9416;LFF;BLA;Priority
475;db0;app1;200000000;82300.916;20000.0;0.3054;5600.0;56699.9605;LFF;BLA;Priority
361;svc2;app2;100000000;133001.0391;40000.0;0.3465;3200.0;89800.0125;LFF;BLA;Priority
392;app1;app1;200000000;120599.9998;40000.0;0.0;0.0;80599.6498;LFF;BLA;Priority
403;app0;app3;300000000;116901.2822;20000.0;0.4273;16800.0001;80100.0847;LFF;BLA;Priority
388;app3;app4;100000000;124800.3;40000.0;0.1;800.0;83999.8299;LFF;BLA;Priority
445;db2;db0;400000000;102401.0106;20000.0;0.3369;11200.0;71199.9437;LFF;BLA;Priority
176;db1;app2;300000000;213000.1997;100000.0;0.1;2400.0;110599.8996;LFF;BLA;Priority
393;app3;app4;400000000;130000.3;40000.0;0.1;3200.0;86799.8299;LFF;BLA;Priority
448;app1;web1;100000000;107399.9998;100000.0;0.0;0.0;7399.9998;LFF;BLA;Priority
415;app4;app3;10000000;120940.2998;40000.0;0.1;80.0;80859.8297;LFF;BLA;Priority
402;app0;web2;150000000;130500.3;40000.0;0.1;1200.0;89299.7499;LFF;BLA;Priority
483;db0;web3;200000000;96400.8126;20000.0;0.2709;11200.0001;65199.9717;LFF;BLA;Priority
409;app2;app0;200000000;128500.3;40000.0;0.1;1600.0;86899.8799;LFF;BLA;Priority
497;web3;db1;150000000;92001.282;20000.0;0.4273;8400.0001;63600.3346;LFF;BLA;Priority
350;app3;web0;200000000;160801.1272;40000.0;0.3758;11200.0001;109599.9414;LFF;BLA;Priority
251;web2;app2;150000000;207999.9999;200000.0;0.0;0.0;7999.9999;LFF;BLA;Priority
253;web1;app1;100000000;207099.9997;200000.0;0.0;0.0;7099.9997;LFF;BLA;Priority
499;app3;web3;400000000;106199.9998;100000.0;0.0;0.0;6199.9998;LFF;BLA;Priority
8;app3;web3;400000000;305999.9996;100000.0;0.0;0.0;205999.6296;LFF;BLA;Priority
495;db1;app2;100000000;109200.1999;50000.0;0.1;800.0;58399.8998;LFF;BLA;Priority
20;app4;web0;10000000;302881.1269;100000.0;0.3758;560.0;202319.9412;LFF;BLA;Priority
295;app0;db1;10000000;200699.9997;200000.0;0.0;0.0;699.9997;LFF;BLA;Priority
25;app3;app4;20000000;309780.3001;100000.0;0.1;160.0;209619.8301;LFF;BLA;Priority
468;svc0;app1;10000000;129640.9159;40000.0;0.3054;280.0;89359.9605;LFF;BLA;Priority
306;app4;app4;100000000;206199.9995;100000.0;0.0;0.0;106199.7295;LFF;BLA;Priority
66;app3;web3;300000000;303099.9998;100000.0;0.0;0.0;203099.6298;LFF;BLA;Priority
384;svc1;web3;300000000;174101.2217;40000.0;0.4072;16800.0001;117300.1643;LFF;BLA;Priority
71;web4;app1;100000000;309500.9163;100000.0;0.3054;2800.0;206699.9609;LFF;BLA;Priority
94;web1;app2;10000000;302361.0707;100000.0;0.357;320.0;202040.0138;LFF;BLA;Priority
87;app2;db0;40000000;307741.0708;100000.0;0.357;1280.0;206459.9438;LFF;BLA;Priority
438;db2;db0;200000000;168101.0103;50000.0;0.3369;5600.0;112499.9433;LFF;BLA;Priority
372;app1;web1;400000000;208299.9997;200000.0;0.0;0.0;8299.9997;LFF;BLA;Priority
129;app2;db0;20000000;308821.0709;100000.0;0.357;640.0;208179.944;LFF;BLA;Priority
104;web4;app1;200000000;324800.9161;100000.0;0.3054;5600.0;219199.9606;LFF;BLA;Priority
115;web4;app1;200000000;320200.9161;100000.0;0.3054;5600.0;214599.9606;LFF;BLA;Priority
420;svc1;web3;400000000;195901.222;40000.0;0.4072;22400.0001;133500.1646;LFF;BLA;Priority
493;web2;db0;400000000;166701.0705;40000.0;0.357;12800.0;113899.9435;LFF;BLA;Priority
486;db4;app1;200000000;170900.6916;50000.0;0.2307;6400.0;114499.8909;LFF;BLA;Priority
163;svc4;db1;40000000;307341.0709;100000.0;0.357;1280.0;206060.0939;LFF;BLA;Priority
110;svc2;app2;300000000;334101.0395;100000.0;0.3465;9600.0;224500.013;LFF;BLA;Priority
470;db3;db0;400000000;191501.1362;50000.0;0.3789;11200.0;130299.9473;LFF;BLA;Priority
165;svc4;db1;150000000;316901.0707;100000.0;0.357;4800.0;212100.0937;LFF;BLA;Priority
196;app3;app4;200000000;305500.3001;100000.0;0.1;1600.0;203899.83;LFF;BLA;Priority
47;app3;web0;400000000;368401.1275;100000.0;0.3758;22400.0001;245999.9416;LFF;BLA;Priority
459;db1;app2;20000000;202320.1997;100000.0;0.1;160.0;102159.8997;LFF;BLA;Priority
199;db3;db0;10000000;309941.1365;100000.0;0.3789;280.0;209659.9476;LFF;BLA;Priority
208;db4;app1;20000000;307520.692;100000.0;0.2307;640.0;206879.8913;LFF;BLA;Priority
159;app3;web1;150000000;330601.1271;100000.0;0.3758;8400.0001;222199.9412;LFF;BLA;Priority
218;app0;web3;40000000;308621.2816;100000.0;0.4273;2240.0;206380.0843;LFF;BLA;Priority
492;app4;web2;400000000;196101.2822;40000.0;0.4273;22400.0001;133700.0647;LFF;BLA;Priority
229;db3;db1;10000000;308161.0394;100000.0;0.3465;320.0;207839.9129;LFF;BLA;Priority
238;app1;app0;40000000;307141.0709;100000.0;0.357;1280.0;205860.1139;LFF;BLA;Priority
