0;1;2;vm_policy;link_policy;wf_policy
310;19;5.7436;LFF;BLA;Priority
310;18;5.7436;LFF;BLA;Priority
310;17;5.7436;LFF;BLA;Priority
310;16;5.7436;LFF;BLA;Priority
310;15;5.7436;LFF;BLA;Priority
310;14;5.7436;LFF;BLA;Priority
310;13;5.7436;LFF;BLA;Priority
310;12;5.7436;LFF;BLA;Priority
320;23;5.9289;LFF;BLA;Priority
320;22;5.9289;LFF;BLA;Priority
320;21;5.9289;LFF;BLA;Priority
320;20;5.9289;LFF;BLA;Priority
320;19;5.9289;LFF;BLA;Priority
320;18;5.9289;LFF;BLA;Priority
320;17;5.9289;LFF;BLA;Priority
320;16;5.9289;LFF;BLA;Priority
320;15;5.9289;LFF;BLA;Priority
320;14;5.9289;LFF;BLA;Priority
320;13;5.9289;LFF;BLA;Priority
320;12;5.9289;LFF;BLA;Priority
330;23;6.1142;LFF;BLA;Priority
330;22;6.1142;LFF;BLA;Priority
330;21;6.1142;LFF;BLA;Priority
330;20;6.1142;LFF;BLA;Priority
330;19;6.1142;LFF;BLA;Priority
330;18;6.1142;LFF;BLA;Priority
330;17;6.1142;LFF;BLA;Priority
330;16;6.1142;LFF;BLA;Priority
330;15;6.1142;LFF;BLA;Priority
330;14;6.1142;LFF;BLA;Priority
330;13;6.1142;LFF;BLA;Priority
330;12;6.1142;LFF;BLA;Priority
340;23;6.2994;LFF;BLA;Priority
340;22;6.2994;LFF;BLA;Priority
340;21;6.2994;LFF;BLA;Priority
340;20;6.2994;LFF;BLA;Priority
340;19;6.2994;LFF;BLA;Priority
340;18;6.2994;LFF;BLA;Priority
340;17;6.2994;LFF;BLA;Priority
340;16;6.2994;LFF;BLA;Priority
340;15;6.2994;LFF;BLA;Priority
340;14;6.2994;LFF;BLA;Priority
340;13;6.2994;LFF;BLA;Priority
340;12;6.2994;LFF;BLA;Priority
350;23;6.4847;LFF;BLA;Priority
350;22;6.4847;LFF;BLA;Priority
350;21;6.4847;LFF;BLA;Priority
350;20;6.4847;LFF;BLA;Priority
350;19;6.4847;LFF;BLA;Priority
350;18;6.4847;LFF;BLA;Priority
350;17;6.4847;LFF;BLA;Priority
350;16;6.4847;LFF;BLA;Priority
350;15;6.4847;LFF;BLA;Priority
350;14;6.4847;LFF;BLA;Priority
350;13;6.4847;LFF;BLA;Priority
350;12;6.4847;LFF;BLA;Priority
360;23;6.67;LFF;BLA;Priority
360;22;6.67;LFF;BLA;Priority
360;21;6.67;LFF;BLA;Priority
360;20;6.67;LFF;BLA;Priority
360;19;6.67;LFF;BLA;Priority
360;18;6.67;LFF;BLA;Priority
360;17;6.67;LFF;BLA;Priority
360;16;6.67;LFF;BLA;Priority
360;15;6.67;LFF;BLA;Priority
360;14;6.67;LFF;BLA;Priority
360;13;6.67;LFF;BLA;Priority
360;12;6.67;LFF;BLA;Priority
370;23;6.8553;LFF;BLA;Priority
370;22;6.8553;LFF;BLA;Priority
370;21;6.8553;LFF;BLA;Priority
370;20;6.8553;LFF;BLA;Priority
370;19;6.8553;LFF;BLA;Priority
370;18;6.8553;LFF;BLA;Priority
370;17;6.8553;LFF;BLA;Priority
370;16;6.8553;LFF;BLA;Priority
370;15;6.8553;LFF;BLA;Priority
370;14;6.8553;LFF;BLA;Priority
370;13;6.8553;LFF;BLA;Priority
370;12;6.8553;LFF;BLA;Priority
380;23;7.0406;LFF;BLA;Priority
380;22;7.0406;LFF;BLA;Priority
380;21;7.0406;LFF;BLA;Priority
380;20;7.0406;LFF;BLA;Priority
380;19;7.0406;LFF;BLA;Priority
380;18;7.0406;LFF;BLA;Priority
380;17;7.0406;LFF;BLA;Priority
380;16;7.0406;LFF;BLA;Priority
380;15;7.0406;LFF;BLA;Priority
380;14;7.0406;LFF;BLA;Priority
380;13;7.0406;LFF;BLA;Priority
380;12;7.0406;LFF;BLA;Priority
390;23;7.2258;LFF;BLA;Priority
390;22;7.2258;LFF;BLA;Priority
390;21;7.2258;LFF;BLA;Priority
390;20;7.2258;LFF;BLA;Priority
390;19;7.2258;LFF;BLA;Priority
390;18;7.2258;LFF;BLA;Priority
390;17;7.2258;LFF;BLA;Priority
390;16;7.2258;LFF;BLA;Priority
390;15;7.2258;LFF;BLA;Priority
390;14;7.2258;LFF;BLA;Priority
390;13;7.2258;LFF;BLA;Priority
390;12;7.2258;LFF;BLA;Priority
400;23;7.4111;LFF;BLA;Priority
400;22;7.4111;LFF;BLA;Priority
400;21;7.4111;LFF;BLA;Priority
400;20;7.4111;LFF;BLA;Priority
400;19;7.4111;LFF;BLA;Priority
400;18;7.4111;LFF;BLA;Priority
400;17;7.4111;LFF;BLA;Priority
400;16;7.4111;LFF;BLA;Priority
400;15;7.4111;LFF;BLA;Priority
400;14;7.4111;LFF;BLA;Priority
400;13;7.4111;LFF;BLA;Priority
400;12;7.4111;LFF;BLA;Priority
410;23;7.5964;LFF;BLA;Priority
410;22;7.5964;LFF;BLA;Priority
410;21;7.5964;LFF;BLA;Priority
410;20;7.5964;LFF;BLA;Priority
410;19;7.5964;LFF;BLA;Priority
410;18;7.5964;LFF;BLA;Priority
410;17;7.5964;LFF;BLA;Priority
410;16;7.5964;LFF;BLA;Priority
410;15;7.5964;LFF;BLA;Priority
410;14;7.5964;LFF;BLA;Priority
410;13;7.5964;LFF;BLA;Priority
410;12;7.5964;LFF;BLA;Priority
420;23;7.7817;LFF;BLA;Priority
420;22;7.7817;LFF;BLA;Priority
420;21;7.7817;LFF;BLA;Priority
420;20;7.7817;LFF;BLA;Priority
420;19;7.7817;LFF;BLA;Priority
420;18;7.7817;LFF;BLA;Priority
420;17;7.7817;LFF;BLA;Priority
420;16;7.7817;LFF;BLA;Priority
420;15;7.7817;LFF;BLA;Priority
420;14;7.7817;LFF;BLA;Priority
420;13;7.7817;LFF;BLA;Priority
420;12;7.7817;LFF;BLA;Priority
430;23;7.9669;LFF;BLA;Priority
430;22;7.9669;LFF;BLA;Priority
430;21;7.9669;LFF;BLA;Priority
430;20;7.9669;LFF;BLA;Priority
430;19;7.9669;LFF;BLA;Priority
430;18;7.9669;LFF;BLA;Priority
430;17;7.9669;LFF;BLA;Priority
430;16;7.9669;LFF;BLA;Priority
430;15;7.9669;LFF;BLA;Priority
430;14;7.9669;LFF;BLA;Priority
430;13;7.9669;LFF;BLA;Priority
430;12;7.9669;LFF;BLA;Priority
440;23;8.1522;LFF;BLA;Priority
440;22;8.1522;LFF;BLA;Priority
440;21;8.1522;LFF;BLA;Priority
440;20;8.1522;LFF;BLA;Priority
440;19;8.1522;LFF;BLA;Priority
440;18;8.1522;LFF;BLA;Priority
440;17;8.1522;LFF;BLA;Priority
440;16;8.1522;LFF;BLA;Priority
440;15;8.1522;LFF;BLA;Priority
440;14;8.1522;LFF;BLA;Priority
440;13;8.1522;LFF;BLA;Priority
440;12;8.1522;LFF;BLA;Priority
450;23;8.3375;LFF;BLA;Priority
450;22;8.3375;LFF;BLA;Priority
450;21;8.3375;LFF;BLA;Priority
450;20;8.3375;LFF;BLA;Priority
450;19;8.3375;LFF;BLA;Priority
450;18;8.3375;LFF;BLA;Priority
450;17;8.3375;LFF;BLA;Priority
450;16;8.3375;LFF;BLA;Priority
450;15;8.3375;LFF;BLA;Priority
450;14;8.3375;LFF;BLA;Priority
450;13;8.3375;LFF;BLA;Priority
450;12;8.3375;LFF;BLA;Priority
460;23;8.5228;LFF;BLA;Priority
460;22;8.5228;LFF;BLA;Priority
460;21;8.5228;LFF;BLA;Priority
460;20;8.5228;LFF;BLA;Priority
460;19;8.5228;LFF;BLA;Priority
460;18;8.5228;LFF;BLA;Priority
460;17;8.5228;LFF;BLA;Priority
460;16;8.5228;LFF;BLA;Priority
460;15;8.5228;LFF;BLA;Priority
460;14;8.5228;LFF;BLA;Priority
460;13;8.5228;LFF;BLA;Priority
460;12;8.5228;LFF;BLA;Priority
470;23;8.7081;LFF;BLA;Priority
470;22;8.7081;LFF;BLA;Priority
470;21;8.7081;LFF;BLA;Priority
470;20;8.7081;LFF;BLA;Priority
470;19;8.7081;LFF;BLA;Priority
470;18;8.7081;LFF;BLA;Priority
470;17;8.7081;LFF;BLA;Priority
470;16;8.7081;LFF;BLA;Priority
470;15;8.7081;LFF;BLA;Priority
470;14;8.7081;LFF;BLA;Priority
470;13;8.7081;LFF;BLA;Priority
470;12;8.7081;LFF;BLA;Priority
480;23;8.8933;LFF;BLA;Priority
480;22;8.8933;LFF;BLA;Priority
480;21;8.8933;LFF;BLA;Priority
480;20;8.8933;LFF;BLA;Priority
480;19;8.8933;LFF;BLA;Priority
480;18;8.8933;LFF;BLA;Priority
480;17;8.8933;LFF;BLA;Priority
480;16;8.8933;LFF;BLA;Priority
480;15;8.8933;LFF;BLA;Priority
480;14;8.8933;LFF;BLA;Priority
480;13;8.8933;LFF;BLA;Priority
480;12;8.8933;LFF;BLA;Priority
490;23;9.0786;LFF;BLA;Priority
490;22;9.0786;LFF;BLA;Priority
490;21;9.0786;LFF;BLA;Priority
490;20;9.0786;LFF;BLA;Priority
490;19;9.0786;LFF;BLA;Priority
490;18;9.0786;LFF;BLA;Priority
490;17;9.0786;LFF;BLA;Priority
490;16;9.0786;LFF;BLA;Priority
490;15;9.0786;LFF;BLA;Priority
490;14;9.0786;LFF;BLA;Priority
490;13;9.0786;LFF;BLA;Priority
490;12;9.0786;LFF;BLA;Priority
500;23;9.2639;LFF;BLA;Priority
500;22;9.2639;LFF;BLA;Priority
500;21;9.2639;LFF;BLA;Priority
500;20;9.2639;LFF;BLA;Priority
500;19;9.2639;LFF;BLA;Priority
500;18;9.2639;LFF;BLA;Priority
500;17;9.2639;LFF;BLA;Priority
500;16;9.2639;LFF;BLA;Priority
500;15;9.2639;LFF;BLA;Priority
500;14;9.2639;LFF;BLA;Priority
500;13;9.2639;LFF;BLA;Priority
500;12;9.2639;LFF;BLA;Priority
510;23;9.4492;LFF;BLA;Priority
510;22;9.4492;LFF;BLA;Priority
510;21;9.4492;LFF;BLA;Priority
510;20;9.4492;LFF;BLA;Priority
510;19;9.4492;LFF;BLA;Priority
510;18;9.4492;LFF;BLA;Priority
510;17;9.4492;LFF;BLA;Priority
510;16;9.4492;LFF;BLA;Priority
510;15;9.4492;LFF;BLA;Priority
510;14;9.4492;LFF;BLA;Priority
510;13;9.4492;LFF;BLA;Priority
510;12;9.4492;LFF;BLA;Priority
520;23;9.6344;LFF;BLA;Priority
520;22;9.6344;LFF;BLA;Priority
520;21;9.6344;LFF;BLA;Priority
520;20;9.6344;LFF;BLA;Priority
520;19;9.6344;LFF;BLA;Priority
520;18;9.6344;LFF;BLA;Priority
520;17;9.6344;LFF;BLA;Priority
520;16;9.6344;LFF;BLA;Priority
520;15;9.6344;LFF;BLA;Priority
520;14;9.6344;LFF;BLA;Priority
520;13;9.6344;LFF;BLA;Priority
520;12;9.6344;LFF;BLA;Priority
530;23;9.8197;LFF;BLA;Priority
530;22;9.8197;LFF;BLA;Priority
530;21;9.8197;LFF;BLA;Priority
530;20;9.8197;LFF;BLA;Priority
530;19;9.8197;LFF;BLA;Priority
530;18;9.8197;LFF;BLA;Priority
530;17;9.8197;LFF;BLA;Priority
530;16;9.8197;LFF;BLA;Priority
530;15;9.8197;LFF;BLA;Priority
530;14;9.8197;LFF;BLA;Priority
530;13;9.8197;LFF;BLA;Priority
530;12;9.8197;LFF;BLA;Priority
540;23;10.005;LFF;BLA;Priority
540;22;10.005;LFF;BLA;Priority
540;21;10.005;LFF;BLA;Priority
540;20;10.005;LFF;BLA;Priority
540;19;10.005;LFF;BLA;Priority
540;18;10.005;LFF;BLA;Priority
540;17;10.005;LFF;BLA;Priority
540;16;10.005;LFF;BLA;Priority
540;15;10.005;LFF;BLA;Priority
540;14;10.005;LFF;BLA;Priority
540;13;10.005;LFF;BLA;Priority
540;12;10.005;LFF;BLA;Priority
550;23;10.1903;LFF;BLA;Priority
550;22;10.1903;LFF;BLA;Priority
550;21;10.1903;LFF;BLA;Priority
550;20;10.1903;LFF;BLA;Priority
550;19;10.1903;LFF;BLA;Priority
550;18;10.1903;LFF;BLA;Priority
550;17;10.1903;LFF;BLA;Priority
550;16;10.1903;LFF;BLA;Priority
550;15;10.1903;LFF;BLA;Priority
550;14;10.1903;LFF;BLA;Priority
550;13;10.1903;LFF;BLA;Priority
550;12;10.1903;LFF;BLA;Priority
560;23;10.3756;LFF;BLA;Priority
560;22;10.3756;LFF;BLA;Priority
560;21;10.3756;LFF;BLA;Priority
560;20;10.3756;LFF;BLA;Priority
560;19;10.3756;LFF;BLA;Priority
