# units: hostId; total_energy(Wh)
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
127;h_3;3;4.0060
127;h_2;2;4.0113
127;h_1;1;4.0044
127;h_0;0;4.0060
TOTAL;;;16.0275
142;h_3;3;4.7504
142;h_2;2;4.7567
142;h_1;1;4.7485
142;h_0;0;4.7504
TOTAL;;;19.0060
142;h_3;3;4.7504
142;h_2;2;4.7567
142;h_1;1;4.7485
142;h_0;0;4.7504
TOTAL;;;19.0060
142;h_3;3;4.7504
142;h_2;2;4.7567
142;h_1;1;4.7485
142;h_0;0;4.7504
TOTAL;;;19.0060
142;h_3;3;4.7504
142;h_2;2;4.7567
142;h_1;1;4.7485
142;h_0;0;4.7504
TOTAL;;;19.0060
166;h_3;3;5.5550
166;h_2;2;5.5623
166;h_1;1;5.5527
166;h_0;0;5.5550
TOTAL;;;22.2249
166;h_3;3;5.5550
166;h_2;2;5.5623
166;h_1;1;5.5527
166;h_0;0;5.5550
TOTAL;;;22.2249
166;h_3;3;5.5550
166;h_2;2;5.5623
166;h_1;1;5.5527
166;h_0;0;5.5550
TOTAL;;;22.2249
166;h_3;3;5.5550
166;h_2;2;5.5623
166;h_1;1;5.5527
166;h_0;0;5.5550
TOTAL;;;22.2249
176;h_3;3;5.8888
176;h_2;2;5.8966
176;h_1;1;5.8864
176;h_0;0;5.8888
TOTAL;;;23.5606
