# units: hostId; total_energy(Wh)
53;h_3;3;1.6781
53;h_2;2;0.0000
53;h_1;1;0.0000
53;h_0;0;0.0000
TOTAL;;;1.6781
53;h_3;3;1.6781
53;h_2;2;0.0000
53;h_1;1;0.0000
53;h_0;0;0.0000
TOTAL;;;1.6781
53;h_3;3;1.6781
53;h_2;2;0.0000
53;h_1;1;0.0000
53;h_0;0;0.0000
TOTAL;;;1.6781
70;h_3;3;2.3494
70;h_2;2;0.0000
70;h_1;1;0.0000
70;h_0;0;0.0000
TOTAL;;;2.3494
