time;node_id;cpu_w;ram_w;bw_w;total_w;vm_policy;link_policy;wf_policy
40.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
40.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
40.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
40.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
40.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
40.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
50.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
50.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
50.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
50.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
50.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
50.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
50.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
50.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
50.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
50.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
50.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
50.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
60.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
60.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
60.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
60.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
60.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
60.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
60.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
60.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
60.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
60.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
60.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
60.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
70.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
70.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
70.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
70.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
70.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
70.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
70.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
70.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
70.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
70.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
70.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
70.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
80.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
80.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
80.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
80.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
80.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
80.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
80.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
80.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
80.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
80.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
80.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
80.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
90.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
90.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
90.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
90.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
90.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
90.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
90.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
90.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
90.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
90.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
90.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
90.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
100.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
100.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
100.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
100.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
100.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
100.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
100.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
100.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
100.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
100.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
100.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
100.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
110.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
110.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
110.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
110.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
110.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
110.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
110.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
110.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
110.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
110.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
110.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
110.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
120.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
120.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
120.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
120.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
120.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
120.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
120.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
120.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
120.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
120.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
120.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
120.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
130.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
130.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
130.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
130.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
130.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
130.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
130.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
130.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
130.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
130.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
130.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
130.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
140.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
140.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
140.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
140.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
140.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
140.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
140.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
140.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
140.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
140.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
140.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
140.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
150.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
150.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
150.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
150.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
150.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
150.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
150.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
150.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
150.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
150.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
150.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
150.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
160.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
160.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
160.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
160.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
160.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
160.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
160.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
160.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
160.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
160.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
160.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
160.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
170.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
170.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
170.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
170.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
170.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
170.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
170.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
170.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
170.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
170.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
170.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
170.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
180.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
180.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
180.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
180.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
180.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
180.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
180.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
180.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
180.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
180.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
180.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
180.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
190.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
190.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
190.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
190.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
190.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
190.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
190.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
190.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
190.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
190.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
190.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
190.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
200.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
200.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
200.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
200.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
200.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
200.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
200.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
200.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
200.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
200.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
200.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
200.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
210.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
210.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
210.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
210.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
210.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
210.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
210.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
210.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
210.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
210.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
210.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
210.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
220.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
220.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
220.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
220.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
220.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
220.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
220.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
220.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
220.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
220.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
220.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
220.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
230.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
230.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
230.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
230.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
230.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
230.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
230.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
230.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
230.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
230.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
230.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
230.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
240.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
240.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
240.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
240.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
240.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
240.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
240.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
240.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
240.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
240.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
240.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
240.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
250.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
250.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
250.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
250.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
250.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
250.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
250.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
250.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
250.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
250.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
250.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
250.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
260.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
260.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
260.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
260.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
260.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
260.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
260.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
260.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
260.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
260.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
260.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
260.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
270.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
270.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
270.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
270.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
270.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
270.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
270.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
270.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
270.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
270.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
270.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
270.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
280.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
280.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
280.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
280.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
280.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
280.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
280.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
280.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
280.0;3;0.78;3.13;4.0;0.3335;LFF;First;PSO
280.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
280.0;1;0.78;3.13;2.0;0.3335;LFF;First;PSO
280.0;0;0.78;3.13;2.5;0.3335;LFF;First;PSO
290.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
290.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
290.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
290.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
290.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
290.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
290.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
290.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
290.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
290.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
290.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
290.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
300.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
300.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
300.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
300.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
300.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
300.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
300.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
300.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
300.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
300.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
300.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
300.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
310.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
310.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
310.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
310.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
310.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
310.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
310.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
310.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
310.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
310.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
310.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
310.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
320.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
320.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
320.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
320.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
320.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
320.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
320.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
320.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
320.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
320.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
320.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
320.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
330.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
330.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
330.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
330.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
330.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
330.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
330.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
330.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
330.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
330.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
330.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
330.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
340.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
340.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
340.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
340.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
340.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
340.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
340.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
340.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
340.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
340.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
340.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
340.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
350.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
350.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
350.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
350.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
350.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
350.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
350.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
350.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
350.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
350.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
350.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
350.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
360.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
360.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
360.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
360.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
360.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
360.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
360.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
360.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
360.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
360.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
360.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
360.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
370.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
370.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
370.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
370.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
370.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
370.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
370.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
370.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
370.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
370.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
370.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
370.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
380.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
380.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
380.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
380.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
380.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
380.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
380.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
380.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
380.0;3;0.78;3.13;4.0;0.3334;LFF;First;PSO
380.0;2;1.56;6.25;6.0;0.3335;LFF;First;PSO
380.0;1;0.78;3.13;2.0;0.3334;LFF;First;PSO
380.0;0;0.78;3.13;2.5;0.3334;LFF;First;PSO
390.0;5;6.25;12.5;0.0;0.0699;LFF;First;PSO
390.0;4;3.13;6.25;0.0;0.0697;LFF;First;PSO
390.0;3;0.78;3.13;0.0;0.0695;LFF;First;PSO
390.0;2;1.56;6.25;0.0;0.0696;LFF;First;PSO
390.0;1;0.78;3.13;0.0;0.0695;LFF;First;PSO
390.0;0;0.78;3.13;0.0;0.0695;LFF;First;PSO
390.0;5;6.25;12.5;10.0;0.3338;LFF;First;PSO
390.0;4;3.13;6.25;5.0;0.3336;LFF;First;PSO
