time;node_id;cpu_w;ram_w;bw_w;total_w;vm_policy;link_policy;wf_policy
2700.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2700.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2700.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2700.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2700.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2700.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2700.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2700.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2700.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2700.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2710.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2710.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2710.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2710.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2710.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2710.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2710.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2710.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2710.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2710.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2710.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2710.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2720.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2720.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2720.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2720.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2720.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2720.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2720.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2720.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2720.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2720.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2720.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2720.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2730.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2730.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2730.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2730.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2730.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2730.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2730.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2730.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2730.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2730.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2730.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2730.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2740.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2740.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2740.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2740.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2740.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2740.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2740.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2740.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2740.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2740.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2740.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2740.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2750.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2750.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2750.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2750.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2750.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2750.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2750.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2750.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2750.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2750.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2750.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2750.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2760.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2760.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2760.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2760.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2760.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2760.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2760.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2760.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2760.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2760.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2760.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2760.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2770.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2770.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2770.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2770.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2770.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2770.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2770.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2770.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2770.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2770.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2770.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2770.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2780.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2780.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2780.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2780.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2780.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2780.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2780.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2780.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2780.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2780.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2780.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2780.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2790.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2790.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2790.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2790.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2790.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2790.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2790.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2790.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2790.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2790.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2790.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2790.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2800.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2800.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2800.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2800.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2800.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2800.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2800.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2800.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2800.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2800.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2800.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2800.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2810.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2810.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2810.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2810.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2810.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2810.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2810.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2810.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2810.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2810.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2810.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2810.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2820.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2820.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2820.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2820.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2820.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2820.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2820.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2820.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2820.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2820.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2820.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2820.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2830.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2830.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2830.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2830.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2830.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2830.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2830.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2830.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2830.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2830.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2830.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2830.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2840.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2840.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2840.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2840.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2840.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2840.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2840.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2840.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2840.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2840.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2840.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2840.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2850.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2850.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2850.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2850.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2850.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2850.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2850.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2850.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2850.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2850.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2850.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2850.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2860.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2860.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2860.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2860.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2860.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2860.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2860.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2860.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2860.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2860.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2860.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2860.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2870.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2870.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2870.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2870.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2870.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2870.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2870.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2870.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2870.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2870.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2870.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2870.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2880.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2880.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2880.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2880.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2880.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2880.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2880.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2880.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2880.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2880.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2880.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2880.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2890.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2890.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2890.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2890.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2890.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2890.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2890.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2890.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2890.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2890.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2890.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2890.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2900.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2900.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2900.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2900.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2900.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2900.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2900.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2900.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2900.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2900.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2900.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2900.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2910.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2910.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2910.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2910.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2910.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2910.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2910.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2910.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2910.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2910.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2910.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2910.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2920.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2920.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2920.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2920.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2920.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2920.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2920.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2920.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2920.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2920.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2920.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2920.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2930.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2930.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2930.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2930.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2930.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2930.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2930.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2930.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2930.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2930.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2930.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2930.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2940.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2940.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2940.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2940.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2940.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2940.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2940.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2940.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2940.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2940.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2940.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2940.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2950.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2950.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2950.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2950.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2950.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2950.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2950.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2950.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2950.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2950.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2950.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2950.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2960.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2960.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2960.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2960.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2960.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2960.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2960.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2960.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2960.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2960.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2960.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2960.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2970.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2970.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2970.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2970.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2970.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2970.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2970.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2970.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2970.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2970.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2970.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2970.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2980.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2980.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2980.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2980.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2980.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2980.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2980.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2980.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2980.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2980.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2980.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2980.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
2990.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
2990.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
2990.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2990.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
2990.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2990.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
2990.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
2990.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
2990.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
2990.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
2990.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
2990.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
3000.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
3000.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
3000.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3000.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
3000.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3000.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3000.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
3000.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
3000.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
3000.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
3000.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
3000.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
3010.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
3010.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
3010.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3010.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
3010.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3010.0;0;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3010.08;5;6.25;12.5;10.0;0.3338;LFF;BLA;SJF
3010.08;4;3.13;6.25;5.0;0.3336;LFF;BLA;SJF
3010.08;3;0.78;3.13;4.0;0.3334;LFF;BLA;SJF
3010.08;2;1.56;6.25;6.0;0.3335;LFF;BLA;SJF
3010.08;1;0.78;3.13;2.0;0.3334;LFF;BLA;SJF
3010.08;0;0.78;3.13;2.5;0.3334;LFF;BLA;SJF
3020.0;5;6.25;12.5;0.0;0.0699;LFF;BLA;SJF
3020.0;4;3.13;6.25;0.0;0.0697;LFF;BLA;SJF
3020.0;3;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
3020.0;2;1.56;6.25;0.0;0.0696;LFF;BLA;SJF
3020.0;1;0.78;3.13;0.0;0.0695;LFF;BLA;SJF
