# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
240.00;11;1.56;6.25;6.00;0.3335
240.00;10;1.56;6.25;5.00;0.3335
240.00;9;1.17;4.69;5.00;0.3335
240.00;8;6.25;12.50;10.00;0.3338
240.00;7;1.56;6.25;5.00;0.3335
240.00;6;1.95;4.69;4.00;0.3335
240.00;5;6.25;12.50;10.00;0.3338
240.00;4;0.78;3.13;4.00;0.3334
240.00;3;1.17;4.69;4.50;0.3335
240.00;2;1.56;6.25;4.00;0.3335
240.00;1;3.13;6.25;5.00;0.3336
240.00;0;1.95;4.69;4.50;0.3335
240.00;11;1.56;6.25;0.00;0.0696
240.00;10;1.56;6.25;0.00;0.0696
240.00;9;1.17;4.69;0.00;0.0696
240.00;8;6.25;12.50;0.00;0.0699
240.00;7;1.56;6.25;0.00;0.0696
240.00;6;1.95;4.69;0.00;0.0696
240.00;5;6.25;12.50;0.00;0.0699
240.00;4;0.78;3.13;0.00;0.0695
240.00;3;1.17;4.69;0.00;0.0696
240.00;2;1.56;6.25;0.00;0.0696
240.00;1;3.13;6.25;0.00;0.0697
240.00;0;1.95;4.69;0.00;0.0696
250.00;11;1.56;6.25;6.00;0.3335
250.00;10;1.56;6.25;5.00;0.3335
250.00;9;1.17;4.69;5.00;0.3335
250.00;8;6.25;12.50;10.00;0.3338
250.00;7;1.56;6.25;5.00;0.3335
250.00;6;1.95;4.69;4.00;0.3335
250.00;5;6.25;12.50;10.00;0.3338
250.00;4;0.78;3.13;4.00;0.3334
250.00;3;1.17;4.69;4.50;0.3335
250.00;2;1.56;6.25;4.00;0.3335
250.00;1;3.13;6.25;5.00;0.3336
250.00;0;1.95;4.69;4.50;0.3335
250.00;11;1.56;6.25;0.00;0.0696
250.00;10;1.56;6.25;0.00;0.0696
250.00;9;1.17;4.69;0.00;0.0696
250.00;8;6.25;12.50;0.00;0.0699
250.00;7;1.56;6.25;0.00;0.0696
250.00;6;1.95;4.69;0.00;0.0696
250.00;5;6.25;12.50;0.00;0.0699
250.00;4;0.78;3.13;0.00;0.0695
250.00;3;1.17;4.69;0.00;0.0696
250.00;2;1.56;6.25;0.00;0.0696
250.00;1;3.13;6.25;0.00;0.0697
250.00;0;1.95;4.69;0.00;0.0696
