# units: time(s); hostId; vmIds
0,00;h_3;1
0,00;h_2;1
0,00;h_1;1
0,00;h_0;1
10;3;3
10;2;2
10;1;1
10;0;0
20;3;3
20;2;2
20;1;1
20;0;0
30;3;3
30;2;2
30;1;1
30;0;0
40;3;3
40;2;2
40;1;1
40;0;0
50;3;3
50;2;2
50;1;1
50;0;0
60;3;3
60;2;2
60;1;1
60;0;0
70;3;3
70;2;2
70;1;1
70;0;0
80;3;3
80;2;2
80;1;1
80;0;0
90;3;3
90;2;2
90;1;1
90;0;0
100;3;3
100;2;2
100;1;1
100;0;0
110;3;3
110;2;2
110;1;1
110;0;0
120;3;3
120;2;2
120;1;1
120;0;0
130;3;3
130;2;2
130;1;1
130;0;0
