# units: hostId; total_energy(Wh)
1010;h_5;5;33.8646
1010;h_4;4;0.0000
1010;h_3;3;0.0000
1010;h_2;2;0.0000
1010;h_1;1;0.0000
1010;h_0;0;0.0000
TOTAL;;;33.8646
1010;h_5;5;33.8646
1010;h_4;4;0.0000
1010;h_3;3;0.0000
1010;h_2;2;0.0000
1010;h_1;1;0.0000
1010;h_0;0;0.0000
TOTAL;;;33.8646
1010;h_5;5;33.8646
1010;h_4;4;0.0000
1010;h_3;3;0.0000
1010;h_2;2;0.0000
1010;h_1;1;0.0000
1010;h_0;0;0.0000
TOTAL;;;33.8646
1030;h_5;5;34.5351
1030;h_4;4;0.0000
1030;h_3;3;0.0000
1030;h_2;2;0.0000
1030;h_1;1;0.0000
1030;h_0;0;0.0000
TOTAL;;;34.5351
