# units: time(s); hostId; vmIds
4300;6;11|5
4300;5;12
4300;4;16
4300;3;6|1|18
4300;2;0
4300;1;13
4300;0;14|17
4310;11;9
4310;10;8|3
4310;9;15|19|4
4310;8;10
4310;7;2|7
4310;6;11|5
4310;5;12
4310;4;16
4310;3;6|1|18
4310;2;0
4310;1;13
4310;0;14|17
4320;11;9
4320;10;8|3
4320;9;15|19|4
4320;8;10
4320;7;2|7
4320;6;11|5
4320;5;12
4320;4;16
4320;3;6|1|18
4320;2;0
4320;1;13
4320;0;14|17
4330;11;9
4330;10;8|3
4330;9;15|19|4
4330;8;10
4330;7;2|7
4330;6;11|5
4330;5;12
4330;4;16
4330;3;6|1|18
4330;2;0
4330;1;13
4330;0;14|17
4340;11;9
4340;10;8|3
4340;9;15|19|4
4340;8;10
4340;7;2|7
4340;6;11|5
4340;5;12
4340;4;16
4340;3;6|1|18
4340;2;0
4340;1;13
4340;0;14|17
4350;11;9
4350;10;8|3
4350;9;15|19|4
4350;8;10
4350;7;2|7
4350;6;11|5
4350;5;12
4350;4;16
4350;3;6|1|18
4350;2;0
4350;1;13
4350;0;14|17
4360;11;9
4360;10;8|3
4360;9;15|19|4
4360;8;10
4360;7;2|7
4360;6;11|5
4360;5;12
4360;4;16
4360;3;6|1|18
4360;2;0
4360;1;13
4360;0;14|17
4370;11;9
4370;10;8|3
4370;9;15|19|4
4370;8;10
4370;7;2|7
4370;6;11|5
4370;5;12
4370;4;16
4370;3;6|1|18
4370;2;0
4370;1;13
4370;0;14|17
4380;11;9
4380;10;8|3
4380;9;15|19|4
4380;8;10
4380;7;2|7
4380;6;11|5
4380;5;12
4380;4;16
4380;3;6|1|18
4380;2;0
4380;1;13
4380;0;14|17
4390;11;9
4390;10;8|3
4390;9;15|19|4
4390;8;10
4390;7;2|7
4390;6;11|5
4390;5;12
4390;4;16
4390;3;6|1|18
4390;2;0
4390;1;13
4390;0;14|17
4400;11;9
4400;10;8|3
4400;9;15|19|4
4400;8;10
4400;7;2|7
4400;6;11|5
4400;5;12
4400;4;16
4400;3;6|1|18
4400;2;0
4400;1;13
4400;0;14|17
4410;11;9
4410;10;8|3
4410;9;15|19|4
4410;8;10
4410;7;2|7
4410;6;11|5
4410;5;12
4410;4;16
4410;3;6|1|18
4410;2;0
4410;1;13
4410;0;14|17
4420;11;9
4420;10;8|3
4420;9;15|19|4
4420;8;10
4420;7;2|7
4420;6;11|5
4420;5;12
4420;4;16
4420;3;6|1|18
4420;2;0
4420;1;13
4420;0;14|17
4430;11;9
4430;10;8|3
4430;9;15|19|4
4430;8;10
4430;7;2|7
4430;6;11|5
4430;5;12
4430;4;16
4430;3;6|1|18
4430;2;0
4430;1;13
4430;0;14|17
4440;11;9
4440;10;8|3
4440;9;15|19|4
4440;8;10
4440;7;2|7
4440;6;11|5
4440;5;12
4440;4;16
4440;3;6|1|18
4440;2;0
4440;1;13
4440;0;14|17
4450;11;9
4450;10;8|3
4450;9;15|19|4
4450;8;10
4450;7;2|7
4450;6;11|5
4450;5;12
4450;4;16
4450;3;6|1|18
4450;2;0
4450;1;13
4450;0;14|17
4460;11;9
4460;10;8|3
4460;9;15|19|4
4460;8;10
4460;7;2|7
4460;6;11|5
4460;5;12
4460;4;16
4460;3;6|1|18
4460;2;0
4460;1;13
4460;0;14|17
4470;11;9
4470;10;8|3
4470;9;15|19|4
4470;8;10
4470;7;2|7
4470;6;11|5
4470;5;12
4470;4;16
4470;3;6|1|18
4470;2;0
4470;1;13
4470;0;14|17
4480;11;9
4480;10;8|3
4480;9;15|19|4
4480;8;10
4480;7;2|7
4480;6;11|5
4480;5;12
4480;4;16
4480;3;6|1|18
4480;2;0
4480;1;13
4480;0;14|17
4490;11;9
4490;10;8|3
4490;9;15|19|4
4490;8;10
4490;7;2|7
4490;6;11|5
4490;5;12
4490;4;16
4490;3;6|1|18
4490;2;0
4490;1;13
4490;0;14|17
4500;11;9
4500;10;8|3
4500;9;15|19|4
4500;8;10
4500;7;2|7
4500;6;11|5
4500;5;12
4500;4;16
4500;3;6|1|18
4500;2;0
4500;1;13
4500;0;14|17
4510;11;9
4510;10;8|3
4510;9;15|19|4
4510;8;10
4510;7;2|7
4510;6;11|5
4510;5;12
4510;4;16
4510;3;6|1|18
4510;2;0
4510;1;13
4510;0;14|17
4520;11;9
4520;10;8|3
4520;9;15|19|4
4520;8;10
4520;7;2|7
4520;6;11|5
4520;5;12
4520;4;16
4520;3;6|1|18
4520;2;0
4520;1;13
4520;0;14|17
4530;11;9
4530;10;8|3
4530;9;15|19|4
4530;8;10
4530;7;2|7
4530;6;11|5
4530;5;12
4530;4;16
4530;3;6|1|18
4530;2;0
4530;1;13
4530;0;14|17
4540;11;9
4540;10;8|3
4540;9;15|19|4
4540;8;10
4540;7;2|7
4540;6;11|5
4540;5;12
4540;4;16
4540;3;6|1|18
4540;2;0
4540;1;13
4540;0;14|17
4550;11;9
4550;10;8|3
4550;9;15|19|4
4550;8;10
4550;7;2|7
4550;6;11|5
4550;5;12
4550;4;16
4550;3;6|1|18
4550;2;0
4550;1;13
4550;0;14|17
4560;11;9
4560;10;8|3
4560;9;15|19|4
4560;8;10
4560;7;2|7
4560;6;11|5
4560;5;12
4560;4;16
4560;3;6|1|18
4560;2;0
4560;1;13
4560;0;14|17
4570;11;9
4570;10;8|3
4570;9;15|19|4
4570;8;10
4570;7;2|7
4570;6;11|5
4570;5;12
4570;4;16
4570;3;6|1|18
4570;2;0
4570;1;13
4570;0;14|17
4580;11;9
4580;10;8|3
4580;9;15|19|4
4580;8;10
4580;7;2|7
4580;6;11|5
4580;5;12
4580;4;16
4580;3;6|1|18
4580;2;0
4580;1;13
4580;0;14|17
4590;11;9
4590;10;8|3
4590;9;15|19|4
4590;8;10
4590;7;2|7
4590;6;11|5
4590;5;12
4590;4;16
4590;3;6|1|18
4590;2;0
4590;1;13
4590;0;14|17
4600;11;9
4600;10;8|3
4600;9;15|19|4
4600;8;10
4600;7;2|7
4600;6;11|5
4600;5;12
4600;4;16
4600;3;6|1|18
4600;2;0
4600;1;13
4600;0;14|17
4610;11;9
4610;10;8|3
4610;9;15|19|4
4610;8;10
4610;7;2|7
4610;6;11|5
4610;5;12
4610;4;16
4610;3;6|1|18
4610;2;0
4610;1;13
4610;0;14|17
4620;11;9
4620;10;8|3
4620;9;15|19|4
4620;8;10
4620;7;2|7
4620;6;11|5
4620;5;12
4620;4;16
4620;3;6|1|18
4620;2;0
4620;1;13
4620;0;14|17
4630;11;9
4630;10;8|3
4630;9;15|19|4
4630;8;10
4630;7;2|7
4630;6;11|5
4630;5;12
4630;4;16
4630;3;6|1|18
4630;2;0
4630;1;13
4630;0;14|17
4640;11;9
4640;10;8|3
4640;9;15|19|4
4640;8;10
4640;7;2|7
4640;6;11|5
4640;5;12
4640;4;16
4640;3;6|1|18
4640;2;0
4640;1;13
4640;0;14|17
4650;11;9
4650;10;8|3
4650;9;15|19|4
4650;8;10
4650;7;2|7
4650;6;11|5
4650;5;12
4650;4;16
4650;3;6|1|18
4650;2;0
4650;1;13
4650;0;14|17
4660;11;9
4660;10;8|3
4660;9;15|19|4
4660;8;10
4660;7;2|7
4660;6;11|5
4660;5;12
4660;4;16
4660;3;6|1|18
4660;2;0
4660;1;13
4660;0;14|17
4670;11;9
4670;10;8|3
4670;9;15|19|4
4670;8;10
4670;7;2|7
4670;6;11|5
4670;5;12
4670;4;16
4670;3;6|1|18
4670;2;0
4670;1;13
4670;0;14|17
4680;11;9
4680;10;8|3
4680;9;15|19|4
4680;8;10
4680;7;2|7
4680;6;11|5
4680;5;12
4680;4;16
4680;3;6|1|18
4680;2;0
4680;1;13
4680;0;14|17
4690;11;9
4690;10;8|3
4690;9;15|19|4
4690;8;10
4690;7;2|7
4690;6;11|5
4690;5;12
4690;4;16
4690;3;6|1|18
4690;2;0
4690;1;13
4690;0;14|17
4700;11;9
4700;10;8|3
4700;9;15|19|4
4700;8;10
4700;7;2|7
4700;6;11|5
4700;5;12
4700;4;16
4700;3;6|1|18
4700;2;0
4700;1;13
4700;0;14|17
4710;11;9
4710;10;8|3
4710;9;15|19|4
4710;8;10
4710;7;2|7
4710;6;11|5
4710;5;12
4710;4;16
4710;3;6|1|18
4710;2;0
4710;1;13
4710;0;14|17
4720;11;9
4720;10;8|3
4720;9;15|19|4
4720;8;10
4720;7;2|7
4720;6;11|5
4720;5;12
4720;4;16
4720;3;6|1|18
4720;2;0
4720;1;13
4720;0;14|17
4730;11;9
4730;10;8|3
4730;9;15|19|4
4730;8;10
4730;7;2|7
4730;6;11|5
4730;5;12
4730;4;16
4730;3;6|1|18
4730;2;0
4730;1;13
4730;0;14|17
4740;11;9
4740;10;8|3
4740;9;15|19|4
4740;8;10
4740;7;2|7
4740;6;11|5
4740;5;12
4740;4;16
4740;3;6|1|18
4740;2;0
4740;1;13
4740;0;14|17
4750;11;9
4750;10;8|3
4750;9;15|19|4
4750;8;10
4750;7;2|7
4750;6;11|5
4750;5;12
4750;4;16
4750;3;6|1|18
4750;2;0
4750;1;13
4750;0;14|17
4760;11;9
4760;10;8|3
4760;9;15|19|4
4760;8;10
4760;7;2|7
4760;6;11|5
4760;5;12
4760;4;16
4760;3;6|1|18
4760;2;0
4760;1;13
4760;0;14|17
4770;11;9
4770;10;8|3
4770;9;15|19|4
4770;8;10
4770;7;2|7
4770;6;11|5
4770;5;12
4770;4;16
4770;3;6|1|18
4770;2;0
4770;1;13
4770;0;14|17
4780;11;9
4780;10;8|3
4780;9;15|19|4
4780;8;10
4780;7;2|7
4780;6;11|5
4780;5;12
4780;4;16
4780;3;6|1|18
4780;2;0
4780;1;13
4780;0;14|17
4790;11;9
4790;10;8|3
4790;9;15|19|4
4790;8;10
4790;7;2|7
4790;6;11|5
4790;5;12
4790;4;16
4790;3;6|1|18
4790;2;0
4790;1;13
4790;0;14|17
4800;11;9
4800;10;8|3
4800;9;15|19|4
4800;8;10
4800;7;2|7
4800;6;11|5
4800;5;12
4800;4;16
4800;3;6|1|18
4800;2;0
4800;1;13
4800;0;14|17
4810;11;9
4810;10;8|3
4810;9;15|19|4
4810;8;10
4810;7;2|7
4810;6;11|5
4810;5;12
4810;4;16
4810;3;6|1|18
4810;2;0
4810;1;13
4810;0;14|17
4820;11;9
4820;10;8|3
4820;9;15|19|4
4820;8;10
4820;7;2|7
4820;6;11|5
4820;5;12
4820;4;16
4820;3;6|1|18
4820;2;0
4820;1;13
4820;0;14|17
4830;11;9
4830;10;8|3
4830;9;15|19|4
4830;8;10
4830;7;2|7
4830;6;11|5
4830;5;12
4830;4;16
4830;3;6|1|18
4830;2;0
4830;1;13
4830;0;14|17
4840;11;9
4840;10;8|3
4840;9;15|19|4
4840;8;10
4840;7;2|7
4840;6;11|5
4840;5;12
4840;4;16
4840;3;6|1|18
4840;2;0
4840;1;13
4840;0;14|17
4850;11;9
4850;10;8|3
4850;9;15|19|4
4850;8;10
4850;7;2|7
4850;6;11|5
4850;5;12
4850;4;16
4850;3;6|1|18
4850;2;0
4850;1;13
4850;0;14|17
4860;11;9
4860;10;8|3
4860;9;15|19|4
4860;8;10
4860;7;2|7
4860;6;11|5
4860;5;12
4860;4;16
4860;3;6|1|18
4860;2;0
4860;1;13
4860;0;14|17
4870;11;9
4870;10;8|3
4870;9;15|19|4
4870;8;10
4870;7;2|7
4870;6;11|5
4870;5;12
4870;4;16
4870;3;6|1|18
4870;2;0
4870;1;13
4870;0;14|17
4880;11;9
4880;10;8|3
4880;9;15|19|4
4880;8;10
4880;7;2|7
4880;6;11|5
4880;5;12
4880;4;16
4880;3;6|1|18
4880;2;0
4880;1;13
4880;0;14|17
4890;11;9
4890;10;8|3
4890;9;15|19|4
4890;8;10
4890;7;2|7
4890;6;11|5
4890;5;12
4890;4;16
4890;3;6|1|18
4890;2;0
4890;1;13
4890;0;14|17
4900;11;9
4900;10;8|3
4900;9;15|19|4
4900;8;10
4900;7;2|7
4900;6;11|5
4900;5;12
4900;4;16
4900;3;6|1|18
4900;2;0
4900;1;13
4900;0;14|17
4910;11;9
4910;10;8|3
4910;9;15|19|4
4910;8;10
4910;7;2|7
4910;6;11|5
4910;5;12
4910;4;16
4910;3;6|1|18
4910;2;0
4910;1;13
4910;0;14|17
4920;11;9
4920;10;8|3
4920;9;15|19|4
4920;8;10
4920;7;2|7
4920;6;11|5
4920;5;12
4920;4;16
4920;3;6|1|18
4920;2;0
4920;1;13
4920;0;14|17
4930;11;9
4930;10;8|3
4930;9;15|19|4
4930;8;10
4930;7;2|7
4930;6;11|5
4930;5;12
4930;4;16
4930;3;6|1|18
4930;2;0
4930;1;13
4930;0;14|17
4940;11;9
4940;10;8|3
4940;9;15|19|4
4940;8;10
4940;7;2|7
4940;6;11|5
4940;5;12
4940;4;16
4940;3;6|1|18
4940;2;0
4940;1;13
4940;0;14|17
4950;11;9
4950;10;8|3
4950;9;15|19|4
4950;8;10
4950;7;2|7
4950;6;11|5
4950;5;12
4950;4;16
4950;3;6|1|18
4950;2;0
4950;1;13
4950;0;14|17
4960;11;9
4960;10;8|3
4960;9;15|19|4
4960;8;10
4960;7;2|7
4960;6;11|5
4960;5;12
4960;4;16
4960;3;6|1|18
4960;2;0
4960;1;13
4960;0;14|17
4970;11;9
4970;10;8|3
4970;9;15|19|4
4970;8;10
4970;7;2|7
4970;6;11|5
4970;5;12
4970;4;16
4970;3;6|1|18
4970;2;0
4970;1;13
4970;0;14|17
4980;11;9
4980;10;8|3
4980;9;15|19|4
4980;8;10
4980;7;2|7
4980;6;11|5
4980;5;12
4980;4;16
4980;3;6|1|18
4980;2;0
4980;1;13
4980;0;14|17
4990;11;9
4990;10;8|3
4990;9;15|19|4
4990;8;10
4990;7;2|7
4990;6;11|5
4990;5;12
4990;4;16
4990;3;6|1|18
4990;2;0
4990;1;13
4990;0;14|17
5000;11;9
5000;10;8|3
5000;9;15|19|4
5000;8;10
5000;7;2|7
5000;6;11|5
5000;5;12
5000;4;16
5000;3;6|1|18
5000;2;0
5000;1;13
5000;0;14|17
5010;11;9
5010;10;8|3
5010;9;15|19|4
5010;8;10
5010;7;2|7
5010;6;11|5
5010;5;12
5010;4;16
5010;3;6|1|18
5010;2;0
5010;1;13
5010;0;14|17
5020;11;9
5020;10;8|3
5020;9;15|19|4
5020;8;10
5020;7;2|7
5020;6;11|5
5020;5;12
5020;4;16
5020;3;6|1|18
5020;2;0
5020;1;13
5020;0;14|17
5030;11;9
5030;10;8|3
5030;9;15|19|4
5030;8;10
5030;7;2|7
5030;6;11|5
5030;5;12
5030;4;16
5030;3;6|1|18
5030;2;0
5030;1;13
5030;0;14|17
5040;11;9
5040;10;8|3
5040;9;15|19|4
5040;8;10
5040;7;2|7
5040;6;11|5
5040;5;12
5040;4;16
5040;3;6|1|18
5040;2;0
5040;1;13
5040;0;14|17
5050;11;9
5050;10;8|3
5050;9;15|19|4
5050;8;10
5050;7;2|7
5050;6;11|5
5050;5;12
5050;4;16
5050;3;6|1|18
5050;2;0
5050;1;13
5050;0;14|17
5060;11;9
5060;10;8|3
5060;9;15|19|4
5060;8;10
5060;7;2|7
5060;6;11|5
5060;5;12
5060;4;16
5060;3;6|1|18
5060;2;0
5060;1;13
5060;0;14|17
5070;11;9
5070;10;8|3
5070;9;15|19|4
5070;8;10
5070;7;2|7
5070;6;11|5
5070;5;12
5070;4;16
5070;3;6|1|18
5070;2;0
5070;1;13
5070;0;14|17
5080;11;9
5080;10;8|3
5080;9;15|19|4
5080;8;10
5080;7;2|7
5080;6;11|5
5080;5;12
5080;4;16
5080;3;6|1|18
5080;2;0
5080;1;13
5080;0;14|17
5090;11;9
5090;10;8|3
5090;9;15|19|4
5090;8;10
5090;7;2|7
5090;6;11|5
5090;5;12
5090;4;16
5090;3;6|1|18
5090;2;0
5090;1;13
5090;0;14|17
5100;11;9
5100;10;8|3
5100;9;15|19|4
5100;8;10
5100;7;2|7
5100;6;11|5
5100;5;12
5100;4;16
5100;3;6|1|18
5100;2;0
5100;1;13
5100;0;14|17
5110;11;9
5110;10;8|3
5110;9;15|19|4
5110;8;10
5110;7;2|7
5110;6;11|5
5110;5;12
5110;4;16
5110;3;6|1|18
5110;2;0
5110;1;13
5110;0;14|17
5120;11;9
5120;10;8|3
5120;9;15|19|4
5120;8;10
5120;7;2|7
5120;6;11|5
5120;5;12
5120;4;16
5120;3;6|1|18
5120;2;0
5120;1;13
5120;0;14|17
5130;11;9
5130;10;8|3
5130;9;15|19|4
5130;8;10
5130;7;2|7
5130;6;11|5
5130;5;12
5130;4;16
5130;3;6|1|18
5130;2;0
5130;1;13
5130;0;14|17
5140;11;9
5140;10;8|3
5140;9;15|19|4
5140;8;10
5140;7;2|7
5140;6;11|5
5140;5;12
5140;4;16
5140;3;6|1|18
5140;2;0
5140;1;13
5140;0;14|17
5150;11;9
5150;10;8|3
5150;9;15|19|4
5150;8;10
5150;7;2|7
5150;6;11|5
5150;5;12
5150;4;16
5150;3;6|1|18
5150;2;0
5150;1;13
5150;0;14|17
5160;11;9
5160;10;8|3
5160;9;15|19|4
5160;8;10
5160;7;2|7
5160;6;11|5
5160;5;12
5160;4;16
5160;3;6|1|18
5160;2;0
5160;1;13
5160;0;14|17
5170;11;9
5170;10;8|3
5170;9;15|19|4
5170;8;10
5170;7;2|7
5170;6;11|5
5170;5;12
5170;4;16
5170;3;6|1|18
5170;2;0
5170;1;13
5170;0;14|17
5180;11;9
5180;10;8|3
5180;9;15|19|4
5180;8;10
5180;7;2|7
5180;6;11|5
5180;5;12
5180;4;16
5180;3;6|1|18
5180;2;0
5180;1;13
5180;0;14|17
5190;11;9
5190;10;8|3
5190;9;15|19|4
5190;8;10
5190;7;2|7
5190;6;11|5
5190;5;12
5190;4;16
5190;3;6|1|18
5190;2;0
5190;1;13
5190;0;14|17
5200;11;9
5200;10;8|3
5200;9;15|19|4
5200;8;10
5200;7;2|7
5200;6;11|5
5200;5;12
5200;4;16
5200;3;6|1|18
5200;2;0
5200;1;13
5200;0;14|17
5210;11;9
5210;10;8|3
5210;9;15|19|4
5210;8;10
5210;7;2|7
5210;6;11|5
5210;5;12
5210;4;16
5210;3;6|1|18
5210;2;0
5210;1;13
5210;0;14|17
5220;11;9
5220;10;8|3
5220;9;15|19|4
5220;8;10
5220;7;2|7
5220;6;11|5
5220;5;12
5220;4;16
5220;3;6|1|18
5220;2;0
5220;1;13
5220;0;14|17
5230;11;9
5230;10;8|3
5230;9;15|19|4
5230;8;10
5230;7;2|7
5230;6;11|5
5230;5;12
5230;4;16
5230;3;6|1|18
5230;2;0
5230;1;13
5230;0;14|17
5240;11;9
5240;10;8|3
5240;9;15|19|4
5240;8;10
5240;7;2|7
5240;6;11|5
5240;5;12
5240;4;16
5240;3;6|1|18
5240;2;0
5240;1;13
5240;0;14|17
5250;11;9
5250;10;8|3
5250;9;15|19|4
5250;8;10
5250;7;2|7
5250;6;11|5
5250;5;12
5250;4;16
5250;3;6|1|18
5250;2;0
5250;1;13
5250;0;14|17
5260;11;9
5260;10;8|3
5260;9;15|19|4
5260;8;10
5260;7;2|7
5260;6;11|5
5260;5;12
5260;4;16
5260;3;6|1|18
5260;2;0
5260;1;13
5260;0;14|17
5270;11;9
5270;10;8|3
5270;9;15|19|4
5270;8;10
5270;7;2|7
5270;6;11|5
5270;5;12
5270;4;16
5270;3;6|1|18
5270;2;0
5270;1;13
5270;0;14|17
5280;11;9
5280;10;8|3
5280;9;15|19|4
5280;8;10
5280;7;2|7
5280;6;11|5
5280;5;12
5280;4;16
5280;3;6|1|18
5280;2;0
5280;1;13
5280;0;14|17
5290;11;9
5290;10;8|3
5290;9;15|19|4
5290;8;10
5290;7;2|7
5290;6;11|5
5290;5;12
5290;4;16
5290;3;6|1|18
5290;2;0
5290;1;13
5290;0;14|17
5300;11;9
5300;10;8|3
5300;9;15|19|4
5300;8;10
5300;7;2|7
5300;6;11|5
5300;5;12
5300;4;16
5300;3;6|1|18
5300;2;0
5300;1;13
5300;0;14|17
5310;11;9
5310;10;8|3
5310;9;15|19|4
5310;8;10
5310;7;2|7
5310;6;11|5
5310;5;12
5310;4;16
5310;3;6|1|18
5310;2;0
5310;1;13
5310;0;14|17
5320;11;9
5320;10;8|3
5320;9;15|19|4
5320;8;10
5320;7;2|7
5320;6;11|5
5320;5;12
5320;4;16
5320;3;6|1|18
5320;2;0
5320;1;13
5320;0;14|17
5330;11;9
5330;10;8|3
5330;9;15|19|4
5330;8;10
5330;7;2|7
5330;6;11|5
5330;5;12
5330;4;16
5330;3;6|1|18
5330;2;0
5330;1;13
5330;0;14|17
5340;11;9
5340;10;8|3
5340;9;15|19|4
5340;8;10
5340;7;2|7
5340;6;11|5
5340;5;12
5340;4;16
5340;3;6|1|18
5340;2;0
5340;1;13
5340;0;14|17
5350;11;9
5350;10;8|3
5350;9;15|19|4
5350;8;10
5350;7;2|7
5350;6;11|5
5350;5;12
5350;4;16
5350;3;6|1|18
5350;2;0
5350;1;13
5350;0;14|17
5360;11;9
5360;10;8|3
5360;9;15|19|4
5360;8;10
5360;7;2|7
5360;6;11|5
5360;5;12
5360;4;16
5360;3;6|1|18
5360;2;0
5360;1;13
5360;0;14|17
5370;11;9
5370;10;8|3
5370;9;15|19|4
5370;8;10
5370;7;2|7
5370;6;11|5
5370;5;12
5370;4;16
5370;3;6|1|18
5370;2;0
5370;1;13
5370;0;14|17
5380;11;9
5380;10;8|3
5380;9;15|19|4
5380;8;10
5380;7;2|7
5380;6;11|5
5380;5;12
5380;4;16
5380;3;6|1|18
5380;2;0
5380;1;13
5380;0;14|17
5390;11;9
5390;10;8|3
5390;9;15|19|4
5390;8;10
5390;7;2|7
5390;6;11|5
5390;5;12
5390;4;16
5390;3;6|1|18
5390;2;0
5390;1;13
5390;0;14|17
5400;11;9
5400;10;8|3
5400;9;15|19|4
5400;8;10
5400;7;2|7
5400;6;11|5
5400;5;12
5400;4;16
5400;3;6|1|18
5400;2;0
5400;1;13
5400;0;14|17
5410;11;9
5410;10;8|3
5410;9;15|19|4
5410;8;10
5410;7;2|7
5410;6;11|5
5410;5;12
5410;4;16
5410;3;6|1|18
5410;2;0
5410;1;13
5410;0;14|17
5420;11;9
5420;10;8|3
5420;9;15|19|4
5420;8;10
5420;7;2|7
5420;6;11|5
5420;5;12
5420;4;16
5420;3;6|1|18
5420;2;0
5420;1;13
5420;0;14|17
5430;11;9
5430;10;8|3
5430;9;15|19|4
5430;8;10
5430;7;2|7
5430;6;11|5
5430;5;12
5430;4;16
5430;3;6|1|18
5430;2;0
5430;1;13
5430;0;14|17
5440;11;9
5440;10;8|3
5440;9;15|19|4
5440;8;10
5440;7;2|7
5440;6;11|5
5440;5;12
5440;4;16
5440;3;6|1|18
5440;2;0
5440;1;13
5440;0;14|17
