# units: time(s); hostId; vmIds
1500;1;13
1500;0;14|17
1510;11;9
1510;10;8|3
1510;9;15|19|4
1510;8;10
1510;7;2|7
1510;6;11|5
1510;5;12
1510;4;16
1510;3;6|1|18
1510;2;0
1510;1;13
1510;0;14|17
1520;11;9
1520;10;8|3
1520;9;15|19|4
1520;8;10
1520;7;2|7
1520;6;11|5
1520;5;12
1520;4;16
1520;3;6|1|18
1520;2;0
1520;1;13
1520;0;14|17
1530;11;9
1530;10;8|3
1530;9;15|19|4
1530;8;10
1530;7;2|7
1530;6;11|5
1530;5;12
1530;4;16
1530;3;6|1|18
1530;2;0
1530;1;13
1530;0;14|17
1540;11;9
1540;10;8|3
1540;9;15|19|4
1540;8;10
1540;7;2|7
1540;6;11|5
1540;5;12
1540;4;16
1540;3;6|1|18
1540;2;0
1540;1;13
1540;0;14|17
1550;11;9
1550;10;8|3
1550;9;15|19|4
1550;8;10
1550;7;2|7
1550;6;11|5
1550;5;12
1550;4;16
1550;3;6|1|18
1550;2;0
1550;1;13
1550;0;14|17
1560;11;9
1560;10;8|3
1560;9;15|19|4
1560;8;10
1560;7;2|7
1560;6;11|5
1560;5;12
1560;4;16
1560;3;6|1|18
1560;2;0
1560;1;13
1560;0;14|17
1570;11;9
1570;10;8|3
1570;9;15|19|4
1570;8;10
1570;7;2|7
1570;6;11|5
1570;5;12
1570;4;16
1570;3;6|1|18
1570;2;0
1570;1;13
1570;0;14|17
1580;11;9
1580;10;8|3
1580;9;15|19|4
1580;8;10
1580;7;2|7
1580;6;11|5
1580;5;12
1580;4;16
1580;3;6|1|18
1580;2;0
1580;1;13
1580;0;14|17
1590;11;9
1590;10;8|3
1590;9;15|19|4
1590;8;10
1590;7;2|7
1590;6;11|5
1590;5;12
1590;4;16
1590;3;6|1|18
1590;2;0
1590;1;13
1590;0;14|17
1600;11;9
1600;10;8|3
1600;9;15|19|4
1600;8;10
1600;7;2|7
1600;6;11|5
1600;5;12
1600;4;16
1600;3;6|1|18
1600;2;0
1600;1;13
1600;0;14|17
1610;11;9
1610;10;8|3
1610;9;15|19|4
1610;8;10
1610;7;2|7
1610;6;11|5
1610;5;12
1610;4;16
1610;3;6|1|18
1610;2;0
1610;1;13
1610;0;14|17
1620;11;9
1620;10;8|3
1620;9;15|19|4
1620;8;10
1620;7;2|7
1620;6;11|5
1620;5;12
1620;4;16
1620;3;6|1|18
1620;2;0
1620;1;13
1620;0;14|17
1630;11;9
1630;10;8|3
1630;9;15|19|4
1630;8;10
1630;7;2|7
1630;6;11|5
1630;5;12
1630;4;16
1630;3;6|1|18
1630;2;0
1630;1;13
1630;0;14|17
1640;11;9
1640;10;8|3
1640;9;15|19|4
1640;8;10
1640;7;2|7
1640;6;11|5
1640;5;12
1640;4;16
1640;3;6|1|18
1640;2;0
1640;1;13
1640;0;14|17
1650;11;9
1650;10;8|3
1650;9;15|19|4
1650;8;10
1650;7;2|7
1650;6;11|5
1650;5;12
1650;4;16
1650;3;6|1|18
1650;2;0
1650;1;13
1650;0;14|17
1660;11;9
1660;10;8|3
1660;9;15|19|4
1660;8;10
1660;7;2|7
1660;6;11|5
1660;5;12
1660;4;16
1660;3;6|1|18
1660;2;0
1660;1;13
1660;0;14|17
1670;11;9
1670;10;8|3
1670;9;15|19|4
1670;8;10
1670;7;2|7
1670;6;11|5
1670;5;12
1670;4;16
1670;3;6|1|18
1670;2;0
1670;1;13
1670;0;14|17
1680;11;9
1680;10;8|3
1680;9;15|19|4
1680;8;10
1680;7;2|7
1680;6;11|5
1680;5;12
1680;4;16
1680;3;6|1|18
1680;2;0
1680;1;13
1680;0;14|17
1690;11;9
1690;10;8|3
1690;9;15|19|4
1690;8;10
1690;7;2|7
1690;6;11|5
1690;5;12
1690;4;16
1690;3;6|1|18
1690;2;0
1690;1;13
1690;0;14|17
1700;11;9
1700;10;8|3
1700;9;15|19|4
1700;8;10
1700;7;2|7
1700;6;11|5
1700;5;12
1700;4;16
1700;3;6|1|18
1700;2;0
1700;1;13
1700;0;14|17
1710;11;9
1710;10;8|3
1710;9;15|19|4
1710;8;10
1710;7;2|7
1710;6;11|5
1710;5;12
1710;4;16
1710;3;6|1|18
1710;2;0
1710;1;13
1710;0;14|17
1720;11;9
1720;10;8|3
1720;9;15|19|4
1720;8;10
1720;7;2|7
1720;6;11|5
1720;5;12
1720;4;16
1720;3;6|1|18
1720;2;0
1720;1;13
1720;0;14|17
1730;11;9
1730;10;8|3
1730;9;15|19|4
1730;8;10
1730;7;2|7
1730;6;11|5
1730;5;12
1730;4;16
1730;3;6|1|18
1730;2;0
1730;1;13
1730;0;14|17
1740;11;9
1740;10;8|3
1740;9;15|19|4
1740;8;10
1740;7;2|7
1740;6;11|5
1740;5;12
1740;4;16
1740;3;6|1|18
1740;2;0
1740;1;13
1740;0;14|17
1750;11;9
1750;10;8|3
1750;9;15|19|4
1750;8;10
1750;7;2|7
1750;6;11|5
1750;5;12
1750;4;16
1750;3;6|1|18
1750;2;0
1750;1;13
1750;0;14|17
1760;11;9
1760;10;8|3
1760;9;15|19|4
1760;8;10
1760;7;2|7
1760;6;11|5
1760;5;12
1760;4;16
1760;3;6|1|18
1760;2;0
1760;1;13
1760;0;14|17
1770;11;9
1770;10;8|3
1770;9;15|19|4
1770;8;10
1770;7;2|7
1770;6;11|5
1770;5;12
1770;4;16
1770;3;6|1|18
1770;2;0
1770;1;13
1770;0;14|17
1780;11;9
1780;10;8|3
1780;9;15|19|4
1780;8;10
1780;7;2|7
1780;6;11|5
1780;5;12
1780;4;16
1780;3;6|1|18
1780;2;0
1780;1;13
1780;0;14|17
1790;11;9
1790;10;8|3
1790;9;15|19|4
1790;8;10
1790;7;2|7
1790;6;11|5
1790;5;12
1790;4;16
1790;3;6|1|18
1790;2;0
1790;1;13
1790;0;14|17
1800;11;9
1800;10;8|3
1800;9;15|19|4
1800;8;10
1800;7;2|7
1800;6;11|5
1800;5;12
1800;4;16
1800;3;6|1|18
1800;2;0
1800;1;13
1800;0;14|17
1810;11;9
1810;10;8|3
1810;9;15|19|4
1810;8;10
1810;7;2|7
1810;6;11|5
1810;5;12
1810;4;16
1810;3;6|1|18
1810;2;0
1810;1;13
1810;0;14|17
1820;11;9
1820;10;8|3
1820;9;15|19|4
1820;8;10
1820;7;2|7
1820;6;11|5
1820;5;12
1820;4;16
1820;3;6|1|18
1820;2;0
1820;1;13
1820;0;14|17
1830;11;9
1830;10;8|3
1830;9;15|19|4
1830;8;10
1830;7;2|7
1830;6;11|5
1830;5;12
1830;4;16
1830;3;6|1|18
1830;2;0
1830;1;13
1830;0;14|17
1840;11;9
1840;10;8|3
1840;9;15|19|4
1840;8;10
1840;7;2|7
1840;6;11|5
1840;5;12
1840;4;16
1840;3;6|1|18
1840;2;0
1840;1;13
1840;0;14|17
1850;11;9
1850;10;8|3
1850;9;15|19|4
1850;8;10
1850;7;2|7
1850;6;11|5
1850;5;12
1850;4;16
1850;3;6|1|18
1850;2;0
1850;1;13
1850;0;14|17
1860;11;9
1860;10;8|3
1860;9;15|19|4
1860;8;10
1860;7;2|7
1860;6;11|5
1860;5;12
1860;4;16
1860;3;6|1|18
1860;2;0
1860;1;13
1860;0;14|17
1870;11;9
1870;10;8|3
1870;9;15|19|4
1870;8;10
1870;7;2|7
1870;6;11|5
1870;5;12
1870;4;16
1870;3;6|1|18
1870;2;0
1870;1;13
1870;0;14|17
1880;11;9
1880;10;8|3
1880;9;15|19|4
1880;8;10
1880;7;2|7
1880;6;11|5
1880;5;12
1880;4;16
1880;3;6|1|18
1880;2;0
1880;1;13
1880;0;14|17
1890;11;9
1890;10;8|3
1890;9;15|19|4
1890;8;10
1890;7;2|7
1890;6;11|5
1890;5;12
1890;4;16
1890;3;6|1|18
1890;2;0
1890;1;13
1890;0;14|17
1900;11;9
1900;10;8|3
1900;9;15|19|4
1900;8;10
1900;7;2|7
1900;6;11|5
1900;5;12
1900;4;16
1900;3;6|1|18
1900;2;0
1900;1;13
1900;0;14|17
1910;11;9
1910;10;8|3
1910;9;15|19|4
1910;8;10
1910;7;2|7
1910;6;11|5
1910;5;12
1910;4;16
1910;3;6|1|18
1910;2;0
1910;1;13
1910;0;14|17
1920;11;9
1920;10;8|3
1920;9;15|19|4
1920;8;10
1920;7;2|7
1920;6;11|5
1920;5;12
1920;4;16
1920;3;6|1|18
1920;2;0
1920;1;13
1920;0;14|17
1930;11;9
1930;10;8|3
1930;9;15|19|4
1930;8;10
1930;7;2|7
1930;6;11|5
1930;5;12
1930;4;16
1930;3;6|1|18
1930;2;0
1930;1;13
1930;0;14|17
1940;11;9
1940;10;8|3
1940;9;15|19|4
1940;8;10
1940;7;2|7
1940;6;11|5
1940;5;12
1940;4;16
1940;3;6|1|18
1940;2;0
1940;1;13
1940;0;14|17
1950;11;9
1950;10;8|3
1950;9;15|19|4
1950;8;10
1950;7;2|7
1950;6;11|5
1950;5;12
1950;4;16
1950;3;6|1|18
1950;2;0
1950;1;13
1950;0;14|17
1960;11;9
1960;10;8|3
1960;9;15|19|4
1960;8;10
1960;7;2|7
1960;6;11|5
1960;5;12
1960;4;16
1960;3;6|1|18
1960;2;0
1960;1;13
1960;0;14|17
1970;11;9
1970;10;8|3
1970;9;15|19|4
1970;8;10
1970;7;2|7
1970;6;11|5
1970;5;12
1970;4;16
1970;3;6|1|18
1970;2;0
1970;1;13
1970;0;14|17
1980;11;9
1980;10;8|3
1980;9;15|19|4
1980;8;10
1980;7;2|7
1980;6;11|5
1980;5;12
1980;4;16
1980;3;6|1|18
1980;2;0
1980;1;13
1980;0;14|17
1990;11;9
1990;10;8|3
1990;9;15|19|4
1990;8;10
1990;7;2|7
1990;6;11|5
1990;5;12
1990;4;16
1990;3;6|1|18
1990;2;0
1990;1;13
1990;0;14|17
2000;11;9
2000;10;8|3
2000;9;15|19|4
2000;8;10
2000;7;2|7
2000;6;11|5
2000;5;12
2000;4;16
2000;3;6|1|18
2000;2;0
2000;1;13
2000;0;14|17
2010;11;9
2010;10;8|3
2010;9;15|19|4
2010;8;10
2010;7;2|7
2010;6;11|5
2010;5;12
2010;4;16
2010;3;6|1|18
2010;2;0
2010;1;13
2010;0;14|17
2020;11;9
2020;10;8|3
2020;9;15|19|4
2020;8;10
2020;7;2|7
2020;6;11|5
2020;5;12
2020;4;16
2020;3;6|1|18
2020;2;0
2020;1;13
2020;0;14|17
2030;11;9
2030;10;8|3
2030;9;15|19|4
2030;8;10
2030;7;2|7
2030;6;11|5
2030;5;12
2030;4;16
2030;3;6|1|18
2030;2;0
2030;1;13
2030;0;14|17
2040;11;9
2040;10;8|3
2040;9;15|19|4
2040;8;10
2040;7;2|7
2040;6;11|5
2040;5;12
2040;4;16
2040;3;6|1|18
2040;2;0
2040;1;13
2040;0;14|17
2050;11;9
2050;10;8|3
2050;9;15|19|4
2050;8;10
2050;7;2|7
2050;6;11|5
2050;5;12
2050;4;16
2050;3;6|1|18
2050;2;0
2050;1;13
2050;0;14|17
2060;11;9
2060;10;8|3
2060;9;15|19|4
2060;8;10
2060;7;2|7
2060;6;11|5
2060;5;12
2060;4;16
2060;3;6|1|18
2060;2;0
2060;1;13
2060;0;14|17
2070;11;9
2070;10;8|3
2070;9;15|19|4
2070;8;10
2070;7;2|7
2070;6;11|5
2070;5;12
2070;4;16
2070;3;6|1|18
2070;2;0
2070;1;13
2070;0;14|17
2080;11;9
2080;10;8|3
2080;9;15|19|4
2080;8;10
2080;7;2|7
2080;6;11|5
2080;5;12
2080;4;16
2080;3;6|1|18
2080;2;0
2080;1;13
2080;0;14|17
2090;11;9
2090;10;8|3
2090;9;15|19|4
2090;8;10
2090;7;2|7
2090;6;11|5
2090;5;12
2090;4;16
2090;3;6|1|18
2090;2;0
2090;1;13
2090;0;14|17
2100;11;9
2100;10;8|3
2100;9;15|19|4
2100;8;10
2100;7;2|7
2100;6;11|5
2100;5;12
2100;4;16
2100;3;6|1|18
2100;2;0
2100;1;13
2100;0;14|17
2110;11;9
2110;10;8|3
2110;9;15|19|4
2110;8;10
2110;7;2|7
2110;6;11|5
2110;5;12
2110;4;16
2110;3;6|1|18
2110;2;0
2110;1;13
2110;0;14|17
2120;11;9
2120;10;8|3
2120;9;15|19|4
2120;8;10
2120;7;2|7
2120;6;11|5
2120;5;12
2120;4;16
2120;3;6|1|18
2120;2;0
2120;1;13
2120;0;14|17
2130;11;9
2130;10;8|3
2130;9;15|19|4
2130;8;10
2130;7;2|7
2130;6;11|5
2130;5;12
2130;4;16
2130;3;6|1|18
2130;2;0
2130;1;13
2130;0;14|17
2140;11;9
2140;10;8|3
2140;9;15|19|4
2140;8;10
2140;7;2|7
2140;6;11|5
2140;5;12
2140;4;16
2140;3;6|1|18
2140;2;0
2140;1;13
2140;0;14|17
2150;11;9
2150;10;8|3
2150;9;15|19|4
2150;8;10
2150;7;2|7
2150;6;11|5
2150;5;12
2150;4;16
2150;3;6|1|18
2150;2;0
2150;1;13
2150;0;14|17
2160;11;9
2160;10;8|3
2160;9;15|19|4
2160;8;10
2160;7;2|7
2160;6;11|5
2160;5;12
2160;4;16
2160;3;6|1|18
2160;2;0
2160;1;13
2160;0;14|17
2170;11;9
2170;10;8|3
2170;9;15|19|4
2170;8;10
2170;7;2|7
2170;6;11|5
2170;5;12
2170;4;16
2170;3;6|1|18
2170;2;0
2170;1;13
2170;0;14|17
2180;11;9
2180;10;8|3
2180;9;15|19|4
2180;8;10
2180;7;2|7
2180;6;11|5
2180;5;12
2180;4;16
2180;3;6|1|18
2180;2;0
2180;1;13
2180;0;14|17
2190;11;9
2190;10;8|3
2190;9;15|19|4
2190;8;10
2190;7;2|7
2190;6;11|5
2190;5;12
2190;4;16
2190;3;6|1|18
2190;2;0
2190;1;13
2190;0;14|17
2200;11;9
2200;10;8|3
2200;9;15|19|4
2200;8;10
2200;7;2|7
2200;6;11|5
2200;5;12
2200;4;16
2200;3;6|1|18
2200;2;0
2200;1;13
2200;0;14|17
2210;11;9
2210;10;8|3
2210;9;15|19|4
2210;8;10
2210;7;2|7
2210;6;11|5
2210;5;12
2210;4;16
2210;3;6|1|18
2210;2;0
2210;1;13
2210;0;14|17
2220;11;9
2220;10;8|3
2220;9;15|19|4
2220;8;10
2220;7;2|7
2220;6;11|5
2220;5;12
2220;4;16
2220;3;6|1|18
2220;2;0
2220;1;13
2220;0;14|17
2230;11;9
2230;10;8|3
2230;9;15|19|4
2230;8;10
2230;7;2|7
2230;6;11|5
2230;5;12
2230;4;16
2230;3;6|1|18
2230;2;0
2230;1;13
2230;0;14|17
2240;11;9
2240;10;8|3
2240;9;15|19|4
2240;8;10
2240;7;2|7
2240;6;11|5
2240;5;12
2240;4;16
2240;3;6|1|18
2240;2;0
2240;1;13
2240;0;14|17
2250;11;9
2250;10;8|3
2250;9;15|19|4
2250;8;10
2250;7;2|7
2250;6;11|5
2250;5;12
2250;4;16
2250;3;6|1|18
2250;2;0
2250;1;13
2250;0;14|17
2260;11;9
2260;10;8|3
2260;9;15|19|4
2260;8;10
2260;7;2|7
2260;6;11|5
2260;5;12
2260;4;16
2260;3;6|1|18
2260;2;0
2260;1;13
2260;0;14|17
2270;11;9
2270;10;8|3
2270;9;15|19|4
2270;8;10
2270;7;2|7
2270;6;11|5
2270;5;12
2270;4;16
2270;3;6|1|18
2270;2;0
2270;1;13
2270;0;14|17
2280;11;9
2280;10;8|3
2280;9;15|19|4
2280;8;10
2280;7;2|7
2280;6;11|5
2280;5;12
2280;4;16
2280;3;6|1|18
2280;2;0
2280;1;13
2280;0;14|17
2290;11;9
2290;10;8|3
2290;9;15|19|4
2290;8;10
2290;7;2|7
2290;6;11|5
2290;5;12
2290;4;16
2290;3;6|1|18
2290;2;0
2290;1;13
2290;0;14|17
2300;11;9
2300;10;8|3
2300;9;15|19|4
2300;8;10
2300;7;2|7
2300;6;11|5
2300;5;12
2300;4;16
2300;3;6|1|18
2300;2;0
2300;1;13
2300;0;14|17
2310;11;9
2310;10;8|3
2310;9;15|19|4
2310;8;10
2310;7;2|7
2310;6;11|5
2310;5;12
2310;4;16
2310;3;6|1|18
2310;2;0
2310;1;13
2310;0;14|17
2320;11;9
2320;10;8|3
2320;9;15|19|4
2320;8;10
2320;7;2|7
2320;6;11|5
2320;5;12
2320;4;16
2320;3;6|1|18
2320;2;0
2320;1;13
2320;0;14|17
2330;11;9
2330;10;8|3
2330;9;15|19|4
2330;8;10
2330;7;2|7
2330;6;11|5
2330;5;12
2330;4;16
2330;3;6|1|18
2330;2;0
2330;1;13
2330;0;14|17
2340;11;9
2340;10;8|3
2340;9;15|19|4
2340;8;10
2340;7;2|7
2340;6;11|5
2340;5;12
2340;4;16
2340;3;6|1|18
2340;2;0
2340;1;13
2340;0;14|17
2350;11;9
2350;10;8|3
2350;9;15|19|4
2350;8;10
2350;7;2|7
2350;6;11|5
2350;5;12
2350;4;16
2350;3;6|1|18
2350;2;0
2350;1;13
2350;0;14|17
2360;11;9
2360;10;8|3
2360;9;15|19|4
2360;8;10
2360;7;2|7
2360;6;11|5
2360;5;12
2360;4;16
2360;3;6|1|18
2360;2;0
2360;1;13
2360;0;14|17
2370;11;9
2370;10;8|3
2370;9;15|19|4
2370;8;10
2370;7;2|7
2370;6;11|5
2370;5;12
2370;4;16
2370;3;6|1|18
2370;2;0
2370;1;13
2370;0;14|17
2380;11;9
2380;10;8|3
2380;9;15|19|4
2380;8;10
2380;7;2|7
2380;6;11|5
2380;5;12
2380;4;16
2380;3;6|1|18
2380;2;0
2380;1;13
2380;0;14|17
2390;11;9
2390;10;8|3
2390;9;15|19|4
2390;8;10
2390;7;2|7
2390;6;11|5
2390;5;12
2390;4;16
2390;3;6|1|18
2390;2;0
2390;1;13
2390;0;14|17
2400;11;9
2400;10;8|3
2400;9;15|19|4
2400;8;10
2400;7;2|7
2400;6;11|5
2400;5;12
2400;4;16
2400;3;6|1|18
2400;2;0
2400;1;13
2400;0;14|17
2410;11;9
2410;10;8|3
2410;9;15|19|4
2410;8;10
2410;7;2|7
2410;6;11|5
2410;5;12
2410;4;16
2410;3;6|1|18
2410;2;0
2410;1;13
2410;0;14|17
2420;11;9
2420;10;8|3
2420;9;15|19|4
2420;8;10
2420;7;2|7
2420;6;11|5
2420;5;12
2420;4;16
2420;3;6|1|18
2420;2;0
2420;1;13
2420;0;14|17
2430;11;9
2430;10;8|3
2430;9;15|19|4
2430;8;10
2430;7;2|7
2430;6;11|5
2430;5;12
2430;4;16
2430;3;6|1|18
2430;2;0
2430;1;13
2430;0;14|17
2440;11;9
2440;10;8|3
2440;9;15|19|4
2440;8;10
2440;7;2|7
2440;6;11|5
2440;5;12
2440;4;16
2440;3;6|1|18
2440;2;0
2440;1;13
2440;0;14|17
2450;11;9
2450;10;8|3
2450;9;15|19|4
2450;8;10
2450;7;2|7
2450;6;11|5
2450;5;12
2450;4;16
2450;3;6|1|18
2450;2;0
2450;1;13
2450;0;14|17
2460;11;9
2460;10;8|3
2460;9;15|19|4
2460;8;10
2460;7;2|7
2460;6;11|5
2460;5;12
2460;4;16
2460;3;6|1|18
2460;2;0
2460;1;13
2460;0;14|17
2470;11;9
2470;10;8|3
2470;9;15|19|4
2470;8;10
2470;7;2|7
2470;6;11|5
2470;5;12
2470;4;16
2470;3;6|1|18
2470;2;0
2470;1;13
2470;0;14|17
2480;11;9
2480;10;8|3
2480;9;15|19|4
2480;8;10
2480;7;2|7
2480;6;11|5
2480;5;12
2480;4;16
2480;3;6|1|18
2480;2;0
2480;1;13
2480;0;14|17
2490;11;9
2490;10;8|3
2490;9;15|19|4
2490;8;10
2490;7;2|7
2490;6;11|5
2490;5;12
2490;4;16
2490;3;6|1|18
2490;2;0
2490;1;13
2490;0;14|17
2500;11;9
2500;10;8|3
2500;9;15|19|4
2500;8;10
2500;7;2|7
2500;6;11|5
2500;5;12
2500;4;16
2500;3;6|1|18
2500;2;0
2500;1;13
2500;0;14|17
2510;11;9
2510;10;8|3
2510;9;15|19|4
2510;8;10
2510;7;2|7
2510;6;11|5
2510;5;12
2510;4;16
2510;3;6|1|18
2510;2;0
2510;1;13
2510;0;14|17
2520;11;9
2520;10;8|3
2520;9;15|19|4
2520;8;10
2520;7;2|7
2520;6;11|5
2520;5;12
2520;4;16
2520;3;6|1|18
2520;2;0
2520;1;13
2520;0;14|17
2530;11;9
2530;10;8|3
2530;9;15|19|4
2530;8;10
2530;7;2|7
2530;6;11|5
2530;5;12
2530;4;16
2530;3;6|1|18
2530;2;0
2530;1;13
2530;0;14|17
2540;11;9
2540;10;8|3
2540;9;15|19|4
2540;8;10
2540;7;2|7
2540;6;11|5
2540;5;12
2540;4;16
2540;3;6|1|18
2540;2;0
2540;1;13
2540;0;14|17
2550;11;9
2550;10;8|3
2550;9;15|19|4
2550;8;10
2550;7;2|7
2550;6;11|5
2550;5;12
2550;4;16
2550;3;6|1|18
2550;2;0
2550;1;13
2550;0;14|17
2560;11;9
2560;10;8|3
2560;9;15|19|4
2560;8;10
2560;7;2|7
2560;6;11|5
2560;5;12
2560;4;16
2560;3;6|1|18
2560;2;0
2560;1;13
2560;0;14|17
2570;11;9
2570;10;8|3
2570;9;15|19|4
2570;8;10
2570;7;2|7
2570;6;11|5
2570;5;12
2570;4;16
2570;3;6|1|18
2570;2;0
2570;1;13
2570;0;14|17
2580;11;9
2580;10;8|3
2580;9;15|19|4
2580;8;10
2580;7;2|7
2580;6;11|5
2580;5;12
2580;4;16
2580;3;6|1|18
2580;2;0
2580;1;13
2580;0;14|17
2590;11;9
2590;10;8|3
2590;9;15|19|4
2590;8;10
2590;7;2|7
2590;6;11|5
2590;5;12
2590;4;16
2590;3;6|1|18
2590;2;0
2590;1;13
2590;0;14|17
2600;11;9
2600;10;8|3
2600;9;15|19|4
2600;8;10
2600;7;2|7
2600;6;11|5
2600;5;12
2600;4;16
2600;3;6|1|18
2600;2;0
2600;1;13
2600;0;14|17
2610;11;9
2610;10;8|3
2610;9;15|19|4
2610;8;10
2610;7;2|7
2610;6;11|5
2610;5;12
2610;4;16
2610;3;6|1|18
2610;2;0
2610;1;13
2610;0;14|17
2620;11;9
2620;10;8|3
2620;9;15|19|4
2620;8;10
2620;7;2|7
2620;6;11|5
2620;5;12
2620;4;16
2620;3;6|1|18
2620;2;0
2620;1;13
2620;0;14|17
2630;11;9
2630;10;8|3
2630;9;15|19|4
2630;8;10
2630;7;2|7
2630;6;11|5
2630;5;12
2630;4;16
2630;3;6|1|18
2630;2;0
2630;1;13
2630;0;14|17
2640;11;9
2640;10;8|3
2640;9;15|19|4
2640;8;10
2640;7;2|7
2640;6;11|5
2640;5;12
2640;4;16
2640;3;6|1|18
2640;2;0
2640;1;13
2640;0;14|17
2650;11;9
2650;10;8|3
2650;9;15|19|4
2650;8;10
2650;7;2|7
2650;6;11|5
2650;5;12
2650;4;16
2650;3;6|1|18
2650;2;0
2650;1;13
2650;0;14|17
2660;11;9
2660;10;8|3
2660;9;15|19|4
2660;8;10
2660;7;2|7
2660;6;11|5
2660;5;12
2660;4;16
2660;3;6|1|18
2660;2;0
2660;1;13
2660;0;14|17
2670;11;9
2670;10;8|3
2670;9;15|19|4
2670;8;10
2670;7;2|7
2670;6;11|5
2670;5;12
2670;4;16
2670;3;6|1|18
2670;2;0
2670;1;13
2670;0;14|17
2680;11;9
2680;10;8|3
2680;9;15|19|4
2680;8;10
2680;7;2|7
2680;6;11|5
2680;5;12
2680;4;16
2680;3;6|1|18
2680;2;0
2680;1;13
2680;0;14|17
2690;11;9
2690;10;8|3
2690;9;15|19|4
2690;8;10
2690;7;2|7
2690;6;11|5
2690;5;12
2690;4;16
2690;3;6|1|18
2690;2;0
2690;1;13
2690;0;14|17
2700;11;9
2700;10;8|3
2700;9;15|19|4
2700;8;10
2700;7;2|7
2700;6;11|5
2700;5;12
2700;4;16
2700;3;6|1|18
2700;2;0
2700;1;13
2700;0;14|17
2710;11;9
2710;10;8|3
2710;9;15|19|4
2710;8;10
2710;7;2|7
2710;6;11|5
2710;5;12
2710;4;16
2710;3;6|1|18
2710;2;0
2710;1;13
2710;0;14|17
2720;11;9
2720;10;8|3
2720;9;15|19|4
2720;8;10
2720;7;2|7
2720;6;11|5
2720;5;12
2720;4;16
2720;3;6|1|18
2720;2;0
2720;1;13
2720;0;14|17
2730;11;9
2730;10;8|3
2730;9;15|19|4
2730;8;10
2730;7;2|7
2730;6;11|5
2730;5;12
2730;4;16
2730;3;6|1|18
2730;2;0
2730;1;13
2730;0;14|17
2740;11;9
2740;10;8|3
2740;9;15|19|4
2740;8;10
2740;7;2|7
2740;6;11|5
2740;5;12
2740;4;16
2740;3;6|1|18
2740;2;0
2740;1;13
2740;0;14|17
2750;11;9
2750;10;8|3
2750;9;15|19|4
2750;8;10
2750;7;2|7
2750;6;11|5
2750;5;12
2750;4;16
2750;3;6|1|18
2750;2;0
2750;1;13
2750;0;14|17
2760;11;9
2760;10;8|3
2760;9;15|19|4
2760;8;10
2760;7;2|7
2760;6;11|5
2760;5;12
2760;4;16
2760;3;6|1|18
2760;2;0
2760;1;13
2760;0;14|17
2770;11;9
2770;10;8|3
2770;9;15|19|4
2770;8;10
2770;7;2|7
2770;6;11|5
2770;5;12
2770;4;16
2770;3;6|1|18
2770;2;0
2770;1;13
2770;0;14|17
2780;11;9
2780;10;8|3
2780;9;15|19|4
2780;8;10
2780;7;2|7
2780;6;11|5
2780;5;12
2780;4;16
2780;3;6|1|18
2780;2;0
2780;1;13
2780;0;14|17
2790;11;9
2790;10;8|3
2790;9;15|19|4
2790;8;10
2790;7;2|7
2790;6;11|5
2790;5;12
2790;4;16
2790;3;6|1|18
2790;2;0
2790;1;13
2790;0;14|17
2800;11;9
2800;10;8|3
2800;9;15|19|4
2800;8;10
2800;7;2|7
2800;6;11|5
2800;5;12
2800;4;16
2800;3;6|1|18
2800;2;0
2800;1;13
2800;0;14|17
2810;11;9
2810;10;8|3
2810;9;15|19|4
2810;8;10
2810;7;2|7
2810;6;11|5
2810;5;12
2810;4;16
2810;3;6|1|18
2810;2;0
2810;1;13
2810;0;14|17
2820;11;9
2820;10;8|3
2820;9;15|19|4
2820;8;10
2820;7;2|7
2820;6;11|5
2820;5;12
2820;4;16
2820;3;6|1|18
2820;2;0
2820;1;13
2820;0;14|17
2830;11;9
2830;10;8|3
2830;9;15|19|4
2830;8;10
2830;7;2|7
2830;6;11|5
2830;5;12
2830;4;16
2830;3;6|1|18
2830;2;0
2830;1;13
2830;0;14|17
2840;11;9
2840;10;8|3
2840;9;15|19|4
2840;8;10
2840;7;2|7
2840;6;11|5
2840;5;12
2840;4;16
2840;3;6|1|18
2840;2;0
2840;1;13
2840;0;14|17
2850;11;9
2850;10;8|3
2850;9;15|19|4
2850;8;10
2850;7;2|7
2850;6;11|5
2850;5;12
2850;4;16
2850;3;6|1|18
2850;2;0
2850;1;13
2850;0;14|17
2860;11;9
2860;10;8|3
2860;9;15|19|4
2860;8;10
2860;7;2|7
2860;6;11|5
2860;5;12
2860;4;16
2860;3;6|1|18
2860;2;0
2860;1;13
2860;0;14|17
2870;11;9
2870;10;8|3
2870;9;15|19|4
2870;8;10
2870;7;2|7
2870;6;11|5
2870;5;12
2870;4;16
2870;3;6|1|18
2870;2;0
2870;1;13
2870;0;14|17
2880;11;9
2880;10;8|3
2880;9;15|19|4
2880;8;10
2880;7;2|7
2880;6;11|5
2880;5;12
2880;4;16
2880;3;6|1|18
2880;2;0
2880;1;13
2880;0;14|17
2890;11;9
2890;10;8|3
2890;9;15|19|4
2890;8;10
2890;7;2|7
2890;6;11|5
2890;5;12
2890;4;16
2890;3;6|1|18
2890;2;0
2890;1;13
2890;0;14|17
2900;11;9
2900;10;8|3
2900;9;15|19|4
2900;8;10
2900;7;2|7
2900;6;11|5
2900;5;12
2900;4;16
