# units: hostId; total_energy(Wh)
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
162;h_3;3;5.4181
162;h_2;2;5.4252
162;h_1;1;5.4159
162;h_0;0;5.4181
TOTAL;;;21.6773
176;h_3;3;5.7519
176;h_2;2;5.7595
176;h_1;1;5.7496
176;h_0;0;5.7519
TOTAL;;;23.0129
176;h_3;3;5.7519
176;h_2;2;5.7595
176;h_1;1;5.7496
176;h_0;0;5.7519
TOTAL;;;23.0129
176;h_3;3;5.7519
176;h_2;2;5.7595
176;h_1;1;5.7496
176;h_0;0;5.7519
TOTAL;;;23.0129
176;h_3;3;5.7519
176;h_2;2;5.7595
176;h_1;1;5.7496
176;h_0;0;5.7519
TOTAL;;;23.0129
182;h_3;3;6.0857
182;h_2;2;6.0938
182;h_1;1;6.0833
182;h_0;0;6.0857
TOTAL;;;24.3486
